Source,Process,Support_Manual,Support_Pred,TP,FP,FN,TN,Precision,Recall,F1,Accuracy,Missed_Rate,Hallucinated_Rate,State_Accuracy,Level
Keyword,Thermal Disinfection,0,0,0,0,0,40,,,,1.0,,,,Unit_Process
Keyword,Alum Addition,0,0,0,0,0,40,,,,1.0,,,,Unit_Process
Keyword,Ferric Chloride Addition,2,2,1,1,1,37,0.5,0.5,0.5,0.95,0.5,0.5,0.5,Unit_Process
Keyword,Polymer Addition,4,5,3,2,1,34,0.6,0.75,0.6666666666666666,0.925,0.25,0.4,0.75,Unit_Process
Keyword,Lime Addition,1,1,1,0,0,39,1.0,1.0,1.0,1.0,0.0,0.0,1.0,Unit_Process
Keyword,Neutralization,3,0,0,0,3,37,,0.0,0.0,0.925,1.0,,0.0,Unit_Process
Keyword,Anaerobic Digestion,14,10,8,2,6,24,0.8,0.5714285714285714,0.6666666666666666,0.8,0.42857142857142855,0.2,0.5714285714285714,Unit_Process
Keyword,Aerobic Digestion,9,8,7,1,2,30,0.875,0.7777777777777778,0.8235294117647058,0.925,0.2222222222222222,0.125,0.7777777777777778,Unit_Process
Keyword,Mechanical Dewatering,13,6,3,3,10,24,0.5,0.23076923076923078,0.3157894736842105,0.675,0.7692307692307693,0.5,0.15384615384615385,Unit_Process
Keyword,Centrifuge,9,10,8,2,1,29,0.8,0.8888888888888888,0.8421052631578947,0.925,0.1111111111111111,0.2,0.7777777777777778,Unit_Process
Keyword,Drying,16,10,10,0,6,24,1.0,0.625,0.7692307692307693,0.85,0.375,0.0,0.5,Unit_Process
Keyword,Elutriation,0,0,0,0,0,40,,,,1.0,,,,Unit_Process
Keyword,Thickening,17,7,6,1,11,22,0.8571428571428571,0.35294117647058826,0.5,0.7,0.6470588235294118,0.14285714285714285,0.35294117647058826,Unit_Process
Keyword,MHI,0,0,0,0,0,40,,,,1.0,,,,Unit_Process
Keyword,FBI,0,0,0,0,0,40,,,,1.0,,,,Unit_Process
Keyword,Cogeneration,2,0,0,0,2,38,,0.0,0.0,0.95,1.0,,0.0,Unit_Process
Keyword,Heat Recovery,0,0,0,0,0,40,,,,1.0,,,,Unit_Process
LLM,Comminution,8,8,7,1,1,31,0.875,0.875,0.875,0.95,0.125,0.125,0.875,Unit_Process
LLM,Primary Clarification,17,18,17,1,0,22,0.9444444444444444,1.0,0.9714285714285714,0.975,0.0,0.05555555555555555,1.0,Unit_Process
LLM,Secondary Clarification,31,29,29,0,2,9,1.0,0.9354838709677419,0.9666666666666667,0.95,0.06451612903225806,0.0,0.9354838709677419,Unit_Process
LLM,Chemical Precipitation,1,0,0,0,1,39,,0.0,0.0,0.975,1.0,,0.0,Unit_Process
LLM,Screening/Microstrainer,31,31,31,0,0,9,1.0,1.0,1.0,1.0,0.0,0.0,1.0,Unit_Process
LLM,Grit Removal,19,20,18,2,1,19,0.9,0.9473684210526315,0.9230769230769231,0.925,0.05263157894736842,0.1,0.9473684210526315,Unit_Process
LLM,Equalization,13,16,12,4,1,23,0.75,0.9230769230769231,0.8275862068965517,0.875,0.07692307692307693,0.25,0.9230769230769231,Unit_Process
LLM,Flotation,3,7,3,4,0,33,0.42857142857142855,1.0,0.6,0.9,0.0,0.5714285714285714,1.0,Unit_Process
LLM,SBR,0,1,0,1,0,39,0.0,,0.0,0.975,,1.0,,Unit_Process
LLM,Oxidation Ditch,5,5,5,0,0,35,1.0,1.0,1.0,1.0,0.0,0.0,1.0,Unit_Process
LLM,Pure Oxygen,1,1,1,0,0,39,1.0,1.0,1.0,1.0,0.0,0.0,1.0,Unit_Process
LLM,Extended Aeration,2,1,1,0,1,38,1.0,0.5,0.6666666666666666,0.975,0.5,0.0,0.5,Unit_Process
LLM,Stepfeed,0,0,0,0,0,40,,,,1.0,,,,Unit_Process
LLM,Facultative Lagoon,2,0,0,0,2,38,,0.0,0.0,0.95,1.0,,0.0,Unit_Process
LLM,Aerated Lagoon,1,0,0,0,1,39,,0.0,0.0,0.975,1.0,,0.0,Unit_Process
LLM,Anaerobic Lagoon,1,0,0,0,1,39,,0.0,0.0,0.975,1.0,,0.0,Unit_Process
LLM,Polishing Lagoon,1,2,1,1,0,38,0.5,1.0,0.6666666666666666,0.975,0.0,0.5,1.0,Unit_Process
LLM,Stabilization Pond,5,0,0,0,5,35,,0.0,0.0,0.875,1.0,,0.0,Unit_Process
LLM,AO,5,10,4,6,1,29,0.4,0.8,0.5333333333333333,0.825,0.2,0.6,0.8,Unit_Process
LLM,A2O,0,0,0,0,0,40,,,,1.0,,,,Unit_Process
LLM,MLE,0,0,0,0,0,40,,,,1.0,,,,Unit_Process
LLM,UCT,0,0,0,0,0,40,,,,1.0,,,,Unit_Process
LLM,Four Stage Bardenpho,1,0,0,0,1,39,,0.0,0.0,0.975,1.0,,0.0,Unit_Process
LLM,Five Stage Bardenpho,0,0,0,0,0,40,,,,1.0,,,,Unit_Process
LLM,Chemical N Removal,0,0,0,0,0,40,,,,1.0,,,,Unit_Process
LLM,Chemical P Removal,0,0,0,0,0,40,,,,1.0,,,,Unit_Process
LLM,Secondary Filtration,1,0,0,0,1,39,,0.0,0.0,0.975,1.0,,0.0,Unit_Process
LLM,Media Filtration,15,17,14,3,1,22,0.8235294117647058,0.9333333333333333,0.875,0.9,0.06666666666666667,0.17647058823529413,0.9333333333333333,Unit_Process
LLM,Biologically Active Filtration,0,0,0,0,0,40,,,,1.0,,,,Unit_Process
LLM,Trickling Filter,4,8,4,4,0,32,0.5,1.0,0.6666666666666666,0.9,0.0,0.5,1.0,Unit_Process
LLM,Rotating Biological Contactor,0,0,0,0,0,40,,,,1.0,,,,Unit_Process
LLM,Anaerobic Filter,0,0,0,0,0,40,,,,1.0,,,,Unit_Process
LLM,Membrane Aerated Biofilm Reactor,0,0,0,0,0,40,,,,1.0,,,,Unit_Process
LLM,Nanofiltration,0,0,0,0,0,40,,,,1.0,,,,Unit_Process
LLM,Electrodialysis Reversal,0,0,0,0,0,40,,,,1.0,,,,Unit_Process
LLM,Electrodialysis,0,0,0,0,0,40,,,,1.0,,,,Unit_Process
LLM,Reverse Osmosis,1,5,1,4,0,35,0.2,1.0,0.3333333333333333,0.9,0.0,0.8,1.0,Unit_Process
LLM,Ultrafiltration,0,2,0,2,0,38,0.0,,0.0,0.95,,1.0,,Unit_Process
LLM,Microfiltration,2,7,2,5,0,33,0.2857142857142857,1.0,0.4444444444444444,0.875,0.0,0.7142857142857143,1.0,Unit_Process
LLM,Membrane Bioreactor,4,3,3,0,1,36,1.0,0.75,0.8571428571428571,0.975,0.25,0.0,0.5,Unit_Process
LLM,Wetland,4,5,3,2,1,34,0.6,0.75,0.6666666666666666,0.925,0.25,0.4,0.75,Unit_Process
LLM,UV-AOP,0,1,0,1,0,39,0.0,,0.0,0.975,,1.0,,Unit_Process
LLM,Coagulation,2,2,2,0,0,38,1.0,1.0,1.0,1.0,0.0,0.0,1.0,Unit_Process
LLM,Flocculation,5,7,5,2,0,33,0.7142857142857143,1.0,0.8333333333333334,0.95,0.0,0.2857142857142857,1.0,Unit_Process
LLM,Ion Exchange,0,0,0,0,0,40,,,,1.0,,,,Unit_Process
LLM,Activated Carbon,0,0,0,0,0,40,,,,1.0,,,,Unit_Process
LLM,Chlorination,25,28,25,3,0,12,0.8928571428571429,1.0,0.9433962264150944,0.925,0.0,0.10714285714285714,1.0,Unit_Process
LLM,Dechlorination,27,27,27,0,0,13,1.0,1.0,1.0,1.0,0.0,0.0,1.0,Unit_Process
LLM,UV Disinfection,14,14,13,1,1,25,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.95,0.07142857142857142,0.07142857142857142,0.9285714285714286,Unit_Process
LLM,Ozonation,1,1,1,0,0,39,1.0,1.0,1.0,1.0,0.0,0.0,1.0,Unit_Process
LLM,Thermal Disinfection,0,0,0,0,0,40,,,,1.0,,,,Unit_Process
LLM,Alum Addition,0,0,0,0,0,40,,,,1.0,,,,Unit_Process
LLM,Ferric Chloride Addition,2,2,1,1,1,37,0.5,0.5,0.5,0.95,0.5,0.5,0.5,Unit_Process
LLM,Polymer Addition,4,5,4,1,0,35,0.8,1.0,0.8888888888888888,0.975,0.0,0.2,1.0,Unit_Process
LLM,Lime Addition,1,1,1,0,0,39,1.0,1.0,1.0,1.0,0.0,0.0,1.0,Unit_Process
LLM,Neutralization,3,2,2,0,1,37,1.0,0.6666666666666666,0.8,0.975,0.3333333333333333,0.0,0.6666666666666666,Unit_Process
LLM,Anaerobic Digestion,14,14,13,1,1,25,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.95,0.07142857142857142,0.07142857142857142,0.9285714285714286,Unit_Process
LLM,Aerobic Digestion,9,10,9,1,0,30,0.9,1.0,0.9473684210526315,0.975,0.0,0.1,1.0,Unit_Process
LLM,Mechanical Dewatering,13,23,12,11,1,16,0.5217391304347826,0.9230769230769231,0.6666666666666666,0.7,0.07692307692307693,0.4782608695652174,0.9230769230769231,Unit_Process
LLM,Centrifuge,9,6,6,0,3,31,1.0,0.6666666666666666,0.8,0.925,0.3333333333333333,0.0,0.6666666666666666,Unit_Process
LLM,Drying,16,12,12,0,4,24,1.0,0.75,0.8571428571428571,0.9,0.25,0.0,0.75,Unit_Process
LLM,Elutriation,0,0,0,0,0,40,,,,1.0,,,,Unit_Process
LLM,Thickening,17,16,14,2,3,21,0.875,0.8235294117647058,0.8484848484848485,0.875,0.17647058823529413,0.125,0.8235294117647058,Unit_Process
LLM,MHI,0,0,0,0,0,40,,,,1.0,,,,Unit_Process
LLM,FBI,0,0,0,0,0,40,,,,1.0,,,,Unit_Process
LLM,Cogeneration,2,1,0,1,2,37,0.0,0.0,0.0,0.925,1.0,1.0,0.0,Unit_Process
LLM,Heat Recovery,0,0,0,0,0,40,,,,1.0,,,,Unit_Process
Keyword,Comminution,8,7,5,2,3,30,0.7142857142857143,0.625,0.6666666666666666,0.875,0.375,0.2857142857142857,0.625,Category
Keyword,Clarification,32,34,32,2,0,6,0.9411764705882353,1.0,0.9696969696969697,0.95,0.0,0.058823529411764705,0.9375,Category
Keyword,Screening/Microstrainer,31,36,30,6,1,3,0.8333333333333334,0.967741935483871,0.8955223880597015,0.825,0.03225806451612903,0.16666666666666666,0.8064516129032258,Category
Keyword,Grit Removal,19,18,16,2,3,19,0.8888888888888888,0.8421052631578947,0.8648648648648649,0.875,0.15789473684210525,0.1111111111111111,0.7368421052631579,Category
Keyword,Equalization,13,14,10,4,3,23,0.7142857142857143,0.7692307692307693,0.7407407407407407,0.825,0.23076923076923078,0.2857142857142857,0.7692307692307693,Category
Keyword,Flotation,3,6,2,4,1,33,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.875,0.3333333333333333,0.6666666666666666,0.6666666666666666,Category
Keyword,Activated Sludge,31,28,23,5,8,4,0.8214285714285714,0.7419354838709677,0.7796610169491526,0.675,0.25806451612903225,0.17857142857142858,0.7096774193548387,Category
Keyword,Lagoon,10,23,8,15,2,15,0.34782608695652173,0.8,0.48484848484848486,0.575,0.2,0.6521739130434783,0.4,Category
Keyword,Nutrient Removal,17,13,11,2,6,21,0.8461538461538461,0.6470588235294118,0.7333333333333333,0.8,0.35294117647058826,0.15384615384615385,0.5294117647058824,Category
Keyword,Filtration,26,29,22,7,4,7,0.7586206896551724,0.8461538461538461,0.8,0.725,0.15384615384615385,0.2413793103448276,0.7307692307692307,Category
Keyword,Wetland,4,4,3,1,1,35,0.75,0.75,0.75,0.95,0.25,0.25,0.75,Category
Keyword,UV-AOP,0,0,0,0,0,40,,,,1.0,,,,Category
Keyword,Coagulation,2,2,1,1,1,37,0.5,0.5,0.5,0.95,0.5,0.5,0.5,Category
Keyword,Flocculation,5,5,4,1,1,34,0.8,0.8,0.8,0.95,0.2,0.2,0.8,Category
Keyword,Ion Exchange,0,1,0,1,0,39,0.0,,0.0,0.975,,1.0,,Category
Keyword,Activated Carbon,0,0,0,0,0,40,,,,1.0,,,,Category
Keyword,Disinfection,38,40,38,2,0,0,0.95,1.0,0.9743589743589743,0.95,0.0,0.05,0.8157894736842105,Category
Keyword,Chemical Addition,11,12,9,3,2,26,0.75,0.8181818181818182,0.782608695652174,0.875,0.18181818181818182,0.25,0.8181818181818182,Category
Keyword,Solids Processing,33,30,27,3,6,4,0.9,0.8181818181818182,0.8571428571428571,0.775,0.18181818181818182,0.1,0.6363636363636364,Category
LLM,Comminution,8,8,7,1,1,31,0.875,0.875,0.875,0.95,0.125,0.125,0.875,Category
LLM,Clarification,32,31,31,0,1,8,1.0,0.96875,0.9841269841269841,0.975,0.03125,0.0,0.9375,Category
LLM,Screening/Microstrainer,31,31,31,0,0,9,1.0,1.0,1.0,1.0,0.0,0.0,1.0,Category
LLM,Grit Removal,19,20,18,2,1,19,0.9,0.9473684210526315,0.9230769230769231,0.925,0.05263157894736842,0.1,0.9473684210526315,Category
LLM,Equalization,13,16,12,4,1,23,0.75,0.9230769230769231,0.8275862068965517,0.875,0.07692307692307693,0.25,0.9230769230769231,Category
LLM,Flotation,3,7,3,4,0,33,0.42857142857142855,1.0,0.6,0.9,0.0,0.5714285714285714,1.0,Category
LLM,Activated Sludge,31,30,27,3,4,6,0.9,0.8709677419354839,0.8852459016393442,0.825,0.12903225806451613,0.1,0.8709677419354839,Category
LLM,Lagoon,10,15,5,10,5,20,0.3333333333333333,0.5,0.4,0.625,0.5,0.6666666666666666,0.5,Category
LLM,Nutrient Removal,17,16,15,1,2,22,0.9375,0.8823529411764706,0.9090909090909091,0.925,0.11764705882352941,0.0625,0.8823529411764706,Category
LLM,Filtration,26,31,25,6,1,8,0.8064516129032258,0.9615384615384616,0.8771929824561403,0.825,0.038461538461538464,0.1935483870967742,0.9230769230769231,Category
LLM,Wetland,4,5,3,2,1,34,0.6,0.75,0.6666666666666666,0.925,0.25,0.4,0.75,Category
LLM,UV-AOP,0,1,0,1,0,39,0.0,,0.0,0.975,,1.0,,Category
LLM,Coagulation,2,2,2,0,0,38,1.0,1.0,1.0,1.0,0.0,0.0,1.0,Category
LLM,Flocculation,5,7,5,2,0,33,0.7142857142857143,1.0,0.8333333333333334,0.95,0.0,0.2857142857142857,1.0,Category
LLM,Ion Exchange,0,0,0,0,0,40,,,,1.0,,,,Category
LLM,Activated Carbon,0,0,0,0,0,40,,,,1.0,,,,Category
LLM,Disinfection,38,38,38,0,0,2,1.0,1.0,1.0,1.0,0.0,0.0,0.9736842105263158,Category
LLM,Chemical Addition,11,13,10,3,1,26,0.7692307692307693,0.9090909090909091,0.8333333333333334,0.9,0.09090909090909091,0.23076923076923078,0.8181818181818182,Category
LLM,Solids Processing,33,34,33,1,0,6,0.9705882352941176,1.0,0.9850746268656716,0.975,0.0,0.029411764705882353,0.9090909090909091,Category
