CWNS_NUM,LAGOON_CODE,LAGOON_NAME
13000638002,LAGOON,"Lagoon, Other"
13000638003,LAGOON,"Lagoon, Other"
13000638004,LAGOON,"Lagoon, Other"
13000643001,LAGOON,"Lagoon, Other"
13000663001,LAGOON,"Lagoon, Other"
13000677001,LAGOON,"Lagoon, Other"
13000678001,LAGOON,"Lagoon, Other"
13000689001,LAGOON,"Lagoon, Other"
13000691001,LAGOON,"Lagoon, Other"
13000692001,LAGOON,"Lagoon, Other"
13000702001,LAGOON,"Lagoon, Other"
13000717001,LAGOON,"Lagoon, Other"
13000717002,LAGOON,"Lagoon, Other"
13000732001,LAGOON,"Lagoon, Other"
13000776001,LAGOON,"Lagoon, Other"
13000778001,LAGOON,"Lagoon, Other"
13000793001,LAGOON,"Lagoon, Other"
13000795001,LAGOON,"Lagoon, Other"
13000823001,LAGOON,"Lagoon, Other"
13000833001,LAGOON,"Lagoon, Other"
13000842001,LAGOON,"Lagoon, Other"
13000846001,LAGOON,"Lagoon, Other"
13000846003,LAGOON,"Lagoon, Other"
13000862002,LAGOON,"Lagoon, Other"
13000865001,LAGOON,"Lagoon, Other"
13009990003,LAGOON,"Lagoon, Other"
16000007001,BS_LAGOON,Biosolids Lagoon
16000025001,LAGOON,"Lagoon, Other"
16000033001,LAGOON,"Lagoon, Other"
16000050001,LAGOON,"Lagoon, Other"
16000064001,LAGOON,"Lagoon, Other"
16000073001,LAGOON,"Lagoon, Other"
16000082001,LAGOON,"Lagoon, Other"
16000102001,LAGOON,"Lagoon, Other"
16000109001,LAGOON,"Lagoon, Other"
16000115001,LAGOON,"Lagoon, Other"
16000142001,LAGOON,"Lagoon, Other"
17000007001,LAGOON,"Lagoon, Other"
17000014001,LAGOON,"Lagoon, Other"
17000018001,LAGOON,"Lagoon, Other"
17000041001,LAGOON_AER,"Lagoon, Aerated"
17000063002,LAGOON_AER,"Lagoon, Aerated"
17000065001,LAGOON,"Lagoon, Other"
17000086001,LAGOON,"Lagoon, Other"
17000103001,LAGOON_AER,"Lagoon, Aerated"
17000139001,LAGOON,"Lagoon, Other"
17000173001,LAGOON,"Lagoon, Other"
17000181001,LAGOON,"Lagoon, Other"
17000248001,LAGOON,"Lagoon, Other"
17000285002,LAGOON,"Lagoon, Other"
17000290001,LAGOON,"Lagoon, Other"
17000303001,LAGOON,"Lagoon, Other"
17000316001,LAGOON,"Lagoon, Other"
17000317001,LAGOON,"Lagoon, Other"
17000322001,LAGOON,"Lagoon, Other"
17000326001,STBL_POND,"Pond, Stabilization"
17000328001,LAGOON,"Lagoon, Other"
17000349001,LAGOON,"Lagoon, Other"
17000386001,LAGOON,"Lagoon, Other"
17000394001,LAGOON,"Lagoon, Other"
17000395001,LAGOON,"Lagoon, Other"
17000410001,LAGOON_AER,"Lagoon, Aerated"
17000415001,LAGOON_AER,"Lagoon, Aerated"
17000421001,LAGOON,"Lagoon, Other"
17000429001,LAGOON,"Lagoon, Other"
17000430001,LAGOON_POL,"Lagoon, Polishing"
17000433001,LAGOON,"Lagoon, Other"
17000437001,LAGOON_AER,"Lagoon, Aerated"
17000437001,LAGOON_POL,"Lagoon, Polishing"
17000438002,LAGOON,"Lagoon, Other"
17000511001,LAGOON_AER,"Lagoon, Aerated"
17000594001,LAGOON,"Lagoon, Other"
17000603001,LAGOON_AER,"Lagoon, Aerated"
17000605002,LAGOON,"Lagoon, Other"
17000650001,LAGOON,"Lagoon, Other"
17000686001,LAGOON,"Lagoon, Other"
17000688001,LAGOON,"Lagoon, Other"
17000736001,LAGOON,"Lagoon, Other"
17001013001,LAGOON,"Lagoon, Other"
17001014001,LAGOON,"Lagoon, Other"
17001025001,LAGOON_AER,"Lagoon, Aerated"
17001101001,LAGOON_AER,"Lagoon, Aerated"
17001104001,LAGOON,"Lagoon, Other"
17001120001,LAGOON,"Lagoon, Other"
17001203001,LAGOON_AER,"Lagoon, Aerated"
17001207001,LAGOON_POL,"Lagoon, Polishing"
17001213001,LAGOON,"Lagoon, Other"
17001216001,LAGOON,"Lagoon, Other"
17001218001,LAGOON,"Lagoon, Other"
17001219001,LAGOON,"Lagoon, Other"
17001315001,LAGOON,"Lagoon, Other"
17001316001,LAGOON,"Lagoon, Other"
17001320001,LAGOON,"Lagoon, Other"
17001505001,LAGOON,"Lagoon, Other"
17001506001,LAGOON,"Lagoon, Other"
17001604001,LAGOON_AER,"Lagoon, Aerated"
17001916001,LAGOON_AER,"Lagoon, Aerated"
17002001001,LAGOON_AER,"Lagoon, Aerated"
17002004001,LAGOON,"Lagoon, Other"
17002008001,LAGOON_AER,"Lagoon, Aerated"
17002025001,LAGOON_AER,"Lagoon, Aerated"
17002056001,LAGOON_AER,"Lagoon, Aerated"
17002084001,LAGOON_POL,"Lagoon, Polishing"
17002911001,LAGOON_AER,"Lagoon, Aerated"
17003002001,LAGOON,"Lagoon, Other"
17003018001,LAGOON,"Lagoon, Other"
17003101001,LAGOON,"Lagoon, Other"
17003201001,LAGOON,"Lagoon, Other"
17003212001,LAGOON_AER,"Lagoon, Aerated"
17003303001,LAGOON,"Lagoon, Other"
17003513001,LAGOON,"Lagoon, Other"
17003711001,LAGOON_POL,"Lagoon, Polishing"
17003720001,LAGOON,"Lagoon, Other"
17003916001,LAGOON_AER,"Lagoon, Aerated"
17003917001,LAGOON,"Lagoon, Other"
17005101001,LAGOON,"Lagoon, Other"
17005107001,LAGOON,"Lagoon, Other"
17005211001,LAGOON_AER,"Lagoon, Aerated"
17005310001,STBL_POND,"Pond, Stabilization"
17005315001,LAGOON_AER,"Lagoon, Aerated"
17005316001,STBL_POND,"Pond, Stabilization"
17005317001,LAGOON,"Lagoon, Other"
17005318001,LAGOON,"Lagoon, Other"
17005326001,LAGOON_POL,"Lagoon, Polishing"
17005603001,LAGOON,"Lagoon, Other"
17005612001,LAGOON,"Lagoon, Other"
17005806001,LAGOON,"Lagoon, Other"
17005907001,LAGOON,"Lagoon, Other"
17005907002,LAGOON,"Lagoon, Other"
17006504001,LAGOON,"Lagoon, Other"
17006511001,LAGOON,"Lagoon, Other"
17006911001,LAGOON,"Lagoon, Other"
17007012001,LAGOON_POL,"Lagoon, Polishing"
17007104001,LAGOON,"Lagoon, Other"
17007118001,LAGOON,"Lagoon, Other"
17007202001,LAGOON_AER,"Lagoon, Aerated"
17007203001,LAGOON_POL,"Lagoon, Polishing"
17007302001,LAGOON_AER,"Lagoon, Aerated"
17007306001,LAGOON,"Lagoon, Other"
17007313001,LAGOON,"Lagoon, Other"
17007517001,LAGOON_AER,"Lagoon, Aerated"
17007522001,LAGOON,"Lagoon, Other"
17007601001,LAGOON,"Lagoon, Other"
17007704001,LAGOON,"Lagoon, Other"
17007716001,LAGOON,"Lagoon, Other"
17007813001,LAGOON,"Lagoon, Other"
17008514001,LAGOON,"Lagoon, Other"
17008601001,LAGOON,"Lagoon, Other"
17008602001,LAGOON_AER,"Lagoon, Aerated"
17009014001,LAGOON_POL,"Lagoon, Polishing"
17009107001,LAGOON_FAC,"Lagoon, Facultative"
17009201001,LAGOON_AER,"Lagoon, Aerated"
17009403002,LAGOON,"Lagoon, Other"
17009412001,STBL_POND,"Pond, Stabilization"
17009419001,LAGOON,"Lagoon, Other"
17009514001,STBL_POND,"Pond, Stabilization"
17009915001,LAGOON,"Lagoon, Other"
17009916001,LAGOON,"Lagoon, Other"
17009917001,LAGOON,"Lagoon, Other"
17009930001,LAGOON_AER,"Lagoon, Aerated"
18000004001,LAGOON_AER,"Lagoon, Aerated"
18000013001,LAGOON_FAC,"Lagoon, Facultative"
18000030001,LAGOON_FAC,"Lagoon, Facultative"
18000076001,LAGOON_FAC,"Lagoon, Facultative"
18000088001,LAGOON_FAC,"Lagoon, Facultative"
18000228001,LAGOON_AER,"Lagoon, Aerated"
18000301001,LAGOON,"Lagoon, Other"
18000352001,LAGOON_FAC,"Lagoon, Facultative"
18000357001,LAGOON_FAC,"Lagoon, Facultative"
18000400001,LAGOON,"Lagoon, Other"
18000451001,LAGOON_FAC,"Lagoon, Facultative"
18000462001,LAGOON_FAC,"Lagoon, Facultative"
18000710001,LAGOON_FAC,"Lagoon, Facultative"
18001006001,LAGOON_FAC,"Lagoon, Facultative"
18001733001,LAGOON_FAC,"Lagoon, Facultative"
18001776001,LAGOON_FAC,"Lagoon, Facultative"
18001814001,LAGOON_FAC,"Lagoon, Facultative"
18003140001,LAGOON_FAC,"Lagoon, Facultative"
18003210001,LAGOON_FAC,"Lagoon, Facultative"
18003280001,LAGOON_FAC,"Lagoon, Facultative"
18003310001,LAGOON_FAC,"Lagoon, Facultative"
18003330001,LAGOON_FAC,"Lagoon, Facultative"
18003350001,LAGOON_FAC,"Lagoon, Facultative"
18004051001,LAGOON_FAC,"Lagoon, Facultative"
18004076001,LAGOON_FAC,"Lagoon, Facultative"
18004132001,LAGOON_FAC,"Lagoon, Facultative"
18004151001,LAGOON_FAC,"Lagoon, Facultative"
18004181001,LAGOON_FAC,"Lagoon, Facultative"
18004253001,LAGOON_AER,"Lagoon, Aerated"
18004273001,LAGOON_FAC,"Lagoon, Facultative"
18004275001,LAGOON_FAC,"Lagoon, Facultative"
18004371001,LAGOON_FAC,"Lagoon, Facultative"
18004374001,LAGOON_FAC,"Lagoon, Facultative"
18004394001,LAGOON,"Lagoon, Other"
18004536001,LAGOON_FAC,"Lagoon, Facultative"
18004553001,LAGOON_FAC,"Lagoon, Facultative"
18004555001,LAGOON_AER,"Lagoon, Aerated"
18004713001,LAGOON_FAC,"Lagoon, Facultative"
18004771001,LAGOON_FAC,"Lagoon, Facultative"
18004841001,LAGOON_FAC,"Lagoon, Facultative"
18004856001,LAGOON_FAC,"Lagoon, Facultative"
18004914001,LAGOON_FAC,"Lagoon, Facultative"
18005013001,LAGOON_FAC,"Lagoon, Facultative"
18005074001,LAGOON_FAC,"Lagoon, Facultative"
18005075001,LAGOON_FAC,"Lagoon, Facultative"
18005078002,LAGOON_AER,"Lagoon, Aerated"
18005111001,LAGOON_FAC,"Lagoon, Facultative"
18005132001,LAGOON_FAC,"Lagoon, Facultative"
18005253001,LAGOON_FAC,"Lagoon, Facultative"
18005290001,LAGOON_FAC,"Lagoon, Facultative"
18005311001,LAGOON_AER,"Lagoon, Aerated"
18005312001,LAGOON_AER,"Lagoon, Aerated"
18005313001,LAGOON_AER,"Lagoon, Aerated"
18005351001,LAGOON_FAC,"Lagoon, Facultative"
18005373001,LAGOON_FAC,"Lagoon, Facultative"
18005374001,LAGOON_FAC,"Lagoon, Facultative"
18005395001,LAGOON_FAC,"Lagoon, Facultative"
18005473001,LAGOON_FAC,"Lagoon, Facultative"
18005474001,LAGOON_FAC,"Lagoon, Facultative"
18005731001,LAGOON_FAC,"Lagoon, Facultative"
18005751001,LAGOON_FAC,"Lagoon, Facultative"
18005753001,LAGOON_FAC,"Lagoon, Facultative"
18005835001,LAGOON_AER,"Lagoon, Aerated"
18005835001,LAGOON_FAC,"Lagoon, Facultative"
18005994011,LAGOON_FAC,"Lagoon, Facultative"
18006020001,LAGOON_AER,"Lagoon, Aerated"
18080000017,LAGOON_FAC,"Lagoon, Facultative"
18120000007,LAGOON_FAC,"Lagoon, Facultative"
18120000010,LAGOON,"Lagoon, Other"
18120000012,LAGOON_FAC,"Lagoon, Facultative"
18120000019,LAGOON_FAC,"Lagoon, Facultative"
18120000022,LAGOON_FAC,"Lagoon, Facultative"
18120000024,LAGOON_FAC,"Lagoon, Facultative"
18120000025,LAGOON,"Lagoon, Other"
18120000031,LAGOON_FAC,"Lagoon, Facultative"
18120000033,LAGOON_FAC,"Lagoon, Facultative"
18120000038,LAGOON_FAC,"Lagoon, Facultative"
18120000040,LAGOON_FAC,"Lagoon, Facultative"
19000002001,BS_LAGOON,Biosolids Lagoon
19000005001,BS_LAGOON,Biosolids Lagoon
19000007001,BS_LAGOON,Biosolids Lagoon
19000008001,BS_LAGOON,Biosolids Lagoon
19000009001,LAGOON_AER,"Lagoon, Aerated"
19000010001,LAGOON_AER,"Lagoon, Aerated"
19000011001,LAGOON_AER,"Lagoon, Aerated"
19000012001,BS_LAGOON,Biosolids Lagoon
19000013001,BS_LAGOON,Biosolids Lagoon
19000016001,LAGOON_AER,"Lagoon, Aerated"
19000016002,BS_LAGOON,Biosolids Lagoon
19000017001,BS_LAGOON,Biosolids Lagoon
19000019001,BS_LAGOON,Biosolids Lagoon
19000020001,BS_LAGOON,Biosolids Lagoon
19000022001,BS_LAGOON,Biosolids Lagoon
19000025001,BS_LAGOON,Biosolids Lagoon
19000027001,LAGOON_AER,"Lagoon, Aerated"
19000029001,BS_LAGOON,Biosolids Lagoon
19000031001,BS_LAGOON,Biosolids Lagoon
19000037001,LAGOON_AER,"Lagoon, Aerated"
19000039001,BS_LAGOON,Biosolids Lagoon
19000041001,BS_LAGOON,Biosolids Lagoon
19000047001,BS_LAGOON,Biosolids Lagoon
19000049001,BS_LAGOON,Biosolids Lagoon
19000050001,BS_LAGOON,Biosolids Lagoon
19000051001,BS_LAGOON,Biosolids Lagoon
19000053001,BS_LAGOON,Biosolids Lagoon
19000057001,BS_LAGOON,Biosolids Lagoon
19000059001,BS_LAGOON,Biosolids Lagoon
19000060001,BS_LAGOON,Biosolids Lagoon
19000062001,BS_LAGOON,Biosolids Lagoon
19000063001,BS_LAGOON,Biosolids Lagoon
19000064001,BS_LAGOON,Biosolids Lagoon
19000068001,BS_LAGOON,Biosolids Lagoon
19000074001,BS_LAGOON,Biosolids Lagoon
19000077001,BS_LAGOON,Biosolids Lagoon
19000081001,LAGOON_AER,"Lagoon, Aerated"
19000082001,BS_LAGOON,Biosolids Lagoon
19000084001,BS_LAGOON,Biosolids Lagoon
19000086001,BS_LAGOON,Biosolids Lagoon
19000087001,BS_LAGOON,Biosolids Lagoon
19000088001,LAGOON_AER,"Lagoon, Aerated"
19000090001,BS_LAGOON,Biosolids Lagoon
19000091001,BS_LAGOON,Biosolids Lagoon
19000097001,BS_LAGOON,Biosolids Lagoon
19000099001,LAGOON_AER,"Lagoon, Aerated"
19000100001,BS_LAGOON,Biosolids Lagoon
19000101001,BS_LAGOON,Biosolids Lagoon
19000102001,BS_LAGOON,Biosolids Lagoon
19000107001,BS_LAGOON,Biosolids Lagoon
19000111001,BS_LAGOON,Biosolids Lagoon
19000113001,BS_LAGOON,Biosolids Lagoon
19000115001,BS_LAGOON,Biosolids Lagoon
19000116001,BS_LAGOON,Biosolids Lagoon
19000118001,BS_LAGOON,Biosolids Lagoon
19000120001,LAGOON_AER,"Lagoon, Aerated"
19000121001,BS_LAGOON,Biosolids Lagoon
19000142001,BS_LAGOON,Biosolids Lagoon
19000143001,BS_LAGOON,Biosolids Lagoon
19000147001,BS_LAGOON,Biosolids Lagoon
19000148001,BS_LAGOON,Biosolids Lagoon
19000149001,BS_LAGOON,Biosolids Lagoon
19000151001,BS_LAGOON,Biosolids Lagoon
19000152001,BS_LAGOON,Biosolids Lagoon
19000155001,BS_LAGOON,Biosolids Lagoon
19000157001,BS_LAGOON,Biosolids Lagoon
19000159001,BS_LAGOON,Biosolids Lagoon
19000160001,BS_LAGOON,Biosolids Lagoon
19000165001,BS_LAGOON,Biosolids Lagoon
19000168001,BS_LAGOON,Biosolids Lagoon
19000169002,LAGOON_AER,"Lagoon, Aerated"
19000172001,BS_LAGOON,Biosolids Lagoon
19000173001,BS_LAGOON,Biosolids Lagoon
19000175001,LAGOON_AER,"Lagoon, Aerated"
19000177001,BS_LAGOON,Biosolids Lagoon
19000180001,BS_LAGOON,Biosolids Lagoon
19000184001,BS_LAGOON,Biosolids Lagoon
19000185001,LAGOON_AER,"Lagoon, Aerated"
19000191001,BS_LAGOON,Biosolids Lagoon
19000192001,BS_LAGOON,Biosolids Lagoon
19000195001,BS_LAGOON,Biosolids Lagoon
19000196001,BS_LAGOON,Biosolids Lagoon
19000200001,BS_LAGOON,Biosolids Lagoon
19000201001,BS_LAGOON,Biosolids Lagoon
19000206001,BS_LAGOON,Biosolids Lagoon
19000207001,BS_LAGOON,Biosolids Lagoon
19000209001,LAGOON_AER,"Lagoon, Aerated"
19000212001,BS_LAGOON,Biosolids Lagoon
19000214001,BS_LAGOON,Biosolids Lagoon
19000215001,BS_LAGOON,Biosolids Lagoon
19000216001,BS_LAGOON,Biosolids Lagoon
19000217001,BS_LAGOON,Biosolids Lagoon
19000218001,BS_LAGOON,Biosolids Lagoon
19000219001,BS_LAGOON,Biosolids Lagoon
19000229001,BS_LAGOON,Biosolids Lagoon
19000230001,BS_LAGOON,Biosolids Lagoon
19000233001,BS_LAGOON,Biosolids Lagoon
19000235001,BS_LAGOON,Biosolids Lagoon
19000238001,BS_LAGOON,Biosolids Lagoon
19000240001,BS_LAGOON,Biosolids Lagoon
19000241001,LAGOON_AER,"Lagoon, Aerated"
19000242001,BS_LAGOON,Biosolids Lagoon
19000244001,LAGOON_AER,"Lagoon, Aerated"
19000245001,BS_LAGOON,Biosolids Lagoon
19000246001,BS_LAGOON,Biosolids Lagoon
19000247001,BS_LAGOON,Biosolids Lagoon
19000248001,BS_LAGOON,Biosolids Lagoon
19000254001,LAGOON_AER,"Lagoon, Aerated"
19000255001,LAGOON_AER,"Lagoon, Aerated"
19000257001,BS_LAGOON,Biosolids Lagoon
19000261001,BS_LAGOON,Biosolids Lagoon
19000262001,BS_LAGOON,Biosolids Lagoon
19000267001,LAGOON_AER,"Lagoon, Aerated"
19000268001,BS_LAGOON,Biosolids Lagoon
19000271001,BS_LAGOON,Biosolids Lagoon
19000272002,BS_LAGOON,Biosolids Lagoon
19000273001,BS_LAGOON,Biosolids Lagoon
19000274001,BS_LAGOON,Biosolids Lagoon
19000276001,BS_LAGOON,Biosolids Lagoon
19000279001,BS_LAGOON,Biosolids Lagoon
19000283001,BS_LAGOON,Biosolids Lagoon
19000284001,BS_LAGOON,Biosolids Lagoon
19000289001,BS_LAGOON,Biosolids Lagoon
19000290001,BS_LAGOON,Biosolids Lagoon
19000291001,LAGOON_AER,"Lagoon, Aerated"
19000292001,LAGOON_AER,"Lagoon, Aerated"
19000296001,BS_LAGOON,Biosolids Lagoon
19000297001,BS_LAGOON,Biosolids Lagoon
19000298001,LAGOON_AER,"Lagoon, Aerated"
19000299001,BS_LAGOON,Biosolids Lagoon
19000305001,BS_LAGOON,Biosolids Lagoon
19000309001,BS_LAGOON,Biosolids Lagoon
19000315001,BS_LAGOON,Biosolids Lagoon
19000316001,LAGOON_AER,"Lagoon, Aerated"
19000318001,BS_LAGOON,Biosolids Lagoon
19000319001,BS_LAGOON,Biosolids Lagoon
19000321001,BS_LAGOON,Biosolids Lagoon
19000323001,LAGOON_AER,"Lagoon, Aerated"
19000325001,LAGOON_AER,"Lagoon, Aerated"
19000326001,BS_LAGOON,Biosolids Lagoon
19000329001,LAGOON_AER,"Lagoon, Aerated"
19000330001,BS_LAGOON,Biosolids Lagoon
19000332001,BS_LAGOON,Biosolids Lagoon
19000333001,LAGOON_AER,"Lagoon, Aerated"
19000334001,BS_LAGOON,Biosolids Lagoon
19000336001,BS_LAGOON,Biosolids Lagoon
19000337001,BS_LAGOON,Biosolids Lagoon
19000338001,BS_LAGOON,Biosolids Lagoon
19000339001,BS_LAGOON,Biosolids Lagoon
19000340001,LAGOON_AER,"Lagoon, Aerated"
19000343001,BS_LAGOON,Biosolids Lagoon
19000346001,BS_LAGOON,Biosolids Lagoon
19000353001,BS_LAGOON,Biosolids Lagoon
19000357001,BS_LAGOON,Biosolids Lagoon
19000360001,BS_LAGOON,Biosolids Lagoon
19000363001,BS_LAGOON,Biosolids Lagoon
19000366001,BS_LAGOON,Biosolids Lagoon
19000369001,BS_LAGOON,Biosolids Lagoon
19000371001,BS_LAGOON,Biosolids Lagoon
19000381001,BS_LAGOON,Biosolids Lagoon
19000383001,BS_LAGOON,Biosolids Lagoon
19000387001,BS_LAGOON,Biosolids Lagoon
19000388001,BS_LAGOON,Biosolids Lagoon
19000389001,BS_LAGOON,Biosolids Lagoon
19000390001,BS_LAGOON,Biosolids Lagoon
19000391001,BS_LAGOON,Biosolids Lagoon
19000393001,BS_LAGOON,Biosolids Lagoon
19000395001,BS_LAGOON,Biosolids Lagoon
19000396001,BS_LAGOON,Biosolids Lagoon
19000397001,LAGOON_AER,"Lagoon, Aerated"
19000398001,LAGOON_AER,"Lagoon, Aerated"
19000407001,BS_LAGOON,Biosolids Lagoon
19000408001,BS_LAGOON,Biosolids Lagoon
19000411001,BS_LAGOON,Biosolids Lagoon
19000412001,BS_LAGOON,Biosolids Lagoon
19000417001,LAGOON_AER,"Lagoon, Aerated"
19000418001,BS_LAGOON,Biosolids Lagoon
19000421001,BS_LAGOON,Biosolids Lagoon
19000422001,BS_LAGOON,Biosolids Lagoon
19000423001,BS_LAGOON,Biosolids Lagoon
19000424001,BS_LAGOON,Biosolids Lagoon
19000426001,BS_LAGOON,Biosolids Lagoon
19000427001,BS_LAGOON,Biosolids Lagoon
19000430001,BS_LAGOON,Biosolids Lagoon
19000432001,BS_LAGOON,Biosolids Lagoon
19000433001,LAGOON_AER,"Lagoon, Aerated"
19000436001,BS_LAGOON,Biosolids Lagoon
19000439001,LAGOON_AER,"Lagoon, Aerated"
19000440001,LAGOON_AER,"Lagoon, Aerated"
19000443001,BS_LAGOON,Biosolids Lagoon
19000444001,LAGOON_AER,"Lagoon, Aerated"
19000445002,BS_LAGOON,Biosolids Lagoon
19000447001,LAGOON_AER,"Lagoon, Aerated"
19000453001,BS_LAGOON,Biosolids Lagoon
19000455001,BS_LAGOON,Biosolids Lagoon
19000458001,BS_LAGOON,Biosolids Lagoon
19000459001,BS_LAGOON,Biosolids Lagoon
19000460001,BS_LAGOON,Biosolids Lagoon
19000462001,BS_LAGOON,Biosolids Lagoon
19000463001,BS_LAGOON,Biosolids Lagoon
19000464001,BS_LAGOON,Biosolids Lagoon
19000467001,BS_LAGOON,Biosolids Lagoon
19000468001,BS_LAGOON,Biosolids Lagoon
19000470001,BS_LAGOON,Biosolids Lagoon
19000475001,BS_LAGOON,Biosolids Lagoon
19000476001,BS_LAGOON,Biosolids Lagoon
19000477001,BS_LAGOON,Biosolids Lagoon
19000478001,BS_LAGOON,Biosolids Lagoon
19000479001,BS_LAGOON,Biosolids Lagoon
19000482001,BS_LAGOON,Biosolids Lagoon
19000483001,BS_LAGOON,Biosolids Lagoon
19000484001,BS_LAGOON,Biosolids Lagoon
19000486001,BS_LAGOON,Biosolids Lagoon
19000486001,LAGOON_AER,"Lagoon, Aerated"
19000488001,BS_LAGOON,Biosolids Lagoon
19000490001,BS_LAGOON,Biosolids Lagoon
19000491001,BS_LAGOON,Biosolids Lagoon
19000492001,BS_LAGOON,Biosolids Lagoon
19000497001,BS_LAGOON,Biosolids Lagoon
19000498001,BS_LAGOON,Biosolids Lagoon
19000499001,LAGOON_AER,"Lagoon, Aerated"
19000500001,LAGOON_AER,"Lagoon, Aerated"
19000502001,BS_LAGOON,Biosolids Lagoon
19000503001,BS_LAGOON,Biosolids Lagoon
19000506001,BS_LAGOON,Biosolids Lagoon
19000508001,BS_LAGOON,Biosolids Lagoon
19000509001,BS_LAGOON,Biosolids Lagoon
19000510001,BS_LAGOON,Biosolids Lagoon
19000511001,BS_LAGOON,Biosolids Lagoon
19000515001,BS_LAGOON,Biosolids Lagoon
19000516001,BS_LAGOON,Biosolids Lagoon
19000519001,BS_LAGOON,Biosolids Lagoon
19000520001,BS_LAGOON,Biosolids Lagoon
19000522001,BS_LAGOON,Biosolids Lagoon
19000524001,BS_LAGOON,Biosolids Lagoon
19000525001,BS_LAGOON,Biosolids Lagoon
19000527001,BS_LAGOON,Biosolids Lagoon
19000531001,BS_LAGOON,Biosolids Lagoon
19000532001,BS_LAGOON,Biosolids Lagoon
19000538001,BS_LAGOON,Biosolids Lagoon
19000539001,BS_LAGOON,Biosolids Lagoon
19000540001,BS_LAGOON,Biosolids Lagoon
19000544001,LAGOON_AER,"Lagoon, Aerated"
19000546001,BS_LAGOON,Biosolids Lagoon
19000551001,LAGOON_AER,"Lagoon, Aerated"
19000552001,LAGOON_AER,"Lagoon, Aerated"
