"CWNS_ID","FACILITY_ID","STATE_CODE","FLOW_TYPE","CURRENT_DESIGN_FLOW","FUTURE_DESIGN_FLOW"
"37002902001",1153312,NC,Industrial Flow,1.32,1.32
"37002902001",1153312,NC,Infiltration Flow,,
"37002902001",1153312,NC,Wet Weather Peak,,
"37002902001",1153312,NC,Total Flow,6,6
"37009801002",1153809,NC,Municipal Flow,8,10
"37009801002",1153809,NC,Industrial Flow,4,6
"37009801002",1153809,NC,Infiltration Flow,2,2
"37009801002",1153809,NC,Wet Weather Peak,,
"37009801002",1153809,NC,Total Flow,14,18
"30000049001",1159117,MT,Municipal Flow,4.6,4.6
"30000049001",1159117,MT,Industrial Flow,0.01,0.01
"30000049001",1159117,MT,Infiltration Flow,,
"30000049001",1159117,MT,Wet Weather Peak,,
"30000049001",1159117,MT,Total Flow,4.61,4.61
"30000094001",1159154,MT,Municipal Flow,0.025,0.025
"30000094001",1159154,MT,Industrial Flow,,
"30000094001",1159154,MT,Infiltration Flow,,
"30000094001",1159154,MT,Wet Weather Peak,,
"30000094001",1159154,MT,Total Flow,0.025,0.025
"18005395001",1120492,IN,Infiltration Flow,,
"18005395001",1120492,IN,Wet Weather Peak,,
"18005395001",1120492,IN,Total Flow,0.08,0.08
"15000001001",1123257,HI,Municipal Flow,5,5
"15000001001",1123257,HI,Industrial Flow,,
"15000001001",1123257,HI,Infiltration Flow,,
"15000001001",1123257,HI,Wet Weather Peak,,
"15000001001",1123257,HI,Total Flow,5,5
"19000292001",1123703,IA,Municipal Flow,0.044,0.044
"19000292001",1123703,IA,Industrial Flow,,
"19000292001",1123703,IA,Infiltration Flow,,
"19000292001",1123703,IA,Wet Weather Peak,,
"19000292001",1123703,IA,Total Flow,0.044,0.044
"19000294001",1123704,IA,Municipal Flow,,
"19000294001",1123704,IA,Industrial Flow,,
"19000294001",1123704,IA,Infiltration Flow,,
"19000294001",1123704,IA,Wet Weather Peak,,
"19000294001",1123704,IA,Total Flow,0.032,0.032
"19000357001",1123757,IA,Municipal Flow,0.279,0.279
"19000357001",1123757,IA,Industrial Flow,,
"19000357001",1123757,IA,Infiltration Flow,,
"19000357001",1123757,IA,Wet Weather Peak,,
"19000357001",1123757,IA,Total Flow,0.279,0.279
"19000393001",1123789,IA,Municipal Flow,0.035,0.035
"19000393001",1123789,IA,Industrial Flow,,
"19000393001",1123789,IA,Infiltration Flow,,
"19000393001",1123789,IA,Wet Weather Peak,,
"19000393001",1123789,IA,Total Flow,0.035,0.035
"19000525001",1123914,IA,Municipal Flow,0.197,0.197
"19000525001",1123914,IA,Industrial Flow,,
"19000525001",1123914,IA,Infiltration Flow,,
"19000525001",1123914,IA,Wet Weather Peak,,
"19000525001",1123914,IA,Total Flow,0.197,0.197
"19000540001",1123927,IA,Municipal Flow,0.014,0.014
"19000540001",1123927,IA,Industrial Flow,,
"19000540001",1123927,IA,Infiltration Flow,,
"19000540001",1123927,IA,Wet Weather Peak,0.006,0.006
"19000540001",1123927,IA,Total Flow,0.014,0.014
"19000643001",1124016,IA,Municipal Flow,,
"19000643001",1124016,IA,Industrial Flow,,
"19000643001",1124016,IA,Infiltration Flow,,
"19000643001",1124016,IA,Wet Weather Peak,3,4.5
"19000643001",1124016,IA,Total Flow,1.9,1.9
"16000035001",1128582,ID,Municipal Flow,0.06,0.06
"16000035001",1128582,ID,Industrial Flow,,
"16000035001",1128582,ID,Infiltration Flow,,
"16000035001",1128582,ID,Wet Weather Peak,,
"16000035001",1128582,ID,Total Flow,0.06,0.06
"16000060001",1128611,ID,Municipal Flow,1.671,1.671
"16000060001",1128611,ID,Industrial Flow,,
"16000060001",1128611,ID,Infiltration Flow,,
"16000060001",1128611,ID,Wet Weather Peak,6.672,6.672
"16000060001",1128611,ID,Total Flow,1.671,1.671
"20000202001",1130197,KS,Municipal Flow,0.16,0.16
"20000202001",1130197,KS,Industrial Flow,,
"20000202001",1130197,KS,Infiltration Flow,,
"20000202001",1130197,KS,Wet Weather Peak,,
"20000202001",1130197,KS,Total Flow,0.16,0.16
"20000218001",1130205,KS,Municipal Flow,0.02,0.02
"20000218001",1130205,KS,Industrial Flow,,
"20000218001",1130205,KS,Infiltration Flow,,
"20000218001",1130205,KS,Wet Weather Peak,,
"20000218001",1130205,KS,Total Flow,0.02,0.02
"20000483001",1130297,KS,Municipal Flow,0.026,0.025
"20000483001",1130297,KS,Industrial Flow,,
"20000483001",1130297,KS,Infiltration Flow,,
"20000483001",1130297,KS,Wet Weather Peak,,
"20000483001",1130297,KS,Total Flow,0.026,0.025
"20000515001",1130339,KS,Municipal Flow,1,1
"20000515001",1130339,KS,Industrial Flow,,
"20000515001",1130339,KS,Infiltration Flow,,
"20000515001",1130339,KS,Wet Weather Peak,,
"20000515001",1130339,KS,Total Flow,1,1
"20000618001",1130352,KS,Municipal Flow,0.015,0.015
"20000618001",1130352,KS,Industrial Flow,,
"20000618001",1130352,KS,Infiltration Flow,,
"20000618001",1130352,KS,Wet Weather Peak,,
"20000618001",1130352,KS,Total Flow,0.015,0.015
"20000801001",1130402,KS,Municipal Flow,2.2,2.3
"20000801001",1130402,KS,Industrial Flow,0.3,0.3
"20000801001",1130402,KS,Infiltration Flow,,
"20000801001",1130402,KS,Wet Weather Peak,8.4,8.4
"27000231001",1148089,MN,Infiltration Flow,,
"27000231001",1148089,MN,Wet Weather Peak,,
"27000231001",1148089,MN,Total Flow,0.1,0.1
"27007907001",1148436,MN,Municipal Flow,0.03,0.03
"27007907001",1148436,MN,Industrial Flow,,
"27007907001",1148436,MN,Infiltration Flow,,
"27007907001",1148436,MN,Wet Weather Peak,,
"27007907001",1148436,MN,Total Flow,0.03,0.03
"27009212001",1148463,MN,Municipal Flow,,
"27009212001",1148463,MN,Industrial Flow,,
"27009212001",1148463,MN,Infiltration Flow,,
"27009212001",1148463,MN,Wet Weather Peak,,
"27009212001",1148463,MN,Total Flow,0.494,0.494
"27009616001",1148570,MN,Municipal Flow,0.03,0.03
"27009616001",1148570,MN,Industrial Flow,,
"27009616001",1148570,MN,Infiltration Flow,,
"27009616001",1148570,MN,Wet Weather Peak,,
"27009616001",1148570,MN,Total Flow,0.03,0.03
"38000013001",1151268,ND,Municipal Flow,0.09,1.435
"38000013001",1151268,ND,Industrial Flow,,
"38000013001",1151268,ND,Infiltration Flow,,
"38000013001",1151268,ND,Wet Weather Peak,,
"38000013001",1151268,ND,Total Flow,0.09,1.435
"38000154001",1151399,ND,Municipal Flow,0.01,0.01
"38000154001",1151399,ND,Industrial Flow,,
"38000154001",1151399,ND,Infiltration Flow,,
"38000154001",1151399,ND,Wet Weather Peak,,
"38000154001",1151399,ND,Total Flow,0.01,0.01
"38000327001",1151563,ND,Municipal Flow,0.03,0.03
"38000327001",1151563,ND,Industrial Flow,,
"38000327001",1151563,ND,Infiltration Flow,,
"38000327001",1151563,ND,Wet Weather Peak,,
"38000327001",1151563,ND,Total Flow,0.03,0.03
"38000366001",1151602,ND,Municipal Flow,,
"38000366001",1151602,ND,Industrial Flow,,
"38000366001",1151602,ND,Infiltration Flow,,
"38000366001",1151602,ND,Wet Weather Peak,,
"38000366001",1151602,ND,Total Flow,0.04,0.04
"37001002001",1153147,NC,Municipal Flow,0.5,0.5
"37001002001",1153147,NC,Industrial Flow,,
"37001002001",1153147,NC,Infiltration Flow,0.05,
"48004088001",1183397,TX,Municipal Flow,0.5,0.5
"48004088001",1183397,TX,Industrial Flow,,
"48004088001",1183397,TX,Infiltration Flow,,
"48004088001",1183397,TX,Wet Weather Peak,,
"48004088001",1183397,TX,Total Flow,0.5,0.5
"48004141001",1183451,TX,Municipal Flow,6,6
"48004141001",1183451,TX,Industrial Flow,3,3
"48004141001",1183451,TX,Infiltration Flow,,
"48004141001",1183451,TX,Wet Weather Peak,,
"48004141001",1183451,TX,Total Flow,9,9
"48004354006",1183523,TX,Municipal Flow,0.04,0.04
"48004354006",1183523,TX,Industrial Flow,,
"48004354006",1183523,TX,Infiltration Flow,,
"48004354006",1183523,TX,Wet Weather Peak,,
"48004354006",1183523,TX,Total Flow,0.04,0.04
"48005031001",1183589,TX,Municipal Flow,0.21,0.21
"48005031001",1183589,TX,Industrial Flow,,
"48005031001",1183589,TX,Infiltration Flow,,
"48005031001",1183589,TX,Wet Weather Peak,,
"48005031001",1183589,TX,Total Flow,0.21,0.21
"48005040001",1183596,TX,Municipal Flow,2,2
"48005040001",1183596,TX,Industrial Flow,,
"48005040001",1183596,TX,Infiltration Flow,,
"48005040001",1183596,TX,Wet Weather Peak,,
"48005040001",1183596,TX,Total Flow,2,2
"48006020002",1183692,TX,Municipal Flow,1.6,1.6
"48006020002",1183692,TX,Industrial Flow,,
"48006020002",1183692,TX,Infiltration Flow,,
"48006020002",1183692,TX,Wet Weather Peak,,
"48006020002",1183692,TX,Total Flow,1.6,1.6
"48006026001",1183698,TX,Municipal Flow,0.9,0.9
"48006026001",1183698,TX,Industrial Flow,,
"48006026001",1183698,TX,Infiltration Flow,,
"48006026001",1183698,TX,Wet Weather Peak,,
"48006026001",1183698,TX,Total Flow,0.9,0.9
"48006059001",1183716,TX,Municipal Flow,0.4,0.4
"48006059001",1183716,TX,Industrial Flow,,
"48006059001",1183716,TX,Infiltration Flow,,
"48006059001",1183716,TX,Wet Weather Peak,,
"48006059001",1183716,TX,Total Flow,0.4,0.4
"48007033003",1183815,TX,Municipal Flow,6,6
"48007033003",1183815,TX,Industrial Flow,,
"48007033003",1183815,TX,Infiltration Flow,,
"48007033003",1183815,TX,Wet Weather Peak,,
"48007033003",1183815,TX,Total Flow,6,6
"48007166001",1183974,TX,Municipal Flow,1.3,1.3
"48007166001",1183974,TX,Industrial Flow,,
"48007166001",1183974,TX,Infiltration Flow,,
"48007166001",1183974,TX,Wet Weather Peak,,
"48007166001",1183974,TX,Total Flow,1.3,1.3
"48007459001",1184086,TX,Municipal Flow,0.98,0.98
"48007459001",1184086,TX,Industrial Flow,,
"48007459001",1184086,TX,Infiltration Flow,,
"48007459001",1184086,TX,Wet Weather Peak,,
"48007459001",1184086,TX,Total Flow,0.98,0.98
"48007749001",1184250,TX,Municipal Flow,0.575,0.575
"48007749001",1184250,TX,Industrial Flow,,
"48007749001",1184250,TX,Infiltration Flow,,
"48007749001",1184250,TX,Wet Weather Peak,,
"48007749001",1184250,TX,Total Flow,0.575,0.575
"48008041001",1184388,TX,Municipal Flow,1.4,1.8
"48008041001",1184388,TX,Industrial Flow,,
"48008041001",1184388,TX,Infiltration Flow,,
"48008041001",1184388,TX,Wet Weather Peak,,
"48008041001",1184388,TX,Total Flow,1.4,1.8
"48008069001",1184411,TX,Municipal Flow,4.5,9
"48008069001",1184411,TX,Industrial Flow,,
"48008069001",1184411,TX,Infiltration Flow,,
"06008086001",3380875,CA,Municipal Flow,,
"06008086001",3380875,CA,Industrial Flow,,
"06008086001",3380875,CA,Infiltration Flow,,
"06008086001",3380875,CA,Wet Weather Peak,,
"06008086001",3380875,CA,Total Flow,1.58,1.58
"05000054001",3501345,AR,Municipal Flow,0.5,0.5
"05000054001",3501345,AR,Industrial Flow,,
"05000054001",3501345,AR,Infiltration Flow,,
"05000054001",3501345,AR,Wet Weather Peak,,
"05000054001",3501345,AR,Total Flow,0.5,0.5
"12000172002",3507841,FL,Municipal Flow,3,3
"12000172002",3507841,FL,Industrial Flow,,
"12000172002",3507841,FL,Infiltration Flow,,
"12000172002",3507841,FL,Wet Weather Peak,,
"12000172002",3507841,FL,Total Flow,3,3
"12000133007",3509119,FL,Municipal Flow,0.45,0
"12000133007",3509119,FL,Industrial Flow,,
"12000133007",3509119,FL,Infiltration Flow,,
"12000133007",3509119,FL,Wet Weather Peak,,
"12000133007",3509119,FL,Total Flow,0.45,0
"39006612001",3510983,OH,Municipal Flow,0.15,0.15
"39006612001",3510983,OH,Industrial Flow,,
"39006612001",3510983,OH,Infiltration Flow,,
"39006612001",3510983,OH,Wet Weather Peak,,
"39006612001",3510983,OH,Total Flow,0.15,0.15
"24000086006",3512956,MD,Municipal Flow,,
"24000086006",3512956,MD,Industrial Flow,,
"24000086006",3512956,MD,Infiltration Flow,,
"24000086006",3512956,MD,Wet Weather Peak,,
"24000086006",3512956,MD,Total Flow,0.45,0.45
"18120000001",3524696,IN,Municipal Flow,0.219,0.219
"18120000001",3524696,IN,Industrial Flow,,
"18120000001",3524696,IN,Infiltration Flow,,
"18120000001",3524696,IN,Wet Weather Peak,,
"18120000001",3524696,IN,Total Flow,0.219,0.219
"39009143016",3529383,OH,Municipal Flow,0.05,0.05
"39009143016",3529383,OH,Industrial Flow,,
"39009143016",3529383,OH,Infiltration Flow,,
"39009143016",3529383,OH,Wet Weather Peak,,
"39009143016",3529383,OH,Total Flow,0.05,0.05
"39000462001",1080812,OH,Municipal Flow,1.1,1.1
"39000462001",1080812,OH,Industrial Flow,,
"39000462001",1080812,OH,Infiltration Flow,0.2,0.2
"39000462001",1080812,OH,Wet Weather Peak,6,4
"39000462001",1080812,OH,Total Flow,1.3,1.3
"39001323001",1080898,OH,Municipal Flow,39,39
"39001323001",1080898,OH,Industrial Flow,,
"39001323001",1080898,OH,Infiltration Flow,,
"39001323001",1080898,OH,Wet Weather Peak,,
"39001323001",1080898,OH,Total Flow,39,39
"39002506001",1081004,OH,Municipal Flow,0.5,0.66
"39002506001",1081004,OH,Industrial Flow,,
"39002506001",1081004,OH,Infiltration Flow,,
"39002506001",1081004,OH,Wet Weather Peak,1,3.43
"39002506001",1081004,OH,Total Flow,0.5,0.66
"39002555001",1081006,OH,Municipal Flow,13,40
"39002555001",1081006,OH,Industrial Flow,,
"39002555001",1081006,OH,Infiltration Flow,,
"39002555001",1081006,OH,Wet Weather Peak,,
"39002555001",1081006,OH,Total Flow,13,40
"39002667001",1081027,OH,Municipal Flow,0.27,0.27
"39002667001",1081027,OH,Industrial Flow,,
"39002667001",1081027,OH,Infiltration Flow,,
"39002667001",1081027,OH,Wet Weather Peak,,
"39002667001",1081027,OH,Total Flow,0.27,0.27
"39002969004",1081061,OH,Municipal Flow,0.16,0.16
"39002969004",1081061,OH,Industrial Flow,,
"01000080001",1101911,AL,Industrial Flow,,
"01000080001",1101911,AL,Infiltration Flow,,
"01000080001",1101911,AL,Wet Weather Peak,,
"01000080001",1101911,AL,Total Flow,4.95,6
"01000131005",1101965,AL,Municipal Flow,2.1,2.1
"01000131005",1101965,AL,Industrial Flow,,
"01000131005",1101965,AL,Infiltration Flow,,
"01000131005",1101965,AL,Wet Weather Peak,,
"01000131005",1101965,AL,Total Flow,2.1,2.1
"01000298001",1102123,AL,Municipal Flow,0.45,0.45
"01000298001",1102123,AL,Industrial Flow,,
"01000298001",1102123,AL,Infiltration Flow,,
"01000298001",1102123,AL,Wet Weather Peak,,
"01000298001",1102123,AL,Total Flow,0.45,0.45
"01000327001",1102144,AL,Municipal Flow,0.025,0.025
"01000327001",1102144,AL,Industrial Flow,,
"01000327001",1102144,AL,Infiltration Flow,,
"01000327001",1102144,AL,Wet Weather Peak,0.15,0.2
"01000327001",1102144,AL,Total Flow,0.025,0.025
"01000369001",1102178,AL,Municipal Flow,,
"01000369001",1102178,AL,Industrial Flow,,
"01000369001",1102178,AL,Infiltration Flow,,
"01000369001",1102178,AL,Wet Weather Peak,,
"01000369001",1102178,AL,Total Flow,0.125,0.125
"01000383002",1102190,AL,Municipal Flow,5,5
"01000383002",1102190,AL,Industrial Flow,,
"01000383002",1102190,AL,Infiltration Flow,,
"01000383002",1102190,AL,Wet Weather Peak,,
"01000383002",1102190,AL,Total Flow,5,5
"05000087001",1104924,AR,Municipal Flow,0.05,0.05
"05000087001",1104924,AR,Industrial Flow,,
"05000087001",1104924,AR,Infiltration Flow,,
"05000087001",1104924,AR,Wet Weather Peak,,
"05000087001",1104924,AR,Total Flow,0.05,0.05
"05000288001",1105116,AR,Municipal Flow,0.072,0.072
"05000288001",1105116,AR,Industrial Flow,,
"05000288001",1105116,AR,Infiltration Flow,,
"05000288001",1105116,AR,Wet Weather Peak,,
"05000288001",1105116,AR,Total Flow,0.072,0.072
"05000323001",1105147,AR,Municipal Flow,0.41,0.8
"05000323001",1105147,AR,Industrial Flow,,
"05000323001",1105147,AR,Infiltration Flow,,
"05000323001",1105147,AR,Wet Weather Peak,,
"05000323001",1105147,AR,Total Flow,0.41,0.8
"05000331001",1105152,AR,Municipal Flow,0.45,0.45
"05000331001",1105152,AR,Industrial Flow,,
"05000331001",1105152,AR,Infiltration Flow,,
"05000331001",1105152,AR,Wet Weather Peak,,
"05000331001",1105152,AR,Total Flow,0.45,0.45
"05000436001",1105226,AR,Municipal Flow,0.108,0.108
"05000436001",1105226,AR,Industrial Flow,,
"05000436001",1105226,AR,Infiltration Flow,,
"05000436001",1105226,AR,Wet Weather Peak,,
"05000436001",1105226,AR,Total Flow,0.108,0.108
"05000775001",1105561,AR,Municipal Flow,0.98,1.2
"05000775001",1105561,AR,Industrial Flow,,
"05000775001",1105561,AR,Infiltration Flow,,
"05000775001",1105561,AR,Wet Weather Peak,,
"05000775001",1105561,AR,Total Flow,0.98,1.2
"05000778001",1105564,AR,Municipal Flow,0.18,0.18
"05000778001",1105564,AR,Industrial Flow,,
"05000778001",1105564,AR,Infiltration Flow,,
"05000778001",1105564,AR,Wet Weather Peak,,
"05000778001",1105564,AR,Total Flow,0.18,0.18
"13000516001",1109314,GA,Municipal Flow,1.14,1.14
"13000516001",1109314,GA,Industrial Flow,0.02,0.02
"13000516001",1109314,GA,Infiltration Flow,,
"13000516001",1109314,GA,Wet Weather Peak,,
"13000516001",1109314,GA,Total Flow,1.16,1.16
"13000627001",1109440,GA,Municipal Flow,0.25,0.25
"13000627001",1109440,GA,Industrial Flow,,
"13000627001",1109440,GA,Infiltration Flow,,
"13000627001",1109440,GA,Wet Weather Peak,,
"13000627001",1109440,GA,Total Flow,0.25,0.25
"13000791001",1109614,GA,Municipal Flow,1.75,2.3
"13000791001",1109614,GA,Industrial Flow,,
"13000791001",1109614,GA,Infiltration Flow,,
"13000791001",1109614,GA,Wet Weather Peak,,
"13000791001",1109614,GA,Total Flow,1.75,2.3
"39000311003",3512757,OH,Total Flow,0.08,0.08
"24000063019",3514018,MD,Municipal Flow,0.017,0.017
"24000063019",3514018,MD,Industrial Flow,,
"24000063019",3514018,MD,Infiltration Flow,,
"24000063019",3514018,MD,Wet Weather Peak,,
"24000063019",3514018,MD,Total Flow,0.017,0.017
"41000053010",1164315,OR,Municipal Flow,0.318,0.318
"41000053010",1164315,OR,Industrial Flow,,
"41000053010",1164315,OR,Infiltration Flow,,
"41000053010",1164315,OR,Wet Weather Peak,,
"41000053010",1164315,OR,Total Flow,0.318,0.318
"47000765001",1166107,TN,Municipal Flow,1.35,1.35
"47000765001",1166107,TN,Industrial Flow,0.15,0.15
"47000765001",1166107,TN,Infiltration Flow,,
"47000765001",1166107,TN,Wet Weather Peak,,
"47000765001",1166107,TN,Total Flow,1.5,1.5
"22003219001",1168455,LA,Municipal Flow,0.5,0.5
"31002165001",1146037,NE,Total Flow,0.085,0.085
"31002415001",1146059,NE,Municipal Flow,0.214,0.214
"31002415001",1146059,NE,Industrial Flow,,
"31002415001",1146059,NE,Infiltration Flow,,
"31002415001",1146059,NE,Wet Weather Peak,,
"31002415001",1146059,NE,Total Flow,0.214,0.214
"31002575001",1146077,NE,Municipal Flow,0.08,0.08
"31002575001",1146077,NE,Industrial Flow,,
"31002575001",1146077,NE,Infiltration Flow,,
"31002575001",1146077,NE,Wet Weather Peak,,
"31002575001",1146077,NE,Total Flow,0.08,0.08
"27000155001",1148021,MN,Municipal Flow,,
"27000155001",1148021,MN,Industrial Flow,,
"27000155001",1148021,MN,Infiltration Flow,,
"27000155001",1148021,MN,Wet Weather Peak,,
"27000155001",1148021,MN,Total Flow,1.111,1.111
"27000195001",1148057,MN,Municipal Flow,,
"27000195001",1148057,MN,Industrial Flow,,
"27000195001",1148057,MN,Infiltration Flow,,
"27000195001",1148057,MN,Wet Weather Peak,,
"27000195001",1148057,MN,Total Flow,0.339,0.339
"27000224001",1148085,MN,Municipal Flow,,
"27000224001",1148085,MN,Industrial Flow,,
"27000224001",1148085,MN,Infiltration Flow,,
"27000224001",1148085,MN,Wet Weather Peak,,
"27000224001",1148085,MN,Total Flow,0.083,0.083
"27000282001",1148117,MN,Municipal Flow,,
"27000282001",1148117,MN,Industrial Flow,,
"27000282001",1148117,MN,Infiltration Flow,,
"27000282001",1148117,MN,Wet Weather Peak,,
"27000282001",1148117,MN,Total Flow,0.224,0.224
"27000348001",1148169,MN,Municipal Flow,,
"27000348001",1148169,MN,Industrial Flow,,
"27000348001",1148169,MN,Infiltration Flow,,
"27000348001",1148169,MN,Wet Weather Peak,2.199,2.199
"27000348001",1148169,MN,Total Flow,1.3,1.3
"27001015001",1148187,MN,Municipal Flow,0.178,0.178
"27001015001",1148187,MN,Industrial Flow,,
"27001015001",1148187,MN,Infiltration Flow,,
"27001015001",1148187,MN,Wet Weather Peak,,
"27001015001",1148187,MN,Total Flow,0.178,0.178
"27001906001",1148246,MN,Municipal Flow,,
"27001906001",1148246,MN,Industrial Flow,,
"27001906001",1148246,MN,Infiltration Flow,,
"27001906001",1148246,MN,Wet Weather Peak,,
"27001906001",1148246,MN,Total Flow,0.186,0.21
"27002750001",1148267,MN,Municipal Flow,0.05,0.05
"27002750001",1148267,MN,Industrial Flow,,
"27002750001",1148267,MN,Infiltration Flow,,
"27002750001",1148267,MN,Wet Weather Peak,,
"27002750001",1148267,MN,Total Flow,0.05,0.05
"27003112001",1148275,MN,Municipal Flow,2.99,2.99
"27003112001",1148275,MN,Industrial Flow,,
"27003112001",1148275,MN,Infiltration Flow,,
"27003112001",1148275,MN,Wet Weather Peak,,
"27003112001",1148275,MN,Total Flow,2.99,2.99
"27005314001",1148335,MN,Municipal Flow,0.114,0.114
"27005314001",1148335,MN,Industrial Flow,,
"27005314001",1148335,MN,Infiltration Flow,,
"27005314001",1148335,MN,Wet Weather Peak,,
"27005314001",1148335,MN,Total Flow,0.114,0.114
"27007406001",1148413,MN,Municipal Flow,,
"27007406001",1148413,MN,Industrial Flow,,
"27007406001",1148413,MN,Infiltration Flow,,
"27007406001",1148413,MN,Wet Weather Peak,,
"27007406001",1148413,MN,Total Flow,0.043,0.043
"38000029001",1151282,ND,Municipal Flow,0.2,0.2
"38000029001",1151282,ND,Industrial Flow,,
"38000029001",1151282,ND,Infiltration Flow,,
"38000029001",1151282,ND,Wet Weather Peak,,
"38000029001",1151282,ND,Total Flow,0.2,0.2
"38000095001",1151346,ND,Municipal Flow,0.02,0.02
"38000095001",1151346,ND,Industrial Flow,,
"38000095001",1151346,ND,Infiltration Flow,,
"38000095001",1151346,ND,Wet Weather Peak,,
"38000095001",1151346,ND,Total Flow,0.02,0.02
"38000155001",1151400,ND,Municipal Flow,0.01,0.01
"38000155001",1151400,ND,Industrial Flow,,
"38000155001",1151400,ND,Infiltration Flow,,
"38000155001",1151400,ND,Wet Weather Peak,,
"38000155001",1151400,ND,Total Flow,0.01,0.01
"38000186001",1151429,ND,Municipal Flow,0.02,0.02
"38000186001",1151429,ND,Industrial Flow,,
"38000186001",1151429,ND,Infiltration Flow,,
"38000186001",1151429,ND,Wet Weather Peak,,
"38000186001",1151429,ND,Total Flow,0.02,0.02
"38000196001",1151439,ND,Municipal Flow,0.15,0.15
"38000196001",1151439,ND,Industrial Flow,,
"38000196001",1151439,ND,Infiltration Flow,,
"38000196001",1151439,ND,Wet Weather Peak,,
"38000196001",1151439,ND,Total Flow,0.15,0.15
"38000365001",1151601,ND,Municipal Flow,0.01,0.01
"38000365001",1151601,ND,Industrial Flow,,
"38000365001",1151601,ND,Infiltration Flow,,
"18000303001",1120162,IN,Municipal Flow,0.06,0.06
"22000525001",1168204,LA,Industrial Flow,,
"22000525001",1168204,LA,Infiltration Flow,,
"22000525001",1168204,LA,Wet Weather Peak,,
"22000525001",1168204,LA,Total Flow,5,5
"22000795001",1168232,LA,Municipal Flow,0.6,0.6
"22000795001",1168232,LA,Industrial Flow,,
"22000795001",1168232,LA,Infiltration Flow,,
"22000795001",1168232,LA,Wet Weather Peak,,
"22000795001",1168232,LA,Total Flow,0.6,0.6
"22001185001",1168264,LA,Municipal Flow,0.2,0.3
"22001185001",1168264,LA,Industrial Flow,,
"22001185001",1168264,LA,Infiltration Flow,,
"22001185001",1168264,LA,Wet Weather Peak,,
"22001185001",1168264,LA,Total Flow,0.2,0.3
"22003113001",1168371,LA,Municipal Flow,1.32,1.32
"22003113001",1168371,LA,Industrial Flow,0.01,0.01
"22003113001",1168371,LA,Infiltration Flow,,
"22003113001",1168371,LA,Wet Weather Peak,,
"22003113001",1168371,LA,Total Flow,1.33,1.33
"22003191001",1168445,LA,Municipal Flow,0.02,0.02
"22003191001",1168445,LA,Industrial Flow,,
"22003191001",1168445,LA,Infiltration Flow,,
"22003191001",1168445,LA,Wet Weather Peak,,
"22003191001",1168445,LA,Total Flow,0.02,0.02
"49000042001",1170397,UT,Municipal Flow,13.5,13.5
"49000042001",1170397,UT,Industrial Flow,,
"49000042001",1170397,UT,Infiltration Flow,,
"49000042001",1170397,UT,Wet Weather Peak,,
"49000042001",1170397,UT,Total Flow,13.5,13.5
"49000115001",1170465,UT,Municipal Flow,,
"49000115001",1170465,UT,Industrial Flow,,
"49000115001",1170465,UT,Infiltration Flow,,
"49000115001",1170465,UT,Wet Weather Peak,,
"49000115001",1170465,UT,Total Flow,0.1,0.1
"49000255001",1170590,UT,Municipal Flow,,
"49000255001",1170590,UT,Industrial Flow,,
"36007063001",1232155,NY,Municipal Flow,0.238,0.238
"36007063001",1232155,NY,Industrial Flow,0.08,0.08
"36007063001",1232155,NY,Infiltration Flow,,
"36007063001",1232155,NY,Wet Weather Peak,,
"17000103001",1232696,IL,Municipal Flow,0.2,0.25
"17000103001",1232696,IL,Industrial Flow,,
"17000103001",1232696,IL,Infiltration Flow,,
"17000103001",1232696,IL,Wet Weather Peak,,
"17000103001",1232696,IL,Total Flow,0.2,0.25
"17007201001",1232755,IL,Municipal Flow,0.5,0.54
"17007201001",1232755,IL,Industrial Flow,,
"17007201001",1232755,IL,Infiltration Flow,,
"17007201001",1232755,IL,Wet Weather Peak,1.25,1.25
"17007201001",1232755,IL,Total Flow,0.5,0.54
"17007812001",1232760,IL,Municipal Flow,0.46,0.46
"17007812001",1232760,IL,Industrial Flow,,
"17007812001",1232760,IL,Infiltration Flow,,
"17007812001",1232760,IL,Wet Weather Peak,,
"17007812001",1232760,IL,Total Flow,0.46,0.46
"29004009001",1233289,MO,Municipal Flow,0.031,0.031
"29004009001",1233289,MO,Industrial Flow,,
"29004009001",1233289,MO,Infiltration Flow,,
"29004009001",1233289,MO,Wet Weather Peak,,
"29004009001",1233289,MO,Total Flow,0.031,0.031
"19000222001",1234648,IA,Municipal Flow,,
"19000222001",1234648,IA,Industrial Flow,,
"19000222001",1234648,IA,Infiltration Flow,,
"19000222001",1234648,IA,Wet Weather Peak,,
"19000222001",1234648,IA,Total Flow,0.063,0.063
"37009402001",1236401,NC,Municipal Flow,0.8,0.8
"37009402001",1236401,NC,Industrial Flow,,
"37009402001",1236401,NC,Infiltration Flow,,
"37009402001",1236401,NC,Wet Weather Peak,,
"37009402001",1236401,NC,Total Flow,0.8,0.8
"40000550001",1236881,OK,Municipal Flow,0.09,0.09
"40000550001",1236881,OK,Industrial Flow,,
"40000550001",1236881,OK,Infiltration Flow,,
"40000550001",1236881,OK,Wet Weather Peak,,
"40000550001",1236881,OK,Total Flow,0.09,0.09
"41000079001",1238049,OR,Municipal Flow,0.2,0.25
"41000079001",1238049,OR,Industrial Flow,,
"41000079001",1238049,OR,Infiltration Flow,,
"41000079001",1238049,OR,Wet Weather Peak,,
"41000079001",1238049,OR,Total Flow,0.2,0.25
