"CWNS_ID","FACILITY_ID","STATE_CODE","FLOW_TYPE","CURRENT_DESIGN_FLOW","FUTURE_DESIGN_FLOW"
"36008078001",1221271,NY,Total Flow,0.7,0.7
"36009057001",1221376,NY,Municipal Flow,0.28,0.28
"36009057001",1221376,NY,Industrial Flow,0.12,0.12
"36009057001",1221376,NY,Infiltration Flow,,
"36009057001",1221376,NY,Wet Weather Peak,,
"36009057001",1221376,NY,Total Flow,0.4,0.4
"36009089001",1221436,NY,Municipal Flow,2,2
"36009089001",1221436,NY,Industrial Flow,0.2,0.2
"36009089001",1221436,NY,Infiltration Flow,,
"36009089001",1221436,NY,Wet Weather Peak,,
"36009089001",1221436,NY,Total Flow,2.2,2.2
"36009126001",1221479,NY,Municipal Flow,0.31,0.31
"36009126001",1221479,NY,Industrial Flow,0.19,0.19
"36009126001",1221479,NY,Infiltration Flow,,
"36009126001",1221479,NY,Wet Weather Peak,,
"36009126001",1221479,NY,Total Flow,0.5,0.5
"55000610001",1206091,WI,Infiltration Flow,,
"55000610001",1206091,WI,Wet Weather Peak,,
"55000610001",1206091,WI,Total Flow,0.015,0.015
"55002690001",1206371,WI,Municipal Flow,0.057,0.057
"55002690001",1206371,WI,Industrial Flow,,
"55002690001",1206371,WI,Infiltration Flow,,
"55002690001",1206371,WI,Wet Weather Peak,,
"55002690001",1206371,WI,Total Flow,0.057,0.057
"55002800001",1206385,WI,Municipal Flow,0.154,0.154
"55002800001",1206385,WI,Industrial Flow,0.05,0.05
"55002800001",1206385,WI,Infiltration Flow,,
"55002800001",1206385,WI,Wet Weather Peak,,
"55002800001",1206385,WI,Total Flow,0.204,0.204
"55003750001",1206541,WI,Municipal Flow,0.254,0.254
"55003750001",1206541,WI,Industrial Flow,0.12,0.12
"55003750001",1206541,WI,Infiltration Flow,,
"55003750001",1206541,WI,Wet Weather Peak,,
"55003750001",1206541,WI,Total Flow,0.374,0.374
"55004950001",1206695,WI,Municipal Flow,0.083,0.083
"55004950001",1206695,WI,Industrial Flow,0.02,0.02
"55004950001",1206695,WI,Infiltration Flow,,
"55004950001",1206695,WI,Wet Weather Peak,,
"55004950001",1206695,WI,Total Flow,0.103,0.103
"55005260001",1206726,WI,Municipal Flow,0.05,0.05
"55005260001",1206726,WI,Industrial Flow,,
"55005260001",1206726,WI,Infiltration Flow,,
"55005260001",1206726,WI,Wet Weather Peak,,
"55005260001",1206726,WI,Total Flow,0.05,0.05
"55009780001",1206950,WI,Municipal Flow,0.081,0.081
"55009780001",1206950,WI,Industrial Flow,,
"55009780001",1206950,WI,Infiltration Flow,,
"55009780001",1206950,WI,Wet Weather Peak,,
"55009780001",1206950,WI,Total Flow,0.081,0.081
"36002001013",1220317,NY,Municipal Flow,40,40
"36002001013",1220317,NY,Industrial Flow,,
"36002001013",1220317,NY,Infiltration Flow,,
"36002001013",1220317,NY,Wet Weather Peak,,80
"36002001013",1220317,NY,Total Flow,40,40
"36004010001",1220704,NY,Municipal Flow,0.25,0.25
"36004010001",1220704,NY,Industrial Flow,,
"36004010001",1220704,NY,Infiltration Flow,,
"36004010001",1220704,NY,Wet Weather Peak,,
"36004010001",1220704,NY,Total Flow,0.25,0.25
"36004040001",1220741,NY,Municipal Flow,1.5,1.61
"36004040001",1220741,NY,Industrial Flow,0.2,0.2
"36004040001",1220741,NY,Infiltration Flow,0.3,0.2
"36004040001",1220741,NY,Wet Weather Peak,,
"36004040001",1220741,NY,Total Flow,2,2.01
"36008013001",1221210,NY,Municipal Flow,0.12,0.12
"36008013001",1221210,NY,Industrial Flow,0.015,0.015
"36008013001",1221210,NY,Infiltration Flow,,
"36008013001",1221210,NY,Wet Weather Peak,,
"36008013001",1221210,NY,Total Flow,0.135,0.135
"48002039001",1227785,TX,Municipal Flow,0.32,0.32
"48002039001",1227785,TX,Industrial Flow,,
"48002039001",1227785,TX,Infiltration Flow,,
"48002039001",1227785,TX,Wet Weather Peak,,
"48002039001",1227785,TX,Total Flow,0.32,0.32
"48005097001",1227886,TX,Municipal Flow,0.128,0.128
"48005097001",1227886,TX,Industrial Flow,,
"48005097001",1227886,TX,Infiltration Flow,,
"48005097001",1227886,TX,Wet Weather Peak,,
"48005097001",1227886,TX,Total Flow,0.128,0.128
"48007560001",1227930,TX,Municipal Flow,2,2
"48007560001",1227930,TX,Industrial Flow,,
"48007560001",1227930,TX,Infiltration Flow,,
"48007560001",1227930,TX,Wet Weather Peak,,
"48007560001",1227930,TX,Total Flow,2,2
"31001565001",1230231,NE,Municipal Flow,0.014,0.015
"31001565001",1230231,NE,Industrial Flow,,
"31001565001",1230231,NE,Infiltration Flow,,
"31001565001",1230231,NE,Wet Weather Peak,,
"31001565001",1230231,NE,Total Flow,0.014,0.015
"31002090001",1230252,NE,Municipal Flow,0.04,0.04
"31002090001",1230252,NE,Industrial Flow,,
"31002090001",1230252,NE,Infiltration Flow,,
"31002090001",1230252,NE,Wet Weather Peak,,
"31002090001",1230252,NE,Total Flow,0.04,0.04
"20000728001",1230900,KS,Municipal Flow,0.083,0.083
"55000270001",1206057,WI,Municipal Flow,0.024,0.024
"55000270001",1206057,WI,Industrial Flow,,
"55000270001",1206057,WI,Infiltration Flow,,
"55000270001",1206057,WI,Wet Weather Peak,,
"55000270001",1206057,WI,Total Flow,0.024,0.024
"55001160001",1206156,WI,Municipal Flow,0.35,0.35
"55001160001",1206156,WI,Industrial Flow,0.045,0.045
"55001160001",1206156,WI,Infiltration Flow,,
"55001160001",1206156,WI,Wet Weather Peak,,
"55001160001",1206156,WI,Total Flow,0.395,0.395
"55001670001",1206239,WI,Municipal Flow,,
"55001670001",1206239,WI,Industrial Flow,,
"55001670001",1206239,WI,Infiltration Flow,,
"55001670001",1206239,WI,Wet Weather Peak,,
"55001670001",1206239,WI,Total Flow,0.051,0.051
"55004900001",1206674,WI,Municipal Flow,0.04,0.04
"55004900001",1206674,WI,Industrial Flow,,
"55004900001",1206674,WI,Infiltration Flow,,
"55004900001",1206674,WI,Wet Weather Peak,,
"55004900001",1206674,WI,Total Flow,0.04,0.04
"55005320001",1206734,WI,Municipal Flow,0.27,0.27
"55005320001",1206734,WI,Industrial Flow,0.03,0.03
"55005320001",1206734,WI,Infiltration Flow,,
"55005320001",1206734,WI,Wet Weather Peak,,
"55005320001",1206734,WI,Total Flow,0.3,0.3
"55009602001",1206888,WI,Municipal Flow,,
"55009602001",1206888,WI,Industrial Flow,,
"55009602001",1206888,WI,Infiltration Flow,,
"55009602001",1206888,WI,Wet Weather Peak,,
"55009602001",1206888,WI,Total Flow,0.032,0.032
"24000033001",1214253,MD,Municipal Flow,0.7,0.7
"24000033001",1214253,MD,Industrial Flow,,
"24000033001",1214253,MD,Infiltration Flow,,
"24000033001",1214253,MD,Wet Weather Peak,,
"24000033001",1214253,MD,Total Flow,0.7,0.7
"02000211001",1216402,AK,Municipal Flow,0.05,0.05
"02000211001",1216402,AK,Industrial Flow,,
"02000211001",1216402,AK,Infiltration Flow,,
"02000211001",1216402,AK,Wet Weather Peak,,
"02000211001",1216402,AK,Total Flow,0.05,0.05
"02000376001",1216471,AK,Municipal Flow,0.001,0.001
"02000376001",1216471,AK,Industrial Flow,,
"02000376001",1216471,AK,Infiltration Flow,,
"02000376001",1216471,AK,Wet Weather Peak,,
"02000376001",1216471,AK,Total Flow,0.001,0.001
"36001002001",1220239,NY,Municipal Flow,1,0.679
"36001002001",1220239,NY,Industrial Flow,,
"36001002001",1220239,NY,Infiltration Flow,,
"36001002001",1220239,NY,Wet Weather Peak,,
"36001002001",1220239,NY,Total Flow,1,0.679
"36001015026",1220280,NY,Municipal Flow,1.25,1.25
"36001015026",1220280,NY,Industrial Flow,,
"36001015026",1220280,NY,Infiltration Flow,,
"36001015026",1220280,NY,Wet Weather Peak,,
"36001015026",1220280,NY,Total Flow,1.25,1.25
"36003026001",1220380,NY,Municipal Flow,0.075,0.075
"36003026001",1220380,NY,Industrial Flow,,
"36003026001",1220380,NY,Infiltration Flow,0.025,0.025
"18120000044",3525121,IN,Municipal Flow,0.1,0.1
"18120000044",3525121,IN,Industrial Flow,,
"18120000044",3525121,IN,Infiltration Flow,,
"18120000044",3525121,IN,Wet Weather Peak,,
"18120000044",3525121,IN,Total Flow,0.1,0.1
"12000104001",3528036,FL,Municipal Flow,0.3,0.3
"12000104001",3528036,FL,Industrial Flow,,
"12000104001",3528036,FL,Infiltration Flow,,
"12000104001",3528036,FL,Wet Weather Peak,,
"12000104001",3528036,FL,Total Flow,0.3,0.3
"13000999009",3534917,GA,Municipal Flow,,
"13000999009",3534917,GA,Industrial Flow,,
"13000999009",3534917,GA,Infiltration Flow,,
"13000999009",3534917,GA,Wet Weather Peak,,
"13000999009",3534917,GA,Total Flow,0.1,
"01201200003",3539518,AL,Municipal Flow,0.21,0.25
"01201200003",3539518,AL,Industrial Flow,,
"01201200003",3539518,AL,Infiltration Flow,,
"01201200003",3539518,AL,Wet Weather Peak,,
"01201200003",3539518,AL,Total Flow,0.21,0.25
"35201200029",3540256,NM,Municipal Flow,0.165,0.165
"35201200029",3540256,NM,Industrial Flow,,
"35201200029",3540256,NM,Infiltration Flow,,
"35201200029",3540256,NM,Wet Weather Peak,,
"35201200029",3540256,NM,Total Flow,0.165,0.165
"21000018999",3542797,KY,Municipal Flow,0.148,0.148
"21000018999",3542797,KY,Industrial Flow,,
"21000018999",3542797,KY,Infiltration Flow,,
"21000018999",3542797,KY,Wet Weather Peak,,
"21000018999",3542797,KY,Total Flow,0.148,0.148
"08181000000",455765,CO,Municipal Flow,,
"08181000000",455765,CO,Industrial Flow,,
"08181000000",455765,CO,Infiltration Flow,,
"08181000000",455765,CO,Wet Weather Peak,,
"08181000000",455765,CO,Total Flow,2.34,2.34
"56000099029",479042,WY,Municipal Flow,0.9,0.9
"56000099029",479042,WY,Industrial Flow,,
"56000099029",479042,WY,Infiltration Flow,,
"56000099029",479042,WY,Wet Weather Peak,,
"56000099029",479042,WY,Total Flow,0.9,0.9
"08000038001",1066842,CO,Municipal Flow,,
"08000038001",1066842,CO,Industrial Flow,,
"08000038001",1066842,CO,Infiltration Flow,,
"08000038001",1066842,CO,Wet Weather Peak,,
"08000038001",1066842,CO,Total Flow,0.02,0.02
"30000010001",1159084,MT,Municipal Flow,0.4,0.4
"30000010001",1159084,MT,Industrial Flow,,
"30000010001",1159084,MT,Infiltration Flow,,
"30000010001",1159084,MT,Wet Weather Peak,,
"30000010001",1159084,MT,Total Flow,0.4,0.4
"30000032001",1159101,MT,Municipal Flow,0.02,0.02
"30000032001",1159101,MT,Industrial Flow,,
"30000032001",1159101,MT,Infiltration Flow,,
"30000032001",1159101,MT,Wet Weather Peak,,
"30000032001",1159101,MT,Total Flow,0.02,0.02
"30000102001",1159160,MT,Municipal Flow,0.047,0.047
"30000102001",1159160,MT,Industrial Flow,,
"30000102001",1159160,MT,Infiltration Flow,,
"30000102001",1159160,MT,Wet Weather Peak,,
"30000102001",1159160,MT,Total Flow,0.047,0.047
"30000193001",1159231,MT,Municipal Flow,0.1,0.1
"30000193001",1159231,MT,Industrial Flow,,
"49000191001",1170533,UT,Wet Weather Peak,,
"49000191001",1170533,UT,Total Flow,0.1,0.1
"40000017001",1172437,OK,Municipal Flow,1.65,1.65
"40000017001",1172437,OK,Industrial Flow,,
"40000017001",1172437,OK,Infiltration Flow,,
"40000017001",1172437,OK,Wet Weather Peak,,
"40000017001",1172437,OK,Total Flow,1.65,1.65
"40000103001",1172512,OK,Municipal Flow,0.14,0.14
"40000103001",1172512,OK,Industrial Flow,,
"40000103001",1172512,OK,Infiltration Flow,,
"40000103001",1172512,OK,Wet Weather Peak,,
"40000103001",1172512,OK,Total Flow,0.14,0.14
"40000336001",1172627,OK,Municipal Flow,0.07,0.07
"40000336001",1172627,OK,Industrial Flow,,
"40000336001",1172627,OK,Infiltration Flow,,
"40000336001",1172627,OK,Wet Weather Peak,,
"40000336001",1172627,OK,Total Flow,0.07,0.07
"40000516001",1172739,OK,Municipal Flow,0.1,0.1
"40000516001",1172739,OK,Industrial Flow,,
"40000516001",1172739,OK,Infiltration Flow,,
"40000516001",1172739,OK,Wet Weather Peak,,
"40000516001",1172739,OK,Total Flow,0.1,0.1
"40000598001",1172780,OK,Municipal Flow,0.54,0.54
"40000598001",1172780,OK,Industrial Flow,,
"40000598001",1172780,OK,Infiltration Flow,,
"40000598001",1172780,OK,Wet Weather Peak,,
"40000598001",1172780,OK,Total Flow,0.54,0.54
"40000832001",1172897,OK,Municipal Flow,0.03,0.03
"40000832001",1172897,OK,Industrial Flow,,
"40000832001",1172897,OK,Infiltration Flow,,
"40000832001",1172897,OK,Wet Weather Peak,,
"40000832001",1172897,OK,Total Flow,0.03,0.03
"06002043001",1175301,CA,Municipal Flow,,
"06002043001",1175301,CA,Industrial Flow,,
"06002043001",1175301,CA,Infiltration Flow,,
"06002043001",1175301,CA,Wet Weather Peak,40,60
"06002043001",1175301,CA,Total Flow,15.7,15.7
"06005178001",1175688,CA,Municipal Flow,1.07,1.07
"06005178001",1175688,CA,Industrial Flow,,
"06005178001",1175688,CA,Infiltration Flow,,
"06005178001",1175688,CA,Wet Weather Peak,1.96,1.96
"06005178001",1175688,CA,Total Flow,1.07,1.07
"06007069001",1175944,CA,Municipal Flow,0.05,0.05
"06007069001",1175944,CA,Industrial Flow,,
"06007069001",1175944,CA,Infiltration Flow,,
"06007069001",1175944,CA,Wet Weather Peak,,
"06007069001",1175944,CA,Total Flow,0.05,0.05
"06008012001",1175963,CA,Municipal Flow,4,4
"06008012001",1175963,CA,Industrial Flow,,
"06008012001",1175963,CA,Infiltration Flow,,
"06008012001",1175963,CA,Wet Weather Peak,,
"06008012001",1175963,CA,Total Flow,4,4
"53001310001",1180944,WA,Municipal Flow,1.35,1.35
"53001310001",1180944,WA,Industrial Flow,,
"53001310001",1180944,WA,Infiltration Flow,,
"53001310001",1180944,WA,Wet Weather Peak,,
"53001310001",1180944,WA,Total Flow,1.35,1.35
"48000238001",1182865,TX,Municipal Flow,0.2,0.2
"48000238001",1182865,TX,Industrial Flow,,
"48000238001",1182865,TX,Infiltration Flow,,
"48000238001",1182865,TX,Wet Weather Peak,,
"48000238001",1182865,TX,Total Flow,0.2,0.2
"48001014001",1182885,TX,Municipal Flow,0.08,0.08
"48001014001",1182885,TX,Industrial Flow,,
"48001014001",1182885,TX,Infiltration Flow,,
"48001014001",1182885,TX,Wet Weather Peak,,
"48001014001",1182885,TX,Total Flow,0.08,0.08
"48001218002",1182998,TX,Municipal Flow,3,3
"48001218002",1182998,TX,Industrial Flow,,
"48001218002",1182998,TX,Infiltration Flow,,
"48001218002",1182998,TX,Wet Weather Peak,,
"48001218002",1182998,TX,Total Flow,3,3
"48002091001",1183157,TX,Municipal Flow,0.01,0.01
"48002091001",1183157,TX,Industrial Flow,,
"06002044004",1175304,CA,Municipal Flow,10,10
"06002044004",1175304,CA,Industrial Flow,,
"06002044004",1175304,CA,Infiltration Flow,,
"06002044004",1175304,CA,Wet Weather Peak,,
"06002044004",1175304,CA,Total Flow,10,10
"06002057001",1175314,CA,Municipal Flow,12.5,12.5
"06002057001",1175314,CA,Industrial Flow,,
"06002057001",1175314,CA,Infiltration Flow,,
"06002057001",1175314,CA,Wet Weather Peak,,
"06002057001",1175314,CA,Total Flow,12.5,12.5
"06003041001",1175408,CA,Municipal Flow,1.5,1.5
"06003041001",1175408,CA,Industrial Flow,,
"06003041001",1175408,CA,Infiltration Flow,,
"06003041001",1175408,CA,Wet Weather Peak,,
"06003041001",1175408,CA,Total Flow,1.5,1.5
"06004011009",1175497,CA,Municipal Flow,,
"06004011009",1175497,CA,Industrial Flow,,
"06004011009",1175497,CA,Infiltration Flow,,
"06004011009",1175497,CA,Wet Weather Peak,,
"06004011009",1175497,CA,Total Flow,0.36,0.36
"06005035001",1175556,CA,Municipal Flow,1.2,1.2
"06005035001",1175556,CA,Industrial Flow,,
"06005035001",1175556,CA,Infiltration Flow,,
"06005035001",1175556,CA,Wet Weather Peak,3.8,
"06005035001",1175556,CA,Total Flow,1.2,1.2
"06005125001",1175656,CA,Municipal Flow,1.7,1.7
"06005125001",1175656,CA,Industrial Flow,,
"06005125001",1175656,CA,Infiltration Flow,,
"06005125001",1175656,CA,Wet Weather Peak,,
"06005125001",1175656,CA,Total Flow,1.7,1.7
"06005126001",1175657,CA,Municipal Flow,,
"06005126001",1175657,CA,Industrial Flow,,
"06005126001",1175657,CA,Infiltration Flow,,
"06005126001",1175657,CA,Wet Weather Peak,,
"06005126001",1175657,CA,Total Flow,2.5,3.5
"06005238001",1175725,CA,Municipal Flow,0.06,0.06
"06005238001",1175725,CA,Industrial Flow,,
"06005238001",1175725,CA,Infiltration Flow,,
"06005238001",1175725,CA,Wet Weather Peak,,
"06005238001",1175725,CA,Total Flow,0.06,0.06
"06005271001",1175746,CA,Municipal Flow,0.08,0.08
"06005271001",1175746,CA,Industrial Flow,,
"06005271001",1175746,CA,Infiltration Flow,,
"06005271001",1175746,CA,Wet Weather Peak,,
"06005271001",1175746,CA,Total Flow,0.08,0.08
"06005306001",1175758,CA,Municipal Flow,2,2
"06005306001",1175758,CA,Industrial Flow,,
"06005306001",1175758,CA,Infiltration Flow,,
"06005306001",1175758,CA,Wet Weather Peak,,
"06005306001",1175758,CA,Total Flow,2,2
"06005311001",1175762,CA,Municipal Flow,0.02,0.02
"06005311001",1175762,CA,Industrial Flow,,
"06005311001",1175762,CA,Infiltration Flow,,
"06005311001",1175762,CA,Wet Weather Peak,,
"06005311001",1175762,CA,Total Flow,0.02,0.02
"06009036001",1176075,CA,Municipal Flow,2,2
"06009036001",1176075,CA,Industrial Flow,,
"06009036001",1176075,CA,Infiltration Flow,,
"06009036001",1176075,CA,Wet Weather Peak,,
"06009036001",1176075,CA,Total Flow,2,2
"06009053001",1176088,CA,Municipal Flow,0.12,0.12
"06009053001",1176088,CA,Industrial Flow,,
"06009053001",1176088,CA,Infiltration Flow,,
"06009053001",1176088,CA,Wet Weather Peak,,
"06009053001",1176088,CA,Total Flow,0.12,0.12
"46000406001",1179282,SD,Municipal Flow,0.03,0.03
"46000406001",1179282,SD,Industrial Flow,,
"46000406001",1179282,SD,Infiltration Flow,,
"41000063001",1164325,OR,Municipal Flow,5.5,5.5
"41000063001",1164325,OR,Industrial Flow,,
"41000063001",1164325,OR,Infiltration Flow,,
"41000063001",1164325,OR,Wet Weather Peak,16.3,16.3
"41000063001",1164325,OR,Total Flow,5.5,5.5
"41000254001",1164467,OR,Municipal Flow,0.694,0.694
"41000254001",1164467,OR,Industrial Flow,,
"41000254001",1164467,OR,Infiltration Flow,,
"41000254001",1164467,OR,Wet Weather Peak,,
"41000254001",1164467,OR,Total Flow,0.694,0.694
"47000050001",1165968,TN,Municipal Flow,0.801,0.801
"47000050001",1165968,TN,Industrial Flow,,
"47000050001",1165968,TN,Infiltration Flow,,
"47000050001",1165968,TN,Wet Weather Peak,,
"47000050001",1165968,TN,Total Flow,0.801,0.801
"47000490002",1166050,TN,Municipal Flow,1.2,1.2
"47000490002",1166050,TN,Industrial Flow,,
"47000490002",1166050,TN,Infiltration Flow,,
"47000490002",1166050,TN,Wet Weather Peak,,
"47000490002",1166050,TN,Total Flow,1.2,1.2
"47000744001",1166098,TN,Municipal Flow,9.95,9.95
"47000744001",1166098,TN,Industrial Flow,0.05,0.05
"47000744001",1166098,TN,Infiltration Flow,,
"47000744001",1166098,TN,Wet Weather Peak,,
"47000744001",1166098,TN,Total Flow,10,10
"22001025002",1168252,LA,Municipal Flow,3.3,3.3
"22001025002",1168252,LA,Industrial Flow,0.1,0.1
"22001025002",1168252,LA,Infiltration Flow,,
"22001025002",1168252,LA,Wet Weather Peak,,
"22001025002",1168252,LA,Total Flow,3.4,3.4
"22001295001",1168270,LA,Municipal Flow,1.5,1.5
"22001295001",1168270,LA,Industrial Flow,,
"22001295001",1168270,LA,Infiltration Flow,,
"22001295001",1168270,LA,Wet Weather Peak,,
"22001295001",1168270,LA,Total Flow,1.5,1.5
"22003106001",1168366,LA,Municipal Flow,0.095,0.095
"22003106001",1168366,LA,Industrial Flow,,
"22003106001",1168366,LA,Infiltration Flow,,
"22003106001",1168366,LA,Wet Weather Peak,,
"22003106001",1168366,LA,Total Flow,0.095,0.095
"22003156001",1168416,LA,Municipal Flow,0.08,0.11
"22003156001",1168416,LA,Industrial Flow,,
"22003156001",1168416,LA,Infiltration Flow,,
"22003156001",1168416,LA,Wet Weather Peak,,
"22003156001",1168416,LA,Total Flow,0.08,0.11
"22003290001",1168497,LA,Municipal Flow,0.009,0.009
"22003290001",1168497,LA,Industrial Flow,,
"22003290001",1168497,LA,Infiltration Flow,,
"22003290001",1168497,LA,Wet Weather Peak,,
"22003290001",1168497,LA,Total Flow,0.009,0.009
"49000017001",1170374,UT,Municipal Flow,,
"49000017001",1170374,UT,Industrial Flow,,
"49000017001",1170374,UT,Infiltration Flow,,
"49000017001",1170374,UT,Wet Weather Peak,,
"49000017001",1170374,UT,Total Flow,0.09,0.107
"49000021001",1170378,UT,Municipal Flow,0.5,0.93
"49000021001",1170378,UT,Industrial Flow,,
"49000021001",1170378,UT,Infiltration Flow,,
"49000021001",1170378,UT,Wet Weather Peak,1,1
"49000021001",1170378,UT,Total Flow,0.5,0.93
"30000193001",1159231,MT,Infiltration Flow,,
"30000193001",1159231,MT,Wet Weather Peak,,
"30000193001",1159231,MT,Total Flow,0.1,0.1
"28000131001",1160212,MS,Municipal Flow,0.1,0.1
"28000131001",1160212,MS,Industrial Flow,,
"28000131001",1160212,MS,Infiltration Flow,,
"28000131001",1160212,MS,Wet Weather Peak,,
"28000131001",1160212,MS,Total Flow,0.1,0.1
"41000015001",1164270,OR,Municipal Flow,15,20
"41000015001",1164270,OR,Industrial Flow,2,
"41000015001",1164270,OR,Infiltration Flow,,
"41000015001",1164270,OR,Wet Weather Peak,,
"41000015001",1164270,OR,Total Flow,17,20
"41000074001",1164336,OR,Municipal Flow,2.2,2.2
"41000074001",1164336,OR,Industrial Flow,,
"41000074001",1164336,OR,Infiltration Flow,,
"41000074001",1164336,OR,Wet Weather Peak,,
"41000074001",1164336,OR,Total Flow,2.2,2.2
"41000310001",1164500,OR,Municipal Flow,0.21,0.26
"41000310001",1164500,OR,Industrial Flow,,
"41000310001",1164500,OR,Infiltration Flow,,
"41000310001",1164500,OR,Wet Weather Peak,,
"41000310001",1164500,OR,Total Flow,0.21,0.26
"47000615001",1166069,TN,Municipal Flow,1,1
"47000615001",1166069,TN,Industrial Flow,,
"47000615001",1166069,TN,Infiltration Flow,,
"47000615001",1166069,TN,Wet Weather Peak,,
"47000615001",1166069,TN,Total Flow,1,1
"47000800001",1166113,TN,Municipal Flow,3.024,3.024
"47000800001",1166113,TN,Industrial Flow,,
"47000800001",1166113,TN,Infiltration Flow,,
"47000800001",1166113,TN,Wet Weather Peak,,
"47000800001",1166113,TN,Total Flow,3.024,3.024
"22000015001",1168166,LA,Municipal Flow,0.3,0.3
"22000015001",1168166,LA,Industrial Flow,,
"22000015001",1168166,LA,Infiltration Flow,,
"22000015001",1168166,LA,Wet Weather Peak,,
"22000015001",1168166,LA,Total Flow,0.3,0.3
"22003036001",1168314,LA,Municipal Flow,0.16,0.16
"22003036001",1168314,LA,Industrial Flow,,
"22003036001",1168314,LA,Infiltration Flow,,
"22003036001",1168314,LA,Wet Weather Peak,,
"22003036001",1168314,LA,Total Flow,0.16,0.16
"22003088001",1168347,LA,Municipal Flow,0.4,0.4
"22003088001",1168347,LA,Industrial Flow,,
"22003088001",1168347,LA,Infiltration Flow,0.1,0.1
"22003088001",1168347,LA,Wet Weather Peak,,
"22003088001",1168347,LA,Total Flow,0.5,0.5
"22003164001",1168421,LA,Municipal Flow,0.1,0.064
"22003164001",1168421,LA,Industrial Flow,,
"22003164001",1168421,LA,Infiltration Flow,,
"22003164001",1168421,LA,Wet Weather Peak,,
"22003164001",1168421,LA,Total Flow,0.1,0.064
"22009033001",1168609,LA,Municipal Flow,12,12
"22009033001",1168609,LA,Industrial Flow,,
"22009033001",1168609,LA,Infiltration Flow,,
"22009033001",1168609,LA,Wet Weather Peak,,
"22009033001",1168609,LA,Total Flow,12,12
"49000094001",1170446,UT,Municipal Flow,73.125,75
"49000094001",1170446,UT,Industrial Flow,1.875,
"49000094001",1170446,UT,Infiltration Flow,,
"49000094001",1170446,UT,Wet Weather Peak,,
"49000094001",1170446,UT,Total Flow,75,75
"40000003001",1172417,OK,Municipal Flow,5.4,5.4
"40000003001",1172417,OK,Total Flow,5.9,5.9
"48002091001",1183157,TX,Infiltration Flow,,
"48002091001",1183157,TX,Wet Weather Peak,,
"48002091001",1183157,TX,Total Flow,0.01,0.01
"48004124001",1183434,TX,Municipal Flow,5.7,5.7
"48004124001",1183434,TX,Industrial Flow,0.05,0.05
"48004124001",1183434,TX,Infiltration Flow,,
"48004124001",1183434,TX,Wet Weather Peak,,
"48004124001",1183434,TX,Total Flow,5.75,5.75
"48005071001",1183620,TX,Municipal Flow,1.4,1.4
"48005071001",1183620,TX,Industrial Flow,,
"48005071001",1183620,TX,Infiltration Flow,,
"48005071001",1183620,TX,Wet Weather Peak,,
"48005071001",1183620,TX,Total Flow,1.4,1.4
"48009010001",1184473,TX,Municipal Flow,0.116,0.116
"48009010001",1184473,TX,Industrial Flow,,
"48009010001",1184473,TX,Infiltration Flow,,
"48009010001",1184473,TX,Wet Weather Peak,,
"48009010001",1184473,TX,Total Flow,0.116,0.116
"51000044002",1192636,VA,Municipal Flow,0.18,0.18
"51000044002",1192636,VA,Industrial Flow,,
"51000044002",1192636,VA,Infiltration Flow,,
"51000044002",1192636,VA,Wet Weather Peak,,
"51000044002",1192636,VA,Total Flow,0.18,0.18
"51000106001",1192691,VA,Municipal Flow,,
"51000106001",1192691,VA,Industrial Flow,,
"51000106001",1192691,VA,Infiltration Flow,,
"51000106001",1192691,VA,Wet Weather Peak,,
"51000106001",1192691,VA,Total Flow,2.5,2.5
"51000135001",1192713,VA,Municipal Flow,,
"51000135001",1192713,VA,Industrial Flow,,
"51000135001",1192713,VA,Infiltration Flow,,
"51000135001",1192713,VA,Wet Weather Peak,,
"51000135001",1192713,VA,Total Flow,0.2,0.2
"42005280001",1196772,PA,Municipal Flow,6.53,6.53
"42005280001",1196772,PA,Industrial Flow,3.5,3.5
"42005280001",1196772,PA,Infiltration Flow,,
"42005280001",1196772,PA,Wet Weather Peak,,
"42005280001",1196772,PA,Total Flow,10.03,10.03
"46000406001",1179282,SD,Wet Weather Peak,,
"46000406001",1179282,SD,Total Flow,0.03,0.03
"53001350001",1180950,WA,Municipal Flow,,
"53001350001",1180950,WA,Industrial Flow,,
"53001350001",1180950,WA,Infiltration Flow,,
"53001350001",1180950,WA,Wet Weather Peak,,
"53001350001",1180950,WA,Total Flow,31.46,31.46
"53002470001",1181073,WA,Municipal Flow,0.118,0.118
"53002470001",1181073,WA,Industrial Flow,,
"53002470001",1181073,WA,Infiltration Flow,,
"53002470001",1181073,WA,Wet Weather Peak,,
"53002470001",1181073,WA,Total Flow,0.118,0.118
"48000133001",1182819,TX,Municipal Flow,0.2,0.2
"48000133001",1182819,TX,Industrial Flow,,
"48000133001",1182819,TX,Infiltration Flow,,
"48000133001",1182819,TX,Wet Weather Peak,,
"48000133001",1182819,TX,Total Flow,0.2,0.2
"48000148001",1182831,TX,Municipal Flow,1.75,1.75
"48000148001",1182831,TX,Industrial Flow,,
"48000148001",1182831,TX,Infiltration Flow,,
"48000148001",1182831,TX,Wet Weather Peak,,
"48000148001",1182831,TX,Total Flow,1.75,1.75
"48000241001",1182866,TX,Municipal Flow,0.12,0.12
"48000241001",1182866,TX,Industrial Flow,,
"48000241001",1182866,TX,Infiltration Flow,,
"48000241001",1182866,TX,Wet Weather Peak,,
