REPORT_YEAR,CWNS_NUMBER,TREATMENT_TYPE,UNIT_PROCESS,SORT_SEQUENCE,PRES_IND,PROJ_IND,CHANGE_TYPE,BACKUP_IND,PLANNED_YEAR,ADDITIONAL_NOTES,LAST_UPDATED_TS,KEEP_UP,BLANK,CHANGE_TYPE_CAT,KEEP_UP_CODE
2012,24000042001,Secondary,"Clarification, Secondary",2,Y,Y,No Change,N,,,3/9/2009,,,,
2012,24000042001,Solids Handling,Biosolids Aerated Storage,2,Y,Y,No Change,N,,,3/9/2009,,,,
2012,24000042001,Solids Handling,Biosolids Chemical Addition (Polymer),4,Y,Y,No Change,N,,,3/9/2009,,,,
2012,24000042001,Solids Handling,Biosolids Lagoon,1,Y,Y,No Change,N,,,3/9/2009,,,,
2012,24000042001,Solids Handling,Biosolids Land Application (Spreading),6,Y,Y,No Change,N,,,3/9/2009,,,,
2012,24000042001,Solids Handling,Biosolids Landfill/Trenching,7,Y,Y,No Change,N,,,3/9/2009,,,,
2012,24000042001,Solids Handling,Biosolids Lime Stabilization,5,Y,Y,No Change,N,,,3/9/2009,,,,
2012,24000042001,Solids Handling,"Biosolids Thickening, Gravity",3,Y,Y,No Change,N,,,3/9/2009,,,,
2012,24000042001,Ultraviolet Radiation,"Disinfection, Ultraviolet",1,Y,Y,No Change,N,,,3/9/2009,,,,
2012,24000056001,Solids Handling,Biosolids Mechanical Dewatering (Filter Press),1,Y,Y,Process Improvement,N,,,1/17/2005,,,,
2012,24000086001,Disinfection,"Disinfection, Chlorination",1,Y,Y,No Change,N,,,1/23/2009,,,,
2012,24000086001,Preliminary,Aerated Grit Chambers,1,Y,Y,No Change,N,,,1/23/2009,,,,
2012,24000086001,Primary,Aeration (Pre-treatment),1,Y,Y,No Change,N,,,1/23/2009,,,,
2012,24000086001,Secondary,"Activated Sludge, Pure Oxygen",1,Y,Y,No Change,N,,,1/23/2009,,,,
2012,24000086001,Solids Handling,Biosolids Lime Stabilization,1,Y,Y,No Change,Y,,,1/23/2009,,,,
2012,24000096001,Disinfection,"Disinfection, Liquid Chloride",1,Y,Y,No Change,N,,,2/23/2009,,,,
2012,24000096001,Preliminary,Grit Removal,1,Y,Y,No Change,N,,,2/23/2009,,,,
2012,24000096001,Preliminary,Screen (Bar Rack and Coarse),2,Y,Y,No Change,N,,,2/23/2009,,,,
2012,24000096001,Primary,"Clarification, In-Channel",1,Y,Y,No Change,N,,"Chemical Addition -Coagulants 2.3.1
Primary Chemical Addition (Other) 2.3.5",2/23/2009,,,,
2012,24000096001,Primary,"Sedimentation, Primary",2,Y,Y,No Change,N,,,2/23/2009,,,,
2012,24000096001,Secondary,"Activated Sludge, Conventional",1,Y,Y,No Change,N,,,2/23/2009,,,,
2012,24000096001,Secondary,"Clarification, Secondary",2,Y,Y,No Change,N,,,2/23/2009,,,,
2012,24000096001,Secondary,Flocculation,3,Y,Y,No Change,N,,Secondary Chemical Addition (Other) 3.2.3,2/23/2009,,,,
2012,24000096001,Solids Handling,Biosolids Mechanical Dewatering (Vacuum Filter),1,Y,Y,No Change,N,,,2/23/2009,,,,
2012,24000096001,Solids Handling,Chemical Addition (Polymer),2,Y,Y,No Change,N,,,2/23/2009,,,,
2012,24000143001,Secondary,"Pond, Stabilization",1,N,Y,New,N,,,7/17/2001,,,,
2012,24000300039,Advanced,Filter (Activated Bio-),1,Y,Y,Increase Capacity,Y,2010,2010-2012,2/2/2009,,,,
2012,24000300039,Preliminary,Comminution,1,Y,Y,No Change,Y,,,2/2/2009,,,,
2012,24000300039,Preliminary,"Screen, Mechanical Bar",2,Y,Y,No Change,Y,,,2/2/2009,,,,
2012,24000300039,Primary,Aerated Grit Chambers,1,Y,Y,No Change,N,,,4/13/2009,,,,
2012,24000300039,Secondary,"Activated Sludge, Other Mode",2,Y,Y,No Change,Y,,MLE process,2/3/2009,,,,
2012,24000300039,Secondary,"Chemical Addition (Alum), Secondary",3,Y,Y,No Change,N,,,2/3/2009,,,,
2012,24000300039,Secondary,"Clarification, Secondary",1,Y,Y,Increase Capacity,Y,2010,,2/2/2009,,,,
2012,24000300039,Solids Handling,Biosolids Disposal (Other),4,Y,Y,No Change,N,,Land Application,2/2/2009,,,,
2012,24000300039,Solids Handling,Biosolids Lime Stabilization,3,Y,Y,No Change,Y,,,2/2/2009,,,,
2012,24000300039,Solids Handling,Biosolids Mechanical Dewatering (Centrifuge),2,Y,Y,Increase Capacity,Y,2010,20110-2012,2/2/2009,,,,
2012,24000300039,Solids Handling,"Biosolids Thickening, Gravity",1,Y,Y,No Change,Y,,,2/2/2009,,,,
2012,24000300039,Ultraviolet Radiation,"Disinfection, Ultraviolet",1,Y,Y,No Change,Y,,,2/3/2009,,,,
2012,24000300240,Secondary,"Activated Sludge, Conventional",1,N,Y,New,N,,,7/19/2001,,,,
2012,24000300240,Secondary,Package Plant (Other),1,N,Y,New,N,,,7/19/2001,,,,
2012,25000002001,Disinfection,Dechlorination,1,Y,Y,No Change,N,,,4/16/2009,,,,
2012,25000002001,Preliminary,Grit Removal,1,Y,Y,No Change,N,,,8/26/2008,,,,
2012,25000002001,Primary,"Chemical Addition (Ferric Chloride), Primary",1,Y,Y,No Change,N,,,4/16/2009,,,,
2012,25000002001,Primary,"Clarification, Intermediate",2,Y,Y,No Change,N,,,4/16/2009,,,,
2012,25000002001,Secondary,"Filter, Denitrification with Coarse Media",1,Y,Y,No Change,N,,,4/16/2009,,,,
2012,25000002001,Solids Handling,Biosolids Mechanical Dewatering (Filter Press),1,Y,Y,No Change,N,,,4/16/2009,,,,
2012,25000004001,Disinfection,Dechlorination,1,Y,Y,No Change,N,,,4/9/2009,,,,
2012,25000004001,Preliminary,Grit Removal,1,Y,Y,No Change,N,,,11/18/2008,,,,
2012,25000004001,Preliminary,Screen (Bar Rack and Coarse),2,Y,Y,No Change,N,,,4/9/2009,,,,
2012,25000004001,Primary,"Chemical Addition (Ferric Chloride), Primary",1,Y,Y,No Change,N,,,4/9/2009,,,,
2012,25000004001,Secondary,"Filter, Denitrification with Coarse Media",1,Y,Y,No Change,N,,,4/9/2009,,,,
2012,25000024001,Preliminary,Comminution,2,Y,Y,Increase Level Of Treatment,N,2009,,3/18/2009,,,,
2012,25000024001,Preliminary,Grit Removal,1,Y,Y,Rehabilitation,N,,,9/30/2008,,,,
2012,25000024001,Primary,Aeration (Pre-treatment),1,Y,Y,Rehabilitation,N,2009,,3/18/2009,,,,
2012,25000024001,Secondary,"Filter, Denitrification with Coarse Media",2,Y,Y,Rehabilitation,N,2010,,3/18/2009,,,,
2012,25000024001,Secondary,"Sedimentation, Chemical Precipitation",1,Y,Y,Rehabilitation,N,2010,,3/18/2009,,,,
2012,25000025001,Advanced,"Activated Sludge, Anaerobic/Anoxic",1,Y,Y,Increase Level Of Treatment,N,2014,,3/5/2009,,,,
2012,25000025001,Preliminary,Screen (Fine and Microstrainers),1,Y,Y,Increase Level Of Treatment,N,2012,,3/5/2009,,,,
2012,25000025001,Primary,Aeration (Pre-treatment),1,Y,Y,Increase Level Of Treatment,N,,,3/5/2009,,,,
2012,25000025001,Secondary,"Activated Sludge, Other Mode",1,Y,Y,Increase Level Of Treatment,N,2012,,3/5/2009,,,,
2012,25000027001,Advanced,Ammonia Stripping,2,Y,Y,Increase Level Of Treatment,N,2012,,4/19/2009,,,,
2012,25000027001,Advanced,"Lime Treatment, Two Stage Primary",1,Y,Y,Increase Level Of Treatment,N,2012,,4/19/2009,,,,
2012,25000027001,Advanced,"Phosphorus Removal, Biological",3,Y,Y,Increase Level Of Treatment,N,2014,,4/19/2009,,,,
2012,25000027001,Disinfection,Dechlorination,1,Y,Y,No Change,N,,,4/19/2009,,,,
2012,25000027001,Preliminary,Grit Removal,1,Y,Y,No Change,N,,,4/19/2009,,,,
2012,25000027001,Primary,"Chemical Addition (Ferric Chloride), Primary",1,Y,Y,No Change,N,,,4/19/2009,,,,
2012,25000027001,Secondary,"Activated Sludge, Conventional",1,Y,Y,No Change,N,,,4/19/2009,,,,
2012,25000035001,Disinfection,Dechlorination,1,Y,Y,No Change,N,,,4/14/2009,,,,
2012,25000035001,Preliminary,Grit Removal,1,Y,Y,No Change,N,,,12/1/2008,,,,
2012,25000035001,Preliminary,Screen (Bar Rack and Coarse),2,Y,Y,No Change,N,,,4/14/2009,,,,
2012,25000035001,Primary,"Sedimentation, Primary",1,Y,Y,No Change,N,,,4/14/2009,,,,
2012,25000035001,Secondary,"Chemical Addition (Ferric Chloride), Secondary",1,Y,Y,No Change,N,,,4/14/2009,,,,
2012,25000035001,Secondary,"Filter, Denitrification with Coarse Media",2,Y,Y,No Change,N,,,4/14/2009,,,,
2012,25000037001,Advanced,"Lime Treatment, Two Stage Primary",1,Y,Y,No Change,N,,,4/19/2009,,,,
2012,25000037001,Disinfection,Dechlorination,1,Y,Y,No Change,N,,,4/19/2009,,,,
2012,25000037001,Preliminary,Grit Removal,1,Y,Y,Replacement,N,2008,,8/21/2008,,,,
2012,25000037001,Preliminary,Screen (Bar Rack and Coarse),2,Y,Y,No Change,N,,,4/19/2009,,,,
2012,25000037001,Primary,"Sedimentation, Primary",1,Y,Y,No Change,N,,,4/19/2009,,,,
2012,25000037001,Secondary,"Filter, Denitrification with Fine Media",1,Y,Y,No Change,N,,,4/19/2009,,,,
2012,25000038001,Disinfection,"Disinfection, Gaseous Chloride",1,Y,Y,No Change,N,,,1/26/2009,,,,
2012,25000038001,Preliminary,Grit Removal,1,Y,Y,No Change,N,,,9/8/2008,,,,
2012,25000038001,Primary,"Sedimentation, Primary",1,Y,Y,No Change,N,,,1/26/2009,,,,
2012,25000038001,Secondary,"Chemical Addition (Ferric Chloride), Secondary",1,Y,Y,No Change,N,,,1/26/2009,,,,
2012,25000038001,Solids Handling,"Biosolids Aerobic Digestion, Oxygen",1,Y,Y,No Change,N,,,1/26/2009,,,,
2012,25000040001,Disinfection,Dechlorination,1,Y,Y,No Change,N,,,4/14/2009,,,,
2012,25000040001,Preliminary,Grit Removal,1,Y,Y,No Change,N,,,9/30/2008,,,,
2012,25000040001,Preliminary,Screen (Bar Rack and Coarse),2,Y,Y,No Change,N,,,4/14/2009,,,,
2012,25000040001,Primary,Sedimentation,2,Y,Y,No Change,N,,,4/14/2009,,,,
2012,25000040001,Primary,"Sedimentation, Primary",1,Y,Y,No Change,N,,,4/14/2009,,,,
2012,25000040001,Secondary,"Activated Sludge, Conventional",1,Y,Y,No Change,N,,,4/14/2009,,,,
2012,25000040001,Solids Handling,Biosolids Landfill/Trenching,1,Y,Y,No Change,N,,,4/14/2009,,,,
2012,25000041001,Advanced,"Nitrification, Biological (Combined and BOD Reduction)",1,Y,Y,No Change,N,,,4/7/2009,,,,
2012,25000041001,Disinfection,"Disinfection, Chlorination",1,Y,Y,No Change,N,,,4/7/2009,,,,
2012,25000041001,Preliminary,Grit Removal,1,Y,Y,No Change,N,,,11/12/2008,,,,
2012,25000041001,Preliminary,Screen (Bar Rack and Coarse),2,Y,Y,No Change,N,,,4/7/2009,,,,
2012,25000041001,Primary,"Sedimentation, Primary",1,Y,Y,No Change,N,,,4/7/2009,,,,
2012,25000041001,Secondary,"Trickling Filter, Rock Media",1,Y,Y,No Change,N,,,4/7/2009,,,,
2012,25000041001,Solids Handling,"Biosolids Anaerobic Digestion, Other",1,Y,Y,No Change,N,,,4/7/2009,,,,
2012,25000042001,Advanced,"Nitrification, Biological (Combined and BOD Reduction)",1,Y,Y,Increase Level Of Treatment,N,2013,,4/8/2009,,,,
2012,25000042001,Preliminary,Aerated Grit Chambers,2,Y,Y,Increase Level Of Treatment,N,2013,,4/8/2009,,,,
2012,25000042001,Preliminary,Grit Removal,1,Y,Y,No Change,N,,,8/6/2008,,,,
2012,25000042001,Primary,Aeration (Post-treatment),3,Y,Y,Increase Level Of Treatment,N,2013,,4/8/2009,,,,
2012,25000042001,Primary,"Chemical Addition (Ferric Chloride), Primary",1,Y,Y,No Change,N,,,4/8/2009,,,,
2012,25000042001,Primary,"Sedimentation, Primary",2,Y,Y,No Change,N,,,4/8/2009,,,,
2012,25000042001,Secondary,"Clarification, Secondary",2,Y,Y,Replacement,N,2013,,4/8/2009,,,,
2012,25000042001,Secondary,"Filter, Denitrification with Coarse Media",1,Y,Y,No Change,N,,,4/8/2009,,,,
2012,25000059001,Advanced,"Nitrification, Biological (Combined and BOD Reduction)",1,Y,Y,Increase Level Of Treatment,N,2015,,3/31/2009,,,,
2012,25000059001,Preliminary,Grit Removal,1,Y,Y,Rehabilitation,N,,,11/18/2008,,,,
2012,25000059001,Primary,"Sedimentation, Primary",1,N,Y,New,N,2010,,3/31/2009,,,,
2012,25000059001,Secondary,"Filter, Mixed Media",1,Y,Y,Replacement,N,,,3/31/2009,,,,
2012,25000060001,Preliminary,Aerated Grit Chambers,1,Y,Y,No Change,N,,,8/5/2008,,,,
2012,25000060001,Primary,"Sedimentation, Primary",1,Y,Y,No Change,N,,,4/3/2009,,,,
2012,25000060001,Secondary,"Activated Sludge, Conventional",1,Y,Y,No Change,N,,,8/5/2008,,,,
2012,25000062001,Preliminary,Grit Removal,1,Y,Y,No Change,N,,,3/18/2009,,,,
2012,25000062001,Primary,Aeration (Pre-treatment),1,Y,Y,No Change,N,,,3/18/2009,,,,
2012,25000062001,Secondary,"Filter, Rapid Sand",1,Y,Y,No Change,N,,,3/18/2009,,,,
2012,25000073001,Disinfection,Dechlorination,1,Y,Y,No Change,N,,,4/8/2009,,,,
2012,25000073001,Preliminary,Grit Removal,1,Y,Y,Rehabilitation,N,,,9/22/2008,,,,
2012,25000073001,Primary,"Chemical Addition (Ferric Chloride), Primary",1,Y,Y,No Change,N,,,4/8/2009,,,,
2012,25000073001,Secondary,"Filter, Denitrification with Coarse Media",2,Y,Y,No Change,N,,,4/8/2009,,,,
2012,25000073001,Secondary,"Sedimentation, Chemical Precipitation",1,Y,Y,No Change,N,,,4/8/2009,,,,
2012,25000091001,Preliminary,Grit Removal,1,Y,Y,No Change,N,,,11/24/2008,,,,
2012,25000091001,Primary,"Sedimentation, Primary",1,Y,Y,No Change,N,,,4/7/2009,,,,
2012,25000091001,Secondary,"Sedimentation, Chemical Precipitation",1,Y,Y,No Change,N,,,4/7/2009,,,,
2012,25000128001,Disinfection,"Disinfection, Chlorination",1,Y,Y,"Rehabilitation, Process Improvement",N,,,7/24/2008,,,,
2012,25000128001,Preliminary,Grit Removal,1,Y,Y,Rehabilitation,N,,,7/24/2008,,,,
2012,25000128001,Preliminary,Screen (Bar Rack and Coarse),2,Y,Y,Rehabilitation,N,,,7/24/2008,,,,
2012,25000128001,Primary,"Clarification, Intermediate",1,Y,Y,"Rehabilitation, Process Improvement",N,,,7/24/2008,,,,
2012,25000128001,Secondary,"Activated Sludge, Anaerobic/Anoxic/Oxic",1,Y,Y,"Rehabilitation, Process Improvement",N,,,7/24/2008,,,,
2012,25000128001,Solids Handling,"Biosolids Anaerobic Digestion, Other",3,Y,Y,"Rehabilitation, Process Improvement",N,,,7/24/2008,,,,
2012,25000128001,Solids Handling,Biosolids Distribution And/Or Marketing of Biosolids,5,Y,Y,"Rehabilitation, Process Improvement",N,,,7/24/2008,,,,
2012,25000128001,Solids Handling,Biosolids Heat Recovery and Utilization,4,Y,Y,Rehabilitation,N,,,7/24/2008,,,,
2012,25000128001,Solids Handling,Biosolids Mechanical Dewatering (Centrifuge),1,Y,Y,"Rehabilitation, Process Improvement",N,,,7/24/2008,,,,
2012,25000128001,Solids Handling,"Biosolids Thickening, Gravity",2,Y,Y,"Rehabilitation, Process Improvement",N,,,7/24/2008,,,,
2012,25000190001,Preliminary,Aerated Grit Chambers,1,Y,Y,No Change,N,,,12/17/2008,,,,
2012,25000390001,Secondary,"Activated Sludge, Extended Aeration",1,Y,Y,No Change,N,,,8/20/2001,,,,
2012,25200800059,Preliminary,Grit Removal,1,Y,Y,Increase Level Of Treatment,N,2014,,3/10/2009,,,,
2012,25200800059,Primary,"Microstrainer, Secondary",1,Y,Y,Increase Level Of Treatment,N,2014,,3/10/2009,,,,
2012,25200800059,Secondary,Freesurface/Wetland (Marsh System),1,Y,Y,Increase Level Of Treatment,N,,,3/10/2009,,,,
2012,26000055001,Disinfection,Dechlorination,2,Y,Y,No Change,N,,,2/11/2009,,,,
2012,26000055001,Disinfection,"Disinfection, Other Chemical",1,Y,Y,No Change,N,,Sodium Hypochlorite,2/11/2009,,,,
2012,26000055001,Preliminary,Comminution,2,Y,Y,No Change,N,,,9/17/2008,,,,
2012,26000055001,Preliminary,Grit Removal,1,Y,Y,No Change,N,,,9/17/2008,,,,
2012,26000055001,Preliminary,"Pumping, Influent",3,Y,Y,No Change,N,,,9/17/2008,,,,
2012,26000055001,Preliminary,"Screen, Bar",4,Y,Y,No Change,N,,,9/17/2008,,,,
2012,26000055001,Primary,Aeration (Post-treatment),1,Y,Y,No Change,N,,,9/17/2008,,,,
2012,26000055001,Primary,"Chemical Addition (Alum), Primary",2,Y,Y,No Change,N,,,9/17/2008,,,,
2012,26000055001,Primary,"Equalization, Flow",3,Y,Y,No Change,N,,,9/17/2008,,,,
2012,26000055001,Primary,Neutralization,5,Y,Y,No Change,N,,,9/17/2008,,,,
2012,26000055001,Primary,"Sedimentation, Primary",4,Y,Y,No Change,N,,,9/17/2008,,,,
2012,26000055001,Secondary,"Activated Sludge, Conventional",2,Y,Y,No Change,N,,,9/17/2008,,,,
2012,26000055001,Secondary,"Chemical Addition (Ferric Chloride), Secondary",3,Y,Y,No Change,N,,,2/11/2009,,,,
2012,26000055001,Secondary,"Filter, Mixed Media",1,Y,Y,No Change,N,,,9/17/2008,,,,
2012,26000055001,Secondary,"Filter, Rapid Sand",4,Y,Y,No Change,N,,,2/11/2009,,,,
2012,26000055001,Solids Handling,"Biosolids Incineration, Multiple Hearth",2,Y,Y,"Increase Capacity, Increase Level Of Treatment",N,,,9/17/2008,,,,
2012,26000055001,Solids Handling,Biosolids Landfill/Trenching,3,Y,Y,No Change,N,,,9/17/2008,,,,
2012,26000055001,Solids Handling,Biosolids Mechanical Dewatering (Vacuum Filter),1,Y,Y,"Increase Capacity, Increase Level Of Treatment",N,,,9/17/2008,,,,
2012,26000055001,Solids Handling,Biosolids Other Dewatering,4,Y,Y,No Change,N,,,9/17/2008,,,,
2012,26000058001,Advanced,"Lime Treatment, Single Stage Tertiary",1,Y,Y,No Change,N,,,2/6/2009,,,,
2012,26000058001,Preliminary,Aerated Grit Chambers,2,Y,Y,No Change,N,,,10/22/2008,,,,
2012,26000058001,Preliminary,Grit Removal,3,Y,Y,No Change,N,,,10/22/2008,,,,
2012,26000058001,Preliminary,"Screen, Bar",1,Y,Y,No Change,N,,,10/22/2008,,,,
2012,26000058001,Primary,Aeration (Pre-treatment),2,Y,Y,No Change,N,,,10/22/2008,,,,
2012,26000058001,Primary,"Equalization, Flow",1,Y,Y,No Change,N,,,10/22/2008,,,,
2012,26000058001,Secondary,"Clarification, Secondary",1,Y,Y,No Change,N,,,10/22/2008,,,,
2012,26000058001,Secondary,"Filter, Slow Sand",2,Y,Y,No Change,N,,,10/22/2008,,,,
2012,26000058001,Solids Handling,Biosolids Incineration (Other),5,Y,Y,No Change,N,,,10/22/2008,,,,
2012,26000058001,Solids Handling,Biosolids Landfill/Trenching,6,Y,Y,No Change,N,,,10/22/2008,,,,
2012,26000058001,Solids Handling,Biosolids Mechanical Dewatering (Centrifuge),1,Y,Y,No Change,N,,,10/22/2008,,,,
2012,26000058001,Solids Handling,Biosolids Mechanical Dewatering (Filter Press),3,Y,Y,No Change,N,,,10/22/2008,,,,
2012,26000058001,Solids Handling,Biosolids Mechanical Dewatering (Vacuum Filter),4,Y,Y,No Change,N,,,10/22/2008,,,,
2012,26000058001,Solids Handling,Biosolids Wet Air Oxidation,2,Y,Y,No Change,N,,,10/22/2008,,,,
2012,26000058001,Ultraviolet Radiation,"Disinfection, Ultraviolet",1,Y,Y,No Change,N,,,2/6/2009,,,,
2012,26000108001,Advanced,"Activated Carbon, Powdered",1,Y,Y,No Change,N,,,9/18/2008,,,,
2012,26000108001,Advanced,"Nitrification, Biological (Combined and BOD Reduction)",2,Y,Y,No Change,N,,,9/18/2008,,,,
2012,26000108001,Disinfection,"Disinfection, Chlorination",1,Y,Y,No Change,N,,,9/18/2008,,,,
2012,26000108001,Preliminary,Comminution,3,Y,Y,No Change,N,,,9/18/2008,,,,
2012,26000108001,Preliminary,Grit Removal,2,Y,Y,No Change,N,,,9/18/2008,,,,
2012,26000108001,Preliminary,"Screen, Bar",1,Y,Y,No Change,N,,,9/18/2008,,,,
2012,26000108001,Primary,"Sedimentation, Primary",1,Y,Y,No Change,N,,,9/18/2008,,,,
2012,26000108001,Secondary,"Activated Sludge, Conventional",3,Y,Y,No Change,N,,,9/18/2008,,,,
2012,26000108001,Secondary,"Chemical Addition (Alum), Secondary",2,Y,Y,No Change,N,,,9/18/2008,,,,
2012,26000108001,Secondary,"Filter, Slow Sand",1,Y,Y,No Change,N,,,9/18/2008,,,,
2012,26000108001,Solids Handling,"Biosolids Incineration, Multiple Hearth",5,Y,Y,No Change,N,,,9/18/2008,,,,
2012,26000108001,Solids Handling,Biosolids Landfill/Trenching,3,Y,Y,No Change,N,,,9/18/2008,,,,
2012,26000108001,Solids Handling,Biosolids Mechanical Dewatering (Vacuum Filter),4,Y,Y,No Change,N,,,9/18/2008,,,,
2012,26000108001,Solids Handling,"Biosolids Thickening, Gravity",1,Y,Y,No Change,N,,,9/18/2008,,,,
2012,26000108001,Solids Handling,Biosolids Wet Air Oxidation,2,Y,Y,No Change,N,,,9/18/2008,,,,
2012,26000214001,Preliminary,Comminution,1,Y,Y,No Change,N,,,1/27/2009,,,,
2012,26000214001,Primary,Aeration (Pre-treatment),1,Y,Y,No Change,N,,,1/27/2009,,,,
2012,26000214001,Secondary,"Chemical Addition (Alum), Secondary",3,Y,Y,No Change,N,,,9/18/2008,,,,
2012,26000214001,Secondary,"Lagoon, Aerated",1,Y,Y,No Change,N,,,9/18/2008,,,,
2012,26000214001,Secondary,"Land Application, Slow Rate, With Underdrain",4,Y,Y,No Change,N,,,1/27/2009,,,,
2012,26000214001,Secondary,"Pond, Stabilization",2,Y,Y,No Change,N,,,9/18/2008,,,,
2012,26000214001,Secondary,"Rapid Infiltration System, With Underdrain",5,Y,Y,No Change,N,,,1/27/2009,,,,
2012,26000214001,Solids Handling,"Biosolids Air Drying, Other Media",1,Y,Y,No Change,N,,,1/27/2009,,,,
2012,26000214001,Solids Handling,Biosolids Disposal (Other),2,Y,Y,No Change,N,,Landfill,1/27/2009,,,,
2012,26000313001,Advanced,"Activated Sludge, Anaerobic/Anoxic",1,Y,Y,No Change,N,,,12/12/2008,,,,
2012,26000313001,Advanced,"Nitrification, Biological (Combined and BOD Reduction)",2,Y,Y,No Change,N,,,12/12/2008,,,,
2012,26000313001,Advanced,"Phosphorus Removal, Biological",3,Y,Y,Process Improvement,N,2010,,12/12/2008,,,,
2012,26000313001,Preliminary,Aerated Grit Chambers,3,Y,Y,No Change,N,,,12/12/2008,,,,
2012,26000313001,Preliminary,"Equalization, at POTW",4,N,Y,New,N,2009,,12/12/2008,,,,
2012,26000313001,Preliminary,Grit Removal,2,Y,Y,No Change,N,,,9/18/2008,,,,
2012,26000313001,Preliminary,"Screen, Bar",1,Y,Y,No Change,N,,,9/18/2008,,,,
2012,26000313001,Preliminary,Scum Removal,5,Y,Y,No Change,N,,,12/12/2008,,,,
2012,26000313001,Primary,"Sedimentation, Primary",1,Y,Y,No Change,N,,,9/18/2008,,,,
2012,26000313001,Secondary,"Activated Sludge, Anaerobic/Anoxic/Oxic",1,Y,Y,No Change,N,,,12/12/2008,,,,
2012,26000313001,Secondary,"Activated Sludge, Complete Mix",2,Y,Y,No Change,N,,,12/12/2008,,,,
2012,26000313001,Secondary,"Clarification, Secondary",3,Y,Y,No Change,N,,,12/12/2008,,,,
2012,26000313001,Solids Handling,"Biosolids Anaerobic Digestion, Other",1,N,Y,New,N,2012,,12/12/2008,,,,
2012,26000313001,Solids Handling,Biosolids Heat Drying,3,N,Y,New,N,2014,,12/12/2008,,,,
2012,26000313001,Solids Handling,Biosolids Mechanical Dewatering (Centrifuge),4,Y,Y,No Change,N,,,12/12/2008,,,,
2012,26000313001,Solids Handling,Biosolids Mechanical Dewatering (Filter Press),5,Y,Y,No Change,N,,,12/12/2008,,,,
2012,26000313001,Solids Handling,Biosolids Other Treatment,2,Y,Y,No Change,N,,,12/12/2008,,,,
2012,26000313001,Ultraviolet Radiation,"Disinfection, UV Radiation",1,Y,Y,No Change,N,,,12/12/2008,,,,
2012,26000334001,Disinfection,"Disinfection, Liquid Chloride",1,Y,Y,No Change,N,,,9/18/2008,,,,
2012,26000334001,Preliminary,Grit Removal,1,Y,Y,No Change,N,,,9/18/2008,,,,
2012,26000334001,Primary,"Equalization, Flow",1,N,Y,New,N,,,9/18/2008,,,,
2012,26000334001,Primary,"Sedimentation, Primary",2,Y,Y,No Change,N,,,9/18/2008,,,,
2012,26000334001,Secondary,"Activated Sludge, Conventional",2,Y,Y,Increase Level Of Treatment,N,,,9/18/2008,,,,
2012,26000334001,Secondary,"Chemical Addition (Ferric Chloride), Secondary",1,Y,Y,No Change,N,,,9/18/2008,,,,
2012,26000334001,Secondary,"Trickling Filter, Rock Media",3,Y,Y,Increase Level Of Treatment,N,,,9/18/2008,,,,
2012,26000334001,Solids Handling,"Biosolids Anaerobic Digestion, Other",2,Y,Y,Increase Level Of Treatment,N,,,9/18/2008,,,,
2012,26000334001,Solids Handling,"Biosolids Incineration, Multiple Hearth",3,Y,Y,Increase Level Of Treatment,N,,,9/18/2008,,,,
2012,26000334001,Solids Handling,Biosolids Lagoon,4,N,Y,New,N,,,9/18/2008,,,,
2012,26000334001,Solids Handling,Biosolids Land Application (Spreading),5,Y,Y,No Change,N,,,9/18/2008,,,,
2012,26000334001,Solids Handling,Biosolids Mechanical Dewatering (Vacuum Filter),1,Y,Y,Increase Level Of Treatment,N,,,9/18/2008,,,,
2012,26000344001,Advanced,Chemical Addition (Polymer),1,Y,Y,No Change,N,,,2/12/2009,,,,
2012,26000344001,Advanced,"Phosphorus Removal, Biological",2,Y,Y,No Change,N,,,2/12/2009,,,,
2012,26000344001,Disinfection,"Disinfection, Chlorination",1,Y,Y,No Change,N,,,2/11/2009,,,,
2012,26000344001,Preliminary,Comminution,1,Y,Y,No Change,N,,,2/12/2009,,,,
2012,26000344001,Preliminary,Grit Removal,2,Y,Y,No Change,N,,,2/12/2009,,,,
2012,26000344001,Preliminary,"Pumping, Influent",3,Y,Y,No Change,N,,,2/12/2009,,,,
2012,26000344001,Preliminary,"Screen, Bar",4,Y,Y,No Change,N,,,2/12/2009,,,,
2012,26000344001,Preliminary,Scum Removal,5,Y,Y,No Change,N,,,2/12/2009,,,,
2012,26000344001,Preliminary,"Storage (Off-line, e.g. Retention Basins)",6,Y,Y,No Change,N,,,2/12/2009,,,,
2012,26000344001,Primary,Aeration (Post-treatment),1,Y,Y,No Change,N,,,2/12/2009,,,,
2012,26000344001,Primary,"Chemical Addition (Ferric Chloride), Primary",2,Y,Y,No Change,N,,,2/12/2009,,,,
2012,26000344001,Primary,Sedimentation,3,Y,Y,No Change,N,,,2/12/2009,,,,
2012,26000344001,Secondary,"Activated Sludge, Other Mode",1,Y,Y,No Change,N,,"Aeration, Oxidation",2/12/2009,,,,
2012,26000344001,Secondary,"Clarification, Secondary",2,Y,Y,No Change,N,,,2/12/2009,,,,
2012,26000344001,Solids Handling,Biosolids Land Application (Spreading),2,Y,Y,No Change,N,,,2/12/2009,,,,
2012,26000344001,Solids Handling,Biosolids Landfill/Trenching,3,Y,Y,No Change,N,,,2/12/2009,,,,
