Place ID,order_key,PDF_File,as_of_dates,n_snapshots
266940,413302,4760_R4-2017-0124_WDR_PKG.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
267130,399400,2171_R4-2005-0024_FS.pdf,2021-06-01,1
267130,399400,2171_R4-2005-0024_WDR.pdf,2021-06-01,1
267130,399400,2171_R4-2010-0071_ATT.pdf,2021-06-01,1
267130,399400,2171_R4-2010-0071_WDR_PKG.pdf,2021-06-01,1
267130,399400,2171_R4-2015-0119-A01_WDR_PKG_amd.pdf,2021-06-01,1
267130,399400,2171_R4-2015-0119_WDR_PKG.pdf,2021-06-01,1
267130,443776,2171_R4-2005-0024_FS.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,5
267130,443776,2171_R4-2005-0024_WDR.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,5
267130,443776,2171_R4-2010-0071_ATT.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,5
267130,443776,2171_R4-2010-0071_WDR_PKG.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,5
267130,443776,2171_R4-2015-0119-A01_WDR_PKG_amd.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,5
267130,443776,2171_R4-2015-0119_WDR_PKG.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,5
267130,443776,TIWRP Adopted Permit 06102021_signed.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,6
267571,412169,5695_R4-2006-0091_FS.pdf,2021-06-01;2022-06-01,2
267571,412169,5695_R4-2006-0091_WDR.pdf,2021-06-01;2022-06-01,2
267571,412169,5695_R4-2010-0060_FS_amd.pdf,2021-06-01;2022-06-01,2
267571,412169,5695_R4-2010-0060_WDR_amd.pdf,2021-06-01;2022-06-01,2
267571,412169,5695_R4-2011-0196_WDR_PKG.pdf,2021-06-01;2022-06-01,2
267571,412169,5695_R4-2017-0062_WDR_PKG.pdf,2021-06-01;2022-06-01,2
267571,447892,5695_R4-2006-0091_FS.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01,4
267571,447892,5695_R4-2006-0091_WDR.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01,4
267571,447892,5695_R4-2010-0060_FS_amd.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01,4
267571,447892,5695_R4-2010-0060_WDR_amd.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01,4
267571,447892,5695_R4-2011-0196_WDR_PKG.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01,4
267571,447892,5695_R4-2017-0062_WDR_PKG.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01,4
267571,447892,Adopted DCTWRP NPDES CI-5695_01242023.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,5
267585,147537,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
267596,377941,7418_R4-2011-0193_WDR_PKG.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01,4
267596,458724,Todd Road Jail WWTP_Revised WDR_CI-7418_2024-10-08.pdf,2025-06-01;2026-06-01;2026-08-13,3
267637,,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2026-08-13,5
267637,393699,3185_WDR_COV_2025-04-29.pdf,2025-06-01;2026-06-01,2
268043,376755,7020_R4-2013-0019_WDR_PKG.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
268548,397452,3017_R4-2014-0188_WDR_PKG.pdf,2021-06-01;2022-06-01;2023-06-01,3
268548,452463,3017_Attachments.pdf,2024-06-01;2025-06-01;2026-06-01;2026-08-13,4
268548,452463,3017_R4-2023-0294.pdf,2024-06-01;2025-06-01;2026-06-01;2026-08-13,4
268842,393568,4840_R4-2013-0137_WDR_PKG.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
268923,138597,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
268926,442761,R5-2008-0183.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
268926,442761,r5-2014-0152.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
268926,442761,r5-2021-0007_npdes.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
268960,413425,060926_0049_NPDESUkiah.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01,4
268960,413425,12_0068_NPDES_Ukiah_CAG_120905.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01,4
268960,413425,18_0035_Ukiah_NPDES.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01,4
268960,458153,060926_0049_NPDESUkiah.pdf,2025-06-01;2026-06-01,2
268960,458153,12_0068_NPDES_Ukiah_CAG_120905.pdf,2025-06-01;2026-06-01,2
268960,458153,18_0035_Ukiah_NPDES.pdf,2025-06-01;2026-06-01,2
268960,458153,24_0016_Ukiah_NPDES_07.18.2024_signed.pdf,2025-06-01;2026-06-01;2026-08-13,3
269042,,EBDA - R2-2022-0023.pdf,2024-06-01;2025-06-01;2026-06-01;2026-08-13,4
269042,448549,EBDA - R2-2017-0016.pdf,2021-06-01;2022-06-01;2023-06-01,3
269042,448549,EBDA - R2-2022-0023.pdf,2023-06-01,1
269042,448549,Nutrient Watershed Permit - R2-2014-0014.pdf,2023-06-01,1
269042,448549,R2-2012-0004.pdf,2023-06-01,1
269042,448549,R2-2018-0010.pdf,2023-06-01,1
269335,194952,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
269449,407223,0004naval_air_npdes.pdf,2021-06-01,1
269449,445859,0004naval_air_npdes.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,5
269449,445859,R7-2021-0045.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,6
269534,137891,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
269543,319757,12_0033_WDR_USCG.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
269543,319757,12_0033_WDR_USCG_MRPRevision.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
269584,86-164,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
269584,97-010-DWQ,,2026-08-13,1
269589,405195,R7-2016-0032.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
269591,145259,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
269601,410165,Posco R2-2011-0048.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
269601,410165,R2-2016-0043.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
269989,425154,EncinaOO_FinalOrderR9-2018-0059.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
269989,425154,R9-2011-0019.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
270006,451028,Order R2-2023-0001.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,5
270006,R2-2017-0035,,2021-06-01;2022-06-01,2
270096,434967,R7-2015-0002.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01,5
270096,434967,R7-2020-0007.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01,5
270096,464130,R7-2015-0002.pdf,2026-06-01,1
270096,464130,R7-2020-0007.pdf,2026-06-01,1
270096,464130,R7-2026-0003.pdf,2026-06-01;2026-08-13,2
270105,133379,r5-2005-0066_WDR.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
270105,2014-0153-DWQ,,2026-08-13,1
270419,420359,R6V-2008-004 VVWRA NPDES.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
270419,420359,R6V-2013-0038 VVWRA NPDES.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
270419,420359,r6v_2020_0028_vvwra_npdes_permit.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
270563,131178,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
270563,420930,The Villas_NOA-Memo-MRP.pdf,2026-08-13,1
270618,132042,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
270849,395514,4993_R4-2009-0074_WDR.pdf,2021-06-01;2022-06-01,2
270849,395514,4993_R4-2015-0071_WDR_PKG.pdf,2021-06-01;2022-06-01,2
270849,435564,4993_R4-2009-0074_WDR.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01,4
270849,435564,4993_R4-2015-0071_WDR_PKG.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01,4
270849,435564,4993_R4-2022-0174_WDR_PKG.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,5
271054,437203,1822_R4-2008-0011_WDR_PKG.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01,5
271054,437203,1822_R4-2013-0174_WDR_PKG.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01,5
271054,437203,1822_R4-2020-0024_WDR.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01,5
271054,463702,1822_R4-2008-0011_WDR_PKG.pdf,2026-06-01,1
271054,463702,1822_R4-2013-0174_WDR_PKG.pdf,2026-06-01,1
271054,463702,1822_R4-2020-0024_WDR.pdf,2026-06-01;2026-08-13,2
271054,463702,VWRF Adopted NPDES CI-10859.pdf,2026-06-01;2026-08-13,2
271593,91-092,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
271617,132651,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
271617,422077,2014-0153-dwq-r5275_NOA.pdf,2026-08-13,1
271740,144441,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
271771,89-049,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
271772,87-068,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
271777,402417,R8-2015-0023_El_Toro_Water_District.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
271777,402417,R8-2019-0052_El_Toro_Water_District_WDR_Amendment_of_R8-2015-0023.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
271781,395597,r5-2016-0028.pdf,2021-06-01,1
271781,445985,r5-2022-0004-01_npdes.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,6
271781,445985,r5-2022-0004_npdes.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,6
271781,445985,r5-2023-0032_npdes_ao.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,6
271805,397469,R5-2016-0023.pdf,2021-06-01;2022-06-01,2
271805,438991,R5-2016-0023.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01,4
271805,438991,r5-2022-0033_npdes.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,5
271808,132348,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
271836,140995,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
271872,396491,R3-2008-0016 NPDES permit Watsonville WWTP.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
271872,396491,Watsonville WWTP 14-0006 FINAL.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
271887,373917,r5-2013-0092_npdes.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
271887,420594,12_21_2021_ 9787284_ REVISED NOA_ 12_21_2021.pdf,2026-08-13,1
271887,420594,2014-0153-DWQ-R5289.pdf,2026-08-13,1
271915,381306,18_0004_Weaverville_WDR_.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
271942,138756,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
271945,138755,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
272009,428683,19_0003_Weott_CSD_WWTP_WDR.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
272082,428795,WCA R2-2008-0003.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01,4
272082,428795,WCA R2-2019-0003 - 02-2019.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01,4
272082,457271,R2-2024-0008 West County.pdf,2025-06-01;2026-06-01;2026-08-13,3
272082,457271,WCA R2-2008-0003.pdf,2025-06-01;2026-06-01,2
272082,457271,WCA R2-2019-0003 - 02-2019.pdf,2025-06-01;2026-06-01,2
272109,140868,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
272109,438755,2014-0153-dwq-r5336_noa.pdf,2026-08-13,1
272279,140871,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
272291,416553,0017westmorland.pdf,2021-06-01;2022-06-01,2
272291,447749,0017westmorland.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01,4
272291,447749,R7-2023-0002.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,5
272298,138704,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
272344,429567,R5-2019-0061.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
272418,142238,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
272434,184989,General WDR 97-10-DWQ.pdf,2026-08-13,1
272434,98-076,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
272444,393806,r5-2013-0125.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
272444,393806,r5-2014-0122.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
272444,461529,R5-2023-0025-010.pdf,2026-08-13,1
272456,134022,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
272456,404820,2014_0153_dwq.pdf,2026-08-13,1
272480,194460,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
272525,146997,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
272525,456631,R3-2020-0020 NOA San Miguelito_final.pdf,2026-08-13,1
272537,131300,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
272563,132029,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
272631,396977,R5-2008-0185.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
272631,396977,r5-2014-0078.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
272631,433345,R5-2023-0025-009_noa.pdf,2026-08-13,1
272646,400116,100716_10_0017_NPDES_Willits_WWTF.pdf,2021-06-01,1
272646,400116,15_0029_City_of_Willits_WWTF_NPDES.pdf,2021-06-01,1
272646,438175,100716_10_0017_NPDES_Willits_WWTF.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,5
272646,438175,15_0029_City_of_Willits_WWTF_NPDES.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,5
272646,438175,21_0021_Willits_WWTF_NPDES.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,6
272704,410961,2006-0009.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
272704,410961,R5-2016-0090.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
272704,410961,r5-2011-0072.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
272704,447786,R5-2017-0085-01.pdf,2026-08-13,1
272704,447786,willows_wwtp_noa_signed.pdf,2026-08-13,1
272716,146697,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
272716,422942,WilseyvilleWWTP_NOA.pdf,2026-08-13,1
272758,146132,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
272790,427515,07_0013_NPDES_WindsorModification_Adopted_110201_SIGNED.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
272790,427515,11_0006_Windsor_NPDES_Adopted_110201_SIGNED.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
272790,427515,13_0042_Windsor_NPDES_permit_final.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
272790,427515,20_0010_Windsor Water District_NPDES.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
272837,131692,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
272919,141175,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
272945,145322,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
272960,438341,R5-2009-0010.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01,5
272960,438341,r5-2014-0120-01.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01,5
272960,438341,r5-2020-0015_npdes.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01,5
272960,464598,R5-2009-0010.pdf,2026-06-01,1
272960,464598,r5-2014-0120-01.pdf,2026-06-01,1
272960,464598,r5-2020-0015_npdes.pdf,2026-06-01,1
272960,464598,r5-2026-0004_npdes.pdf,2026-06-01;2026-08-13,2
272975,403881,Order No. R9-2015-0104- final.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
272986,143798,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
272989,141279,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
273104,147823,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
273106,144724,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
273107,145874,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
273108,443393,R5_2021_0025_01_Corcoran WWTF.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
273108,443393,r5_2021_0025.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
273109,375255,R5-2017-0052.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
273110,145349,,2021-06-01;2022-06-01;2023-06-01,3
273110,446840,R5-2023-0046_WDR_City of Dinuba.pdf,2024-06-01;2025-06-01;2026-06-01;2026-08-13,4
273111,194921,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
273112,131464,,2026-08-13,1
273112,96-040,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
273113,144651,,2021-06-01,1
273113,441321,R5_2022-0026_WDR_Farmersville WWTF.pdf,2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,6
273114,145593,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01,5
273114,465326,r5-2026-0017_wdrs.pdf,2026-06-01;2026-08-13,2
273115,427699,Order R5-2018-0080.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
273116,145495,,2026-08-13,1
273116,145700,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
273118,148388,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
273119,328068,r5-2014-0163.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
273120,421938,r5-2019-0008.pdf,2021-06-01;2022-06-01;2023-06-01,3
273120,456233,R5-2024-0007_Leprino Foods_WDRs.pdf,2024-06-01;2025-06-01;2026-06-01;2026-08-13,4
273121,145554,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
273122,443394,r5_2021_0026.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
273123,145289,,2021-06-01;2022-06-01,2
273123,431269,R5-2022-0074_Madera WWTF_WDR.pdf,2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,5
273124,147834,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
273125,330608,r5-2008-0072.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
273126,330730,r5-2016-0054.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
273127,132495,r5-2004-0008.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
273128,145326,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
273130,344805,Porterville WWTF R5-2008-0034.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
273131,333271,R5-2010-0120.pdf,2026-08-13,1
273131,355592,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
273132,324939,r5-2007-0100.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
273133,394866,r5-2014-0004.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
273135,143812,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
273135,409890,Stratford WWTF NOA Revised Enrollee No.pdf,2026-08-13,1
273136,144455,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
273138,383443,r5-2006-0091.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
273138,383443,r5-2014-0076_npdes.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
273138,409518,r5-2018-0046.pdf,2026-08-13,1
273140,371066,R5-2009-0103.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
273141,145993,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
273142,144791,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
273143,333653,r5-2009-0088.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
273145,145339,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
273147,162834,Gunner Ranch r5-2019-0084_wdrs.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
273148,374230,r5-2012-0125.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
273149,337071,r5-2007-0152.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
273152,144779,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
273152,417947,NOA 2014-0153-dwq-r5328.pdf,2026-08-13,1
273155,144619,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
273155,437780,Cesar Chavez National Monument WWTF NOA 3-13-2020.pdf,2026-08-13,1
273156,337300,r5-2008-0004.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
273159,145162,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
273159,420595,,2026-08-13,1
273160,142310,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
273161,399826,BEAR_VALLEY_CSD_DIST_WWTF_ROWDNPDES_APP-MSS.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
273161,399826,r5-2008-0121_npdes.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
273161,399826,r5-2015-0011.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01,6
273161,456261,R5-2024-0005_Bear Valley CSDW_WDR.pdf,2026-08-13,1
273163,146263,,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
273164,370698,R5-2009-0123.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01;2025-06-01;2026-06-01;2026-08-13,7
273166,420796,r5-2006-0092.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01,4
273166,420796,r5-2013-0047_npdes.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01,4
273166,420796,r5-2015-0048_npdes_ao.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01,4
273166,420796,r5-2018-0011.pdf,2021-06-01;2022-06-01;2023-06-01;2024-06-01,4
273166,460450,r5-2006-0092.pdf,2025-06-01;2026-06-01,2
273166,460450,r5-2013-0047_npdes.pdf,2025-06-01;2026-06-01,2
273166,460450,r5-2015-0048_npdes_ao.pdf,2025-06-01;2026-06-01,2
273166,460450,r5-2018-0011.pdf,2025-06-01;2026-06-01,2
273166,460450,r5-2025-0013_ndpes.pdf,2025-06-01;2026-06-01;2026-08-13,3
