REPORT_YEAR,CWNS_NUMBER,TREATMENT_TYPE,UNIT_PROCESS,SORT_SEQUENCE,PRES_IND,PROJ_IND,CHANGE_TYPE,BACKUP_IND,PLANNED_YEAR,ADDITIONAL_NOTES,LAST_UPDATED_TS,KEEP_UP,BLANK,CHANGE_TYPE_CAT,KEEP_UP_CODE
2008,1000043001,Preliminary,Aerated Grit Chambers,2,Y,Y,Increase Capacity,N,,,,1,,"Increase Capacity, Rehabilitation, Process Improvement",1
2008,1000043001,Preliminary,"Screen, Bar",1,Y,Y,No Change,N,,,,1,,"Increase Capacity, Rehabilitation, Process Improvement, Instrumentation/Electrical/Laboratory",1
2008,1000043001,Preliminary,Storage (Off-line),3,Y,Y,No Change,N,,,,1,,"Increase Capacity, Rehabilitation, Process Improvement, Update",1
2008,1000043001,Primary,"Sedimentation, Primary",1,Y,Y,Increase Capacity,N,,,,1,,"Increase Capacity, Rehabilitation, Replacement",1
2008,1000043001,Secondary,"Clarification, Secondary",1,Y,Y,"Expansion, Process Improvement",N,,,,1,,"Increase Capacity, Replacement",1
2008,1000043001,Secondary,"Trickling Filter, Rock Media",2,Y,Y,No Change,N,,,,1,,"Increase Capacity, Replacement, Expansion",1
2008,1000043001,Solids Handling,Biosolids Mechanical Dewatering (Filter Press),1,Y,Y,No Change,N,,,,1,,"Increase Capacity, Replacement, Expansion, Process Improvement",1
2008,1000043001,Ultraviolet Radiation,"Disinfection, UV Radiation",1,Y,Y,"Increase Capacity, Expansion",N,,,,1,,"Increase Capacity, Replacement, Process Improvement",1
2008,1000045001,Advanced,"Phosphorus Removal, Biological",1,N,Y,New,N,,,,1,,"Increase Capacity, Replacement, Process Improvement, Instrumentation/Electrical/Laboratory",1
2008,1000045001,Disinfection,"Disinfection, Gaseous Chlorine",1,Y,Y,No Change,N,,,,1,,"Increase Capacity, Replacement, Update",1
2008,1000045001,Preliminary,Aerated Grit Chambers,1,Y,Y,No Change,N,,,,1,,Increase Level Of Treatment,1
2008,1000045001,Preliminary,Flotation,2,Y,Y,No Change,N,,,,1,,"Increase Level Of Treatment, Expansion",1
2008,1000045001,Preliminary,Grit Removal,3,Y,Y,No Change,N,,,,1,,"Increase Level Of Treatment, Expansion, Process Improvement",1
2008,1000045001,Preliminary,"Pumping, Influent",4,Y,Y,No Change,N,,,,1,,"Increase Level Of Treatment, Process Improvement",1
2008,1000045001,Preliminary,"Screen, Mechanical Bar",5,Y,Y,No Change,N,,,,1,,"Increase Level Of Treatment, Process Improvement, Instrumentation/Electrical/Laboratory",1
2008,1000045001,Preliminary,Scum Removal,6,Y,Y,No Change,N,,,,1,,"Increase Level Of Treatment, Process Improvement, Update",1
2008,1000045001,Primary,Aeration (pre-treatment),1,Y,Y,Replacement,N,,,,1,,"Increase Level Of Treatment, Rehabilitation",1
2008,1000045001,Primary,"Chemical Addition (Ferric Chloride), Primary",2,Y,Y,No Change,N,,,,1,,"Increase Level Of Treatment, Rehabilitation, Expansion, Process Improvement",1
2008,1000045001,Primary,"Sedimentation, Primary",3,Y,Y,No Change,N,,,,1,,"Increase Level Of Treatment, Rehabilitation, Process Improvement",1
2008,1000045001,Secondary,"Activated Sludge, Anaerobic/Anoxic/Oxic",4,N,Y,New,N,2012,,,1,,"Increase Level Of Treatment, Rehabilitation, Process Improvement, Instrumentation/Electrical/Laboratory",1
2008,1000045001,Secondary,"Activated Sludge, Conventional",1,Y,Y,Process Improvement,N,2015,Process Improvement scheduled for 2015.,,1,,"Increase Level Of Treatment, Rehabilitation, Replacement",1
2008,1000045001,Secondary,"Chemical Addition (Ferric Chloride), Secondary",2,Y,Y,No Change,N,,,,1,,"Increase Level Of Treatment, Replacement",1
2008,1000045001,Secondary,"Clarification, Secondary",3,Y,Y,Rehabilitation,N,,,,1,,"Increase Level Of Treatment, Replacement, Expansion, Process Improvement, Instrumentation/Electrical/Laboratory",1
2008,1000045001,Solids Handling,Biosolids Anaerobic Digestion,1,Y,Y,No Change,N,,,,1,,"Increase Level Of Treatment, Replacement, Process Improvement",1
2008,1000045001,Solids Handling,Biosolids Digestor Gas Utilization Facilities,2,Y,Y,No Change,N,,,,1,,"Increase Level Of Treatment, Update",1
2008,1000045001,Solids Handling,Biosolids Land Treatment (Spreading),3,Y,Y,Update,N,,,,1,,Instrumentation/Electrical/Laboratory,1
2008,1000045001,Solids Handling,Biosolids Mechanical Dewatering (Filter Press),4,Y,Y,No Change,N,,,,1,,"Instrumentation/Electrical/Laboratory, Update",1
2008,1000045001,Solids Handling,"Biosolids Thickening, Gravity",5,Y,Y,Update,N,,,,1,,New,1
2008,1000049005,Advanced,"Phosphorus Removal, Biological (Modified Bardenpho)",1,N,Y,New,N,2011,,,1,,No Change,1
2008,1000049005,Disinfection,"Disinfection, Other",1,Y,Y,Expansion,N,2011,,,1,,"No Change, Abandonment",0
2008,1000049005,Preliminary,Aerated Grit Chambers,2,Y,Y,"Increase Capacity, Increase Level Of Treatment",N,2011,,,1,,"No Change, Increase Capacity",1
2008,1000049005,Preliminary,"Screen, Mechanical Bar",1,Y,Y,"Increase Capacity, Increase Level Of Treatment",N,2011,,,1,,"No Change, Increase Capacity, Expansion",1
2008,1000049005,Primary,Aeration (pre-treatment),1,Y,Y,Increase Capacity,N,2011,,,1,,"No Change, Increase Capacity, Increase Level Of Treatment, Process Improvement",1
2008,1000049005,Secondary,"Activated Sludge, Extended Aeration",1,Y,Y,"Increase Capacity, Increase Level Of Treatment",N,2011,,,1,,"No Change, New",1
2008,1000049005,Solids Handling,Biosolids Mechanical Dewatering (Filter Press),1,Y,Y,Expansion,N,2011,,,1,,"No Change, Rehabilitation",1
2008,1000049005,Ultraviolet Radiation,"Disinfection, UV Radiation",1,Y,Y,Expansion,N,2011,,,1,,"No Change, Replacement",1
2008,1000067001,Advanced,"Activated Sludge, Extended Aeration",1,N,Y,New,N,,,,1,,Process Improvement,1
2008,1000067001,Preliminary,"Screen, Mechanical Bar",1,N,Y,New,N,,,,1,,"Process Improvement, Instrumentation/Electrical/Laboratory",1
2008,1000067001,Primary,"Sedimentation, Primary",1,N,Y,New,N,,,,1,,"Process Improvement, Instrumentation/Electrical/Laboratory, Update",1
2008,1000067001,Secondary,"Activated Sludge, Extended Aeration",1,N,Y,New,N,,,,1,,"Process Improvement, Update",1
2008,1000067001,Ultraviolet Radiation,"Disinfection, Ultraviolet",1,N,Y,New,N,,,,1,,Rehabilitation,1
2008,1000067002,Preliminary,Aerated Grit Chambers,1,Y,Y,Replacement,N,,,,1,,"Rehabilitation, Expansion",1
2008,1000068001,Secondary,"Lagoon, Aerated",1,Y,Y,"Increase Level Of Treatment, Rehabilitation",N,,,,1,,"Rehabilitation, Expansion, Instrumentation/Electrical/Laboratory",1
2008,1000071001,Preliminary,"Screen, Bar",1,Y,Y,Abandonment,N,,,,0,,"Rehabilitation, Instrumentation/Electrical/Laboratory",1
2008,1000071001,Primary,"Equalization, Flow",1,Y,Y,No Change,N,,,,1,,"Rehabilitation, Instrumentation/Electrical/Laboratory, Update",1
2008,1000071001,Secondary,Package Plant (Other),1,Y,Y,"Replacement, Process Improvement",N,,,,1,,"Rehabilitation, Process Improvement",1
2008,1000080001,Advanced,"Phosphorus Removal, Biological (Phostrip)",1,N,Y,New,N,,,,1,,"Rehabilitation, Process Improvement, Instrumentation/Electrical/Laboratory",1
2008,1000080001,Preliminary,Grit Removal,2,Y,Y,Increase Capacity,N,,,,1,,"Rehabilitation, Process Improvement, Instrumentation/Electrical/Laboratory, Update",1
2008,1000080001,Preliminary,"Screen, Bar",1,Y,Y,Increase Capacity,N,,,,1,,"Rehabilitation, Process Improvement, Update",1
2008,1000080001,Sand Filtration/Recirculating,Filter (Sand-Intermittent),1,Y,Y,Increase Capacity,N,,,,1,,"Rehabilitation, Replacement",1
2008,1000080001,Secondary,"Activated Sludge, Extended Aeration",1,Y,Y,Increase Capacity,N,,,,1,,"Rehabilitation, Replacement, Expansion",1
2008,1000080001,Solids Handling,Biosolids Mechanical Dewatering (Filter Press),1,Y,Y,Increase Capacity,N,,,,1,,"Rehabilitation, Replacement, Instrumentation/Electrical/Laboratory",1
2008,1000080001,Ultraviolet Radiation,"Disinfection, Ultraviolet",1,Y,Y,Increase Capacity,N,,,,1,,"Rehabilitation, Replacement, Process Improvement",1
2008,1000083001,Advanced,"Phosphorus Removal, Biological (Phostrip)",1,N,Y,New,N,,,,1,,"Rehabilitation, Update",1
2008,1000083001,Preliminary,Grit Removal,2,Y,Y,No Change,N,,,,1,,Replacement,1
2008,1000083001,Preliminary,"Screen, Bar",1,Y,Y,No Change,N,,,,1,,"Replacement, Expansion",1
2008,1000083001,Secondary,"Activated Sludge, Anaerobic/Anoxic/Oxic",1,Y,Y,No Change,N,,,,1,,"Replacement, Expansion, Process Improvement",1
2008,1000083001,Solids Handling,Biosolids Mechanical Dewatering (Filter Press),1,Y,Y,No Change,N,,,,1,,"Replacement, Expansion, Process Improvement, Instrumentation/Electrical/Laboratory",1
2008,1000083001,Ultraviolet Radiation,"Disinfection, Ultraviolet",1,Y,Y,No Change,N,,,,1,,"Replacement, Process Improvement",1
2008,1000083002,Advanced,"Phosphorus Removal, Biological (Phostrip)",1,N,Y,New,N,,,,1,,"Replacement, Process Improvement, Instrumentation/Electrical/Laboratory",1
2008,1000083002,Preliminary,"Screen, Bar",1,Y,Y,No Change,N,,,,1,,"Replacement, Process Improvement, Update",1
2008,1000083002,Secondary,"Activated Sludge, Anaerobic/Anoxic/Oxic",1,Y,Y,No Change,N,,,,1,,"Replacement, Update",1
2008,1000083002,Secondary,"Filter, Moving Bed",2,Y,Y,No Change,N,,,,1,,Update,1
2008,1000083002,Solids Handling,Biosolids Mechanical Dewatering (Centrifuge),1,Y,Y,No Change,N,,,,1,,,
2008,1000083002,Solids Handling,Biosolids Other Dewatering,2,Y,Y,No Change,N,,,,1,,,
2008,1000083002,Ultraviolet Radiation,"Disinfection, Ultraviolet",1,Y,Y,No Change,N,,,,1,,,
2008,1000085001,Advanced,"Activated Sludge, Extended Aeration",1,Y,Y,No Change,N,,,,1,,,
2008,1000085001,Disinfection,"Disinfection, Chlorination",1,Y,Y,No Change,N,,,,1,,,
2008,1000085001,Preliminary,Grit Removal,1,Y,Y,No Change,N,,,,1,,,
2008,1000085001,Preliminary,Screen (Bar Rack and Coarse),2,Y,Y,No Change,N,,,,1,,,
2008,1000085001,Preliminary,Screen (Fine and Microstrainers),3,Y,Y,No Change,N,,,,1,,,
2008,1000085001,Primary,Aeration (pre-treatment),1,Y,Y,No Change,N,,,,1,,,
2008,1000085001,Primary,Sedimentation,2,Y,Y,No Change,N,,,,1,,,
2008,1000085001,Secondary,"Activated Sludge, Conventional",1,Y,Y,No Change,N,,,,1,,,
2008,1000085001,Secondary,"Clarification, Secondary",2,Y,Y,No Change,N,,,,1,,,
2008,1000085001,Solids Handling,"Biosolids Air Drying, Sand Beds",2,Y,Y,No Change,N,,,,1,,,
2008,1000085001,Solids Handling,Biosolids Anaerobic Digestion,1,Y,Y,No Change,N,,,,1,,,
2008,1000085003,Disinfection,"Disinfection, Chlorination",1,Y,Y,Rehabilitation,N,,,,1,,,
2008,1000085003,Preliminary,Grit Removal,1,Y,Y,"Rehabilitation, Replacement",N,,,,1,,,
2008,1000085003,Preliminary,Screen (Fine and Microstrainers),3,Y,Y,Replacement,N,,,,1,,,
2008,1000085003,Preliminary,"Screen, Bar",2,Y,Y,No Change,N,,,,1,,,
2008,1000085003,Secondary,Reactor (Oxidation Ditch),1,Y,Y,Rehabilitation,N,,,,1,,,
2008,1000085003,Secondary,"Trickling Filter, Other Media",2,Y,Y,Rehabilitation,N,,,,1,,,
2008,1000085003,Solids Handling,Biosolids Anaerobic Digestion,1,Y,Y,Rehabilitation,N,,,,1,,,
2008,1000085005,Advanced,"Activated Sludge, Extended Aeration",1,Y,Y,No Change,N,,,,1,,,
2008,1000085005,Disinfection,"Disinfection, Chlorination",1,Y,Y,No Change,N,,,,1,,,
2008,1000085005,Preliminary,Grit Removal,1,Y,Y,No Change,N,,,,1,,,
2008,1000085005,Primary,Aeration (pre-treatment),1,Y,Y,No Change,N,,,,1,,,
2008,1000085005,Secondary,"Activated Sludge, Extended Aeration",1,Y,Y,No Change,N,,,,1,,,
2008,1000108001,Disinfection,Dechlorination,2,Y,Y,No Change,N,,,,1,,,
2008,1000108001,Disinfection,"Disinfection, Chlorination",1,Y,Y,No Change,N,,,,1,,,
2008,1000108001,Preliminary,"Equalization, At POTW",1,Y,Y,No Change,N,,,,1,,,
2008,1000108001,Preliminary,Grit Removal,2,Y,Y,No Change,N,,,,1,,,
2008,1000108001,Preliminary,"Screen, Mechanical Bar",3,Y,Y,No Change,N,,,,1,,,
2008,1000108001,Primary,Aerated Grit Chambers,1,Y,Y,No Change,N,,,,1,,,
2008,1000108001,Primary,Aeration (pre-treatment),2,Y,Y,No Change,N,,,,1,,,
2008,1000108001,Primary,"Sedimentation, Primary",3,Y,Y,Increase Level Of Treatment,N,2010,,,1,,,
2008,1000108001,Secondary,"Activated Sludge, Pure Oxygen",1,Y,Y,Rehabilitation,N,2009,,,1,,,
2008,1000108001,Secondary,"Clarification, Secondary",2,Y,Y,No Change,N,,,,1,,,
2008,1000108001,Secondary,"Reactor, Sequencing Batch (SBR)",3,Y,Y,Rehabilitation,N,2009,Reactor (Other),,1,,,
2008,1000108001,Solids Handling,Biosolids Anaerobic Digestion,1,Y,Y,No Change,N,,,,1,,,
2008,1000108001,Solids Handling,"Biosolids Anaerobic Digestion, Thermophilic",3,Y,Y,No Change,N,,Biosolids Digestor Gas Flaring,,1,,,
2008,1000108001,Solids Handling,Biosolids Chemical Addition (Polymer),11,Y,Y,No Change,N,,,,1,,,
2008,1000108001,Solids Handling,Biosolids Digestor Gas Utilization Facilities,2,Y,Y,Expansion,N,2010,,,1,,,
2008,1000108001,Solids Handling,Biosolids Disposal (Other),4,Y,Y,No Change,Y,,,,1,,,
2008,1000108001,Solids Handling,Biosolids Land Treatment (Spreading),5,Y,Y,No Change,N,,,,1,,,
2008,1000108001,Solids Handling,Biosolids Landfill/Trenching,6,Y,Y,No Change,Y,,,,1,,,
2008,1000108001,Solids Handling,Biosolids Lime Stabililization,7,N,Y,New,N,2010,,,1,,,
2008,1000108001,Solids Handling,Biosolids Mechanical Dewatering (Centrifuge),8,Y,Y,Increase Capacity,N,2009,,,1,,,
2008,1000108001,Solids Handling,"Biosolids Thickening, Dissolved Air Flotation",10,Y,Y,No Change,N,,Biosolids Thickening (Other),,1,,,
2008,1000108001,Solids Handling,"Biosolids Thickening, Gravity",9,Y,Y,No Change,N,,,,1,,,
2008,1000108002,Advanced,"Biological Denitrification, (Separate Stage)",1,Y,Y,No Change,N,,,,1,,,
2008,1000108002,Disinfection,"Disinfection, Chlorination",1,Y,Y,No Change,N,,,,1,,,
2008,1000108002,Preliminary,Grit Removal,1,Y,Y,No Change,N,,,,1,,,
2008,1000108002,Preliminary,"Pumping, Influent",2,Y,Y,No Change,N,,,,1,,,
2008,1000108002,Preliminary,"Screen, Mechanical Bar",3,Y,Y,No Change,N,,,,1,,,
2008,1000108002,Preliminary,Scum Removal,4,Y,Y,No Change,N,,,,1,,,
2008,1000108002,Primary,Aeration (post-treatment),2,Y,Y,No Change,N,,,,1,,,
2008,1000108002,Primary,Aeration (pre-treatment),1,Y,Y,No Change,N,,,,1,,,
2008,1000108002,Primary,"Chemical Addition (Ferric Chloride), Primary",3,Y,Y,No Change,N,,,,1,,,
2008,1000108002,Primary,"Clarification, Intermediate",4,Y,Y,No Change,N,,,,1,,,
2008,1000108002,Secondary,"Clarification, Secondary",1,Y,Y,No Change,N,,,,1,,,
2008,1000108002,Secondary,"Trickling Filter, Rock Media",2,Y,Y,No Change,N,,,,1,,,
2008,1000108002,Solids Handling,Biosolids Anaerobic Digestion,1,Y,Y,No Change,N,,,,1,,,
2008,1000108002,Solids Handling,Biosolids Digestor Gas Utilization Facilities,2,Y,Y,No Change,N,,,,1,,,
2008,1000108002,Solids Handling,Biosolids Land Treatment (Spreading),3,Y,Y,No Change,N,,,,1,,,
2008,1000108002,Solids Handling,"Biosolids Thickening, Gravity",4,Y,Y,No Change,N,,,,1,,,
2008,1000110001,Disinfection,Dechlorination,2,Y,Y,No Change,N,,,,1,,,
2008,1000110001,Disinfection,"Disinfection, Chlorination",1,Y,Y,No Change,N,,,,1,,,
2008,1000110001,Preliminary,Grit Removal,1,Y,Y,No Change,N,,,,1,,,
2008,1000110001,Preliminary,"Screen, Mechanical Bar",2,Y,Y,No Change,N,,,,1,,,
2008,1000110001,Primary,Aeration (pre-treatment),1,Y,Y,No Change,N,,,,1,,,
2008,1000110001,Primary,"Sedimentation, Primary",2,Y,Y,No Change,N,,,,1,,,
2008,1000110001,Secondary,"Activated Sludge, Conventional",1,Y,Y,No Change,N,,,,1,,,
2008,1000110001,Secondary,"Clarification, Secondary",2,Y,Y,No Change,N,,,,1,,,
2008,1000110001,Solids Handling,"Biosolids Air Drying, Sand Beds",1,Y,Y,No Change,Y,,,,1,,,
2008,1000110001,Solids Handling,Biosolids Anaerobic Digestion,2,Y,Y,No Change,N,,,,1,,,
2008,1000110001,Solids Handling,Biosolids Land Treatment (Spreading),3,Y,Y,No Change,N,,,,1,,,
2008,1000110002,Disinfection,Dechlorination,2,Y,Y,No Change,N,,,,1,,,
2008,1000110002,Disinfection,"Disinfection, Chlorination",1,Y,Y,No Change,N,,,,1,,,
2008,1000110002,Preliminary,Grit Removal,1,Y,Y,No Change,N,,,,1,,,
2008,1000110002,Preliminary,"Screen, Bar",3,Y,Y,No Change,Y,,,,1,,,
2008,1000110002,Preliminary,"Screen, Mechanical Bar",2,Y,Y,No Change,N,,,,1,,,
2008,1000110002,Primary,"Sedimentation, Primary",1,Y,Y,No Change,N,,,,1,,,
2008,1000110002,Secondary,"Clarification, Secondary",1,Y,Y,No Change,N,,,,1,,,
2008,1000110002,Secondary,"Trickling Filter, Plastic Media",2,Y,Y,No Change,N,,,,1,,,
2008,1000110002,Secondary,"Trickling Filter, Rock Media",3,Y,Y,No Change,N,,,,1,,,
2008,1000110002,Solids Handling,"Biosolids Air Drying, Sand Beds",1,Y,Y,No Change,Y,,,,1,,,
2008,1000110002,Solids Handling,Biosolids Anaerobic Digestion,2,Y,Y,No Change,N,,,,1,,,
2008,1000110002,Solids Handling,Biosolids Mechanical Dewatering (Filter Press),3,Y,Y,No Change,N,,,,1,,,
2008,1000165003,Disinfection,"Disinfection, Chlorination",1,Y,Y,No Change,N,,,,1,,,
2008,1000165003,Preliminary,Aerated Grit Chambers,3,Y,Y,No Change,N,,,,1,,,
2008,1000165003,Preliminary,Flotation,2,Y,Y,No Change,N,,,,1,,,
2008,1000165003,Preliminary,"Screen, Mechanical Bar",1,Y,Y,No Change,N,,,,1,,,
2008,1000165003,Secondary,"Activated Sludge, Extended Aeration",1,Y,Y,No Change,N,,,,1,,,
2008,1000165003,Solids Handling,"Biosolids Aerobic Digestion, Air",1,Y,Y,No Change,N,,,,1,,,
2008,1000165003,Solids Handling,"Biosolids Air Drying, Sand Beds",2,Y,Y,No Change,N,,,,1,,,
2008,1000165003,Solids Handling,Biosolids Land Treatment (Spreading),3,Y,Y,No Change,N,,,,1,,,
2008,1000176001,Advanced,"Nitrification, Biological (Combined and BOD Reduction)",2,N,Y,New,N,,Possible use of BNR application,,1,,,
2008,1000176001,Advanced,"Phosphorus Removal, Biological",1,N,Y,New,N,,Possible use of BNR application,,1,,,
2008,1000176001,Preliminary,Aerated Grit Chambers,1,Y,Y,"Rehabilitation, Process Improvement",N,,,,1,,,
2008,1000176001,Preliminary,"Screen, Mechanical Bar",2,Y,Y,Rehabilitation,N,,,,1,,,
2008,1000176001,Primary,Aeration (pre-treatment),1,Y,Y,"Increase Level Of Treatment, Rehabilitation",N,,,,1,,,
2008,1000176001,Primary,"Clarification, Intermediate",2,Y,Y,Rehabilitation,N,,,,1,,,
2008,1000176001,Secondary,"Activated Sludge, Conventional",1,Y,Y,Rehabilitation,N,,,,1,,,
2008,1000176001,Secondary,"Clarification, Secondary",2,Y,Y,Rehabilitation,N,,,,1,,,
2008,1000176001,Solids Handling,Biosolids Anaerobic Digestion,1,Y,Y,Process Improvement,N,,,,1,,,
2008,1000176001,Solids Handling,Biosolids Mechanical Dewatering (Filter Press),2,Y,Y,Expansion,N,,,,1,,,
2008,1000176001,Ultraviolet Radiation,"Disinfection, Ultraviolet",1,Y,Y,"Rehabilitation, Process Improvement",N,,,,1,,,
2008,1000196001,Disinfection,Dechlorination,2,Y,Y,Rehabilitation,N,,,,1,,,
2008,1000196001,Disinfection,"Disinfection, Chlorination",1,Y,Y,Rehabilitation,N,,,,1,,,
2008,1000196001,Preliminary,Aerated Grit Chambers,1,Y,Y,"Increase Capacity, Rehabilitation, Replacement",N,,,,1,,,
2008,1000196001,Preliminary,Screen (Fine and Microstrainers),2,Y,Y,Replacement,N,,,,1,,,
2008,1000196001,Preliminary,Vortex Solids Separator,3,Y,Y,Increase Capacity,N,,,,1,,,
2008,1000196001,Primary,"Sedimentation, Primary",1,Y,Y,"Increase Level Of Treatment, Replacement",N,,,,1,,,
2008,1000196001,Secondary,"Activated Sludge, With Biological Denitrification",2,Y,Y,Increase Level Of Treatment,N,,,,1,,,
2008,1000196001,Secondary,"Clarification, Secondary",3,Y,Y,Increase Level Of Treatment,N,,,,1,,,
2008,1000196001,Secondary,"Trickling Filter, Rock Media",1,Y,Y,"Rehabilitation, Replacement",N,,,,1,,,
2008,1000196001,Solids Handling,Biosolids Anaerobic Digestion,1,Y,Y,Rehabilitation,N,,,,1,,,
2008,1000196001,Solids Handling,Biosolids Land Treatment (Spreading),2,Y,Y,Rehabilitation,N,,,,1,,,
2008,1000197004,Advanced,"Chemical Addition (Alum), Tertiary",1,Y,Y,No Change,N,,,,1,,,
2008,1000197004,Advanced,"Nitrification, Biological (Combined and BOD Reduction)",2,Y,Y,No Change,N,,,,1,,,
2008,1000197004,Advanced,"Phosphorus Removal, Biological (Modified Bardenpho)",3,Y,Y,No Change,N,,,,1,,,
