"CWNS_ID","FACILITY_ID","STATE_CODE","FACILITY_TYPE","CHANGE_TYPE"
"27000000154",3611090,MN,Ground Water - Unknown Source,New
"27000000156",3611093,MN,Hydromodification,New
"35000000118",3611609,NM,Hydromodification,Rehabilitation
"35000000118",3611609,NM,Hydromodification,Climate Change Adaptation
"49000000074",3611711,UT,Phase I MS4,Rehabilitation
"49000000074",3611711,UT,Phase I MS4,Replacement
"49000000074",3611711,UT,Phase I MS4,Redevelopment
"49000000074",3611711,UT,Phase I MS4,Increase Capacity
"49000000074",3611711,UT,Phase I MS4,Expansion
"55000000232",3612576,WI,Hydromodification,New
"01000000179",3612968,AL,Treatment Plant,No Change
"55000000265",3612971,WI,Onsite Wastewater Treatment System,Expansion
"72000000039",3613319,PR,Collection: Separate Sewers,Rehabilitation
"72000000039",3613319,PR,Collection: Separate Sewers,Replacement
"36000000323",3606934,NY,Collection: Separate Sewers,No Change
"29000000042",3607407,MO,Collection: Separate Sewers,No Change
"29000000121",3607566,MO,Treatment Plant,No Change
"25000088002",3610032,MA,Phase II MS4,Process Improvement
"25000870002",3610020,MA,Unregulated Community Stormwater,Process Improvement
"30000000018",3611220,MT,Collection: Interceptor Sewers,New
"51001400008",1193029,VA,Collection: Pump Stations,Increase Capacity
"51001400008",1193029,VA,Collection: Pump Stations,Process Improvement
"53000000019",3608118,WA,Collection: Pump Stations,No Change
"38000000087",3612042,ND,Unregulated Community Stormwater,Rehabilitation
"44000000056",3613182,RI,Unregulated Community Stormwater,Rehabilitation
"44000000056",3613182,RI,Unregulated Community Stormwater,Increase Capacity
"44000000056",3613182,RI,Unregulated Community Stormwater,Expansion
"13000000827",3613202,GA,Collection: Separate Sewers,No Change
"50000000040",3609018,VT,Silviculture,Rehabilitation
"22000000151",3607619,LA,Onsite Wastewater Treatment System,Rehabilitation
"22000000151",3607619,LA,Onsite Wastewater Treatment System,Replacement
"27007012001",1148385,MN,Collection: Pump Stations,No Change
"08000000261",3609161,CO,Hydromodification,New
"08000000307",3609467,CO,Hydromodification,New
"37009203002",1153764,NC,Collection: Pump Stations,Rehabilitation
"37009203002",1153764,NC,Collection: Pump Stations,Replacement
"37009203002",1153764,NC,Collection: Pump Stations,Expansion
"27007118001",1148399,MN,Biosolids Handling Facility,No Change
"41000000139",3609506,OR,Agriculture - Cropland,Process Improvement
"50000000028",3608825,VT,Onsite Wastewater Treatment System,Replacement
"18000000088",3611517,IN,Unregulated Community Stormwater,Rehabilitation
"12000000012",3606918,FL,Phase I MS4,Rehabilitation
"12000000012",3606918,FL,Phase I MS4,Replacement
"36000000348",3607751,NY,Treatment Plant,Abandonment
"39004914001",1081247,OH,Biosolids Handling Facility,No Change
"22000005003",3611501,LA,Treatment Plant,New
"55000000204",3611502,WI,Collection: Separate Sewers,No Change
"55000000073",3610200,WI,Phase II MS4,No Change
"25000016002",3609771,MA,Onsite Wastewater Treatment System,Process Improvement
"54000000135",3613368,WV,Unregulated Community Stormwater,Rehabilitation
"54000000135",3613368,WV,Unregulated Community Stormwater,Replacement
"54000000175",3613429,WV,Unregulated Community Stormwater,Rehabilitation
"54000000175",3613429,WV,Unregulated Community Stormwater,Replacement
"54000000235",3613500,WV,Unregulated Community Stormwater,Rehabilitation
"54000000235",3613500,WV,Unregulated Community Stormwater,Replacement
"13000000096",3606998,GA,Unregulated Community Stormwater,Rehabilitation
"13000000096",3606998,GA,Unregulated Community Stormwater,Replacement
"12000000065",3610389,FL,Treatment Plant,Rehabilitation
"13000000573",3610514,GA,Treatment Plant,New
"25001340002",3610123,MA,Unregulated Community Stormwater,Process Improvement
"13000000576",3610522,GA,Collection: Separate Sewers,Rehabilitation
"22000000060",3606651,LA,Treatment Plant,Process Improvement
"01000000094",3606806,AL,Collection: Separate Sewers,No Change
"17009301001",1114409,IL,Collection: Pump Stations,No Change
"19000000066",3608218,IA,Onsite Wastewater Treatment System,Rehabilitation
"19000000066",3608218,IA,Onsite Wastewater Treatment System,Expansion
"19000000061",3608213,IA,Onsite Wastewater Treatment System,Rehabilitation
"19000000061",3608213,IA,Onsite Wastewater Treatment System,Expansion
"08000173001",1066967,CO,Collection: Combined Sewers,Rehabilitation
"08000173001",1066967,CO,Collection: Combined Sewers,Replacement
"25000028003",3611974,MA,Onsite Wastewater Treatment System,No Change
"25000139003",3611922,MA,Onsite Wastewater Treatment System,No Change
"55004270001",1206609,WI,Treatment Plant,Rehabilitation
"55004270001",1206609,WI,Treatment Plant,Replacement
"55004270001",1206609,WI,Treatment Plant,Process Improvement
"55004270001",1206609,WI,Treatment Plant,Instrumentation/Electrical/Laboratory
"55004270001",1206609,WI,Treatment Plant,Increase Level Of Treatment
"55004270001",1206609,WI,Treatment Plant,Improve Energy Efficiency
"28000000080",3613361,MS,Silviculture,Rehabilitation
"72000005007",3507546,PR,Collection: Pump Stations,Rehabilitation
"22000000059",3606650,LA,Treatment Plant,Abandonment
"36008052101",3500383,NY,Collection: Pump Stations,New
"36001004001",1220241,NY,Collection: Pump Stations,Rehabilitation
"56000000031",3609317,WY,Sanitary Landfills,Rehabilitation
"08000000303",3609450,CO,Unregulated Community Stormwater,Expansion
"36000000444",3609477,NY,Unregulated Community Stormwater,New
"54001804001",1094873,WV,Collection: Separate Sewers,Rehabilitation
"54001804001",1094873,WV,Collection: Separate Sewers,Replacement
"27003806001",1148313,MN,Collection: Pump Stations,No Change
"39007479009",1081533,OH,Collection: Pump Stations,No Change
"34003486001",1073661,NJ,Collection: Pump Stations,New
"13000000643",3611293,GA,Treatment Plant,Rehabilitation
"08000000345",3611257,CO,Storage Tanks,New
"08000000170",3608749,CO,Treatment Plant,No Change
"37000000239",3612401,NC,Onsite Wastewater Treatment System,Replacement
"37000000239",3612401,NC,Onsite Wastewater Treatment System,Expansion
"40000000054",3612483,OK,Phase II MS4,No Change
"40000000071",3612502,OK,Phase II MS4,No Change
"27000000055",3609049,MN,Onsite Wastewater Treatment System,Replacement
"27000000055",3609049,MN,Onsite Wastewater Treatment System,Expansion
"02000206001",1216401,AK,Treatment Plant,No Change
"19000250001",1123667,IA,Collection: Separate Sewers,No Change
"29000000167",3607732,MO,Phase II MS4,Rehabilitation
"29000000167",3607732,MO,Phase II MS4,Replacement
"29000000167",3607732,MO,Phase II MS4,Redevelopment
"29000000167",3607732,MO,Phase II MS4,Improve Water Efficiency
"06000000118",3608104,CA,Phase I MS4,Rehabilitation
"45000000128",3608927,SC,Onsite Wastewater Treatment System,New
"53000360001",1180791,WA,Collection: Pump Stations,Rehabilitation
"53000360001",1180791,WA,Collection: Pump Stations,Process Improvement
"06005257001",1175740,CA,Water Reuse,Rehabilitation
"06005257001",1175740,CA,Water Reuse,Replacement
"36000000418",3608764,NY,Unregulated Community Stormwater,New
"19000000193",3612136,IA,Unregulated Community Stormwater,Rehabilitation
"19000000193",3612136,IA,Unregulated Community Stormwater,Replacement
"19000000193",3612136,IA,Unregulated Community Stormwater,Expansion
"19000000193",3612136,IA,Unregulated Community Stormwater,Process Improvement
"37000000265",3612607,NC,Onsite Wastewater Treatment System,Replacement
"37000000265",3612607,NC,Onsite Wastewater Treatment System,Expansion
"38000000112",3613265,ND,Collection: Interceptor Sewers,New
"29000000043",3607408,MO,Treatment Plant,No Change
"29000000048",3607413,MO,Treatment Plant,No Change
"01000000087",3606731,AL,Collection: Separate Sewers,New
"37000000163",3611750,NC,Phase I MS4,Rehabilitation
"37000000163",3611750,NC,Phase I MS4,Replacement
"37000000163",3611750,NC,Phase I MS4,Increase Capacity
"37000000163",3611750,NC,Phase I MS4,Process Improvement
"37000000163",3611750,NC,Phase I MS4,Increase Level Of Treatment
"25000146002",3609772,MA,Onsite Wastewater Treatment System,Rehabilitation
"42000000177",3613820,PA,Phase II MS4,New
"36000000578",3612074,NY,Unregulated Community Stormwater,Rehabilitation
"18000000116",3612197,IN,Unregulated Community Stormwater,Expansion
"12000000043",3608666,FL,Phase II MS4,Rehabilitation
"12000000043",3608666,FL,Phase II MS4,Replacement
"09001430001",1071948,CT,Collection: Interceptor Sewers,Rehabilitation
"13000000124",3607037,GA,Unregulated Community Stormwater,Rehabilitation
"13000000124",3607037,GA,Unregulated Community Stormwater,Replacement
"42000000193",3613838,PA,Unregulated Community Stormwater,New
"02000265001",1216415,AK,Treatment Plant,No Change
"13000000168",3607099,GA,Unregulated Community Stormwater,Rehabilitation
"13000000168",3607099,GA,Unregulated Community Stormwater,Replacement
"48000000451",3613916,TX,Onsite Wastewater Treatment System,New
"48000000478",3613962,TX,Onsite Wastewater Treatment System,New
"08000000041",3607902,CO,Ground Water - Unknown Source,Increase Level Of Treatment
"06000000178",3609216,CA,Phase II MS4,Rehabilitation
"06000000178",3609216,CA,Phase II MS4,Replacement
"35000000097",3609465,NM,Hydromodification,Increase Level Of Treatment
"48000000171",3610608,TX,Treatment Plant,New
"48000000239",3610922,TX,Agriculture - Cropland,Expansion
"12000000089",3610951,FL,Treatment Plant,Rehabilitation
"12000000089",3610951,FL,Treatment Plant,Replacement
"19000479001",1123870,IA,Treatment Plant,Rehabilitation
"19000479001",1123870,IA,Treatment Plant,Replacement
"19000479001",1123870,IA,Treatment Plant,Increase Capacity
"19000479001",1123870,IA,Treatment Plant,Process Improvement
"36000000437",3609400,NY,Collection: Pump Stations,New
"06009026005",1176061,CA,Collection: Pump Stations,Rehabilitation
"13000000499",3609484,GA,Treatment Plant,Improve Water Efficiency
"13000000499",3609484,GA,Treatment Plant,Renewable Energy
"53000000088",3610377,WA,Hydromodification,Increase Capacity
"53000000088",3610377,WA,Hydromodification,Expansion
"53000000088",3610377,WA,Hydromodification,Process Improvement
"53000000088",3610377,WA,Hydromodification,Increase Level Of Treatment
"37000000240",3612402,NC,Onsite Wastewater Treatment System,Replacement
"37000000240",3612402,NC,Onsite Wastewater Treatment System,Expansion
"55009616001",1206895,WI,Collection: Pump Stations,Rehabilitation
"55009616001",1206895,WI,Collection: Pump Stations,Increase Capacity
"44060000001",3612434,RI,Unregulated Community Stormwater,Climate Change Adaptation
"53000000098",3610405,WA,Hydromodification,Increase Capacity
"53000000098",3610405,WA,Hydromodification,Expansion
"53000000098",3610405,WA,Hydromodification,Process Improvement
"53000000098",3610405,WA,Hydromodification,Increase Level Of Treatment
"25000207003",3610131,MA,Phase II MS4,Process Improvement
"33000601008",3610701,NH,Onsite Wastewater Treatment System,Rehabilitation
"33000601008",3610701,NH,Onsite Wastewater Treatment System,Replacement
"25000262006",3611948,MA,Onsite Wastewater Treatment System,No Change
"13000000779",3612901,GA,Treatment Plant,New
"48000000133",3610460,TX,Collection: Separate Sewers,New
"55000034001",1206028,WI,Treatment Plant,No Change
"34004013001",1073696,NJ,Collection: Pump Stations,Rehabilitation
"34004013001",1073696,NJ,Collection: Pump Stations,Replacement
"34004013001",1073696,NJ,Collection: Pump Stations,Process Improvement
"34004013001",1073696,NJ,Collection: Pump Stations,Instrumentation/Electrical/Laboratory
"22000000062",3606656,LA,Collection: Separate Sewers,Expansion
"53000920001",1180863,WA,Collection: Pump Stations,Rehabilitation
"53000920001",1180863,WA,Collection: Pump Stations,Instrumentation/Electrical/Laboratory
"08209000074",3500226,CO,Collection: Interceptor Sewers,Rehabilitation
"08209000074",3500226,CO,Collection: Interceptor Sewers,Replacement
"33000051003",3610783,NH,Phase II MS4,Rehabilitation
"33000051003",3610783,NH,Phase II MS4,Replacement
"33000051003",3610783,NH,Phase II MS4,Redevelopment
"33000051003",3610783,NH,Phase II MS4,Increase Level Of Treatment
"13000000625",3611081,GA,Collection: Pump Stations,No Change
"49000188001",1170530,UT,Collection: Combined Sewers,Rehabilitation
"49000188001",1170530,UT,Collection: Combined Sewers,Replacement
"30000000023",3611564,MT,Collection: Separate Sewers,Rehabilitation
"25000190003",3609862,MA,Phase II MS4,Process Improvement
"48000000344",3611068,TX,Agriculture - Cropland,Expansion
"51000000279",3613730,VA,Unregulated Community Stormwater,Rehabilitation
"51000000279",3613730,VA,Unregulated Community Stormwater,Replacement
"51000000279",3613730,VA,Unregulated Community Stormwater,Redevelopment
"51000000279",3613730,VA,Unregulated Community Stormwater,Increase Capacity
"51000000279",3613730,VA,Unregulated Community Stormwater,Expansion
"51000000279",3613730,VA,Unregulated Community Stormwater,Process Improvement
"51000000279",3613730,VA,Unregulated Community Stormwater,Increase Level Of Treatment
"51000000279",3613730,VA,Unregulated Community Stormwater,Climate Change Adaptation
"36001029001",1220301,NY,Collection: Pump Stations,Rehabilitation
"27001503001",1148216,MN,Biosolids Handling Facility,No Change
"53000000065",3610302,WA,Hydromodification,Increase Capacity
"53000000065",3610302,WA,Hydromodification,Expansion
"53000000065",3610302,WA,Hydromodification,Process Improvement
"53000000065",3610302,WA,Hydromodification,Increase Level Of Treatment
"27044000132",425287,MN,Collection: Separate Sewers,New
"48000000231",3610878,TX,Agriculture - Cropland,Expansion
"48004026001",1183343,TX,Collection: Interceptor Sewers,New
"39006804001",1081490,OH,Biosolids Handling Facility,Replacement
"37000000154",3611734,NC,Phase I MS4,Rehabilitation
"37000000154",3611734,NC,Phase I MS4,Replacement
"37000000154",3611734,NC,Phase I MS4,Increase Capacity
"37000000154",3611734,NC,Phase I MS4,Process Improvement
"37000000154",3611734,NC,Phase I MS4,Increase Level Of Treatment
"09001070001",1071901,CT,Collection: Pump Stations,Rehabilitation
"09001070001",1071901,CT,Collection: Pump Stations,Increase Capacity
"09001070001",1071901,CT,Collection: Pump Stations,Instrumentation/Electrical/Laboratory
"09000000051",3611864,CT,Collection: Separate Sewers,New
"56000000083",3609529,WY,Hydromodification,Increase Level Of Treatment
"34002002001",1073499,NJ,Collection: Pump Stations,Rehabilitation
"34002002001",1073499,NJ,Collection: Pump Stations,Replacement
"34002002001",1073499,NJ,Collection: Pump Stations,Process Improvement
"34002002001",1073499,NJ,Collection: Pump Stations,Improve Water Efficiency
"18004732001",1120408,IN,Collection: Combined Sewers,No Change
"27000000151",3610982,MN,Hydromodification,New
"08000500055",1067192,CO,Collection: Interceptor Sewers,No Change
"48000000319",3611023,TX,Agriculture - Cropland,Expansion
"53001975001",1181019,WA,Collection: Pump Stations,Increase Capacity
"53001975001",1181019,WA,Collection: Pump Stations,Process Improvement
"53001975001",1181019,WA,Collection: Pump Stations,Instrumentation/Electrical/Laboratory
"39000000247",3613218,OH,Collection: Separate Sewers,New
"72000000038",3613318,PR,Treatment Plant,Rehabilitation
"22000000058",3606649,LA,Collection: Separate Sewers,Rehabilitation
"29000000161",3607725,MO,Phase II MS4,Redevelopment
"29000000201",3607775,MO,Phase II MS4,No Change
"08000000090",3608523,CO,Water Reuse,New
"08000311001",1067094,CO,Collection: Interceptor Sewers,Rehabilitation
"08000311001",1067094,CO,Collection: Interceptor Sewers,Expansion
"19000000150",3609420,IA,Phase II MS4,Rehabilitation
"19000000150",3609420,IA,Phase II MS4,Replacement
"13000000569",3610402,GA,Treatment Plant,No Change
"05000320001",1105146,AR,Collection: Pump Stations,Rehabilitation
"05000320001",1105146,AR,Collection: Pump Stations,Replacement
"55005340001",1206736,WI,Collection: Pump Stations,Rehabilitation
"55002150002",1206289,WI,Treatment Plant,Rehabilitation
"55002150002",1206289,WI,Treatment Plant,Process Improvement
"55002150002",1206289,WI,Treatment Plant,Instrumentation/Electrical/Laboratory
"55002150002",1206289,WI,Treatment Plant,Increase Level Of Treatment
"55002150002",1206289,WI,Treatment Plant,Improve Energy Efficiency
"13000000742",3612259,GA,Phase II MS4,Rehabilitation
"13000000742",3612259,GA,Phase II MS4,Replacement
"39000000151",3608990,OH,Collection: Separate Sewers,No Change
"37000000288",3614342,NC,Collection: Separate Sewers,Rehabilitation
"37000000288",3614342,NC,Collection: Separate Sewers,Replacement
"37000000288",3614342,NC,Collection: Separate Sewers,Increase Capacity
"37000000288",3614342,NC,Collection: Separate Sewers,Expansion
"06000000189",3609339,CA,Phase II MS4,Rehabilitation
"06000000189",3609339,CA,Phase II MS4,Replacement
"39000000169",3610444,OH,Collection: Separate Sewers,New
"12000132001",1078288,FL,Water Reuse,No Change
"55000000171",3610334,WI,Phase II MS4,Rehabilitation
"55000000171",3610334,WI,Phase II MS4,Redevelopment
"55000000171",3610334,WI,Phase II MS4,Increase Capacity
"55000000171",3610334,WI,Phase II MS4,Increase Level Of Treatment
"55002530001",1206352,WI,Collection: Pump Stations,Expansion
"55002280001",1229186,WI,Collection: Interceptor Sewers,No Change
"55004020001",1206573,WI,Collection: Pump Stations,Expansion
"55004020001",1206573,WI,Collection: Pump Stations,Process Improvement
"13000000103",3607016,GA,Unregulated Community Stormwater,Rehabilitation
"13000000103",3607016,GA,Unregulated Community Stormwater,Replacement
"49000000138",3613321,UT,Hydromodification,New
"48000000440",3613901,TX,Onsite Wastewater Treatment System,New
"49000113001",1170463,UT,Collection: Separate Sewers,New
"01000000189",3614295,AL,Onsite Wastewater Treatment System,Expansion
"19000286001",1123699,IA,Collection: Separate Sewers,No Change
"19000000075",3608227,IA,Onsite Wastewater Treatment System,Rehabilitation
"19000000075",3608227,IA,Onsite Wastewater Treatment System,Expansion
"39000000209",3612028,OH,Collection: Separate Sewers,Replacement
"39001660031",3145299,OH,Collection: Pump Stations,Rehabilitation
"39001660031",3145299,OH,Collection: Pump Stations,Replacement
"13000000780",3612910,GA,Collection: Pump Stations,Rehabilitation
"13000000780",3612910,GA,Collection: Pump Stations,Increase Capacity
"05000000054",3612937,AR,Collection: Separate Sewers,Rehabilitation
"05000000054",3612937,AR,Collection: Separate Sewers,Instrumentation/Electrical/Laboratory
"05000000054",3612937,AR,Collection: Separate Sewers,Improve Energy Efficiency
"05000000054",3612937,AR,Collection: Separate Sewers,Improve Water Efficiency
"55000000289",3613055,WI,Onsite Wastewater Treatment System,Expansion
"34006131001",3493909,NJ,Collection: Pump Stations,Rehabilitation
"34006131001",3493909,NJ,Collection: Pump Stations,Replacement
"36000000506",3610886,NY,Collection: Separate Sewers,New
"37000000223",3612281,NC,Onsite Wastewater Treatment System,Replacement
"37000000223",3612281,NC,Onsite Wastewater Treatment System,Expansion
"13000000132",3607045,GA,Unregulated Community Stormwater,No Change
"13000000377",3607450,GA,Onsite Wastewater Treatment System,New
"08000000081",3608436,CO,Storage Tanks,New
"13000000534",3609727,GA,Treatment Plant,New
"06000000209",3610185,CA,Phase II MS4,Rehabilitation
"06000000209",3610185,CA,Phase II MS4,Replacement
"55005183001",1206720,WI,Collection: Pump Stations,Rehabilitation
"55005183001",1206720,WI,Collection: Pump Stations,Replacement
"55005183001",1206720,WI,Collection: Pump Stations,Increase Capacity
"29000000110",3607542,MO,Treatment Plant,No Change
"33000162001",1101007,NH,Collection: Separate Sewers,Rehabilitation
"33000162001",1101007,NH,Collection: Separate Sewers,Increase Capacity
"33000162001",1101007,NH,Collection: Separate Sewers,Improve Water Efficiency
"19000000186",3611663,IA,Sanitary Landfills,Rehabilitation
"19000000186",3611663,IA,Sanitary Landfills,Replacement
"19000000186",3611663,IA,Sanitary Landfills,Expansion
"19000000186",3611663,IA,Sanitary Landfills,Process Improvement
"19000000186",3611663,IA,Sanitary Landfills,Increase Level Of Treatment
"49000000061",3611668,UT,Phase I MS4,Rehabilitation
"49000000061",3611668,UT,Phase I MS4,Replacement
"49000000061",3611668,UT,Phase I MS4,Redevelopment
"49000000061",3611668,UT,Phase I MS4,Increase Capacity
"49000000061",3611668,UT,Phase I MS4,Expansion
"09000000073",3612432,CT,Collection: Separate Sewers,New
"22001015001",1168250,LA,Collection: Pump Stations,Rehabilitation
"19000699001",1234677,IA,Treatment Plant,Increase Level Of Treatment
"19000705001",1124070,IA,Treatment Plant,No Change
"36002001013",1220317,NY,Collection: Combined Sewers,Process Improvement
"36002001013",1220317,NY,Collection: Combined Sewers,Climate Change Adaptation
"08000124401",3419550,CO,Biosolids Handling Facility,Rehabilitation
"13000000522",3609704,GA,Phase I MS4,Rehabilitation
"13000000522",3609704,GA,Phase I MS4,Replacement
"13000000522",3609704,GA,Phase I MS4,Increase Capacity
"25000153004",3611888,MA,Onsite Wastewater Treatment System,No Change
"12000000121",3612138,FL,Estuary Management,Rehabilitation
"12000000121",3612138,FL,Estuary Management,Replacement
"19000762001",1124115,IA,Collection: Separate Sewers,No Change
"05000000071",3613186,AR,Phase II MS4,Redevelopment
"39008072006",1081583,OH,Collection: Pump Stations,New
"39008072018",1081595,OH,Biosolids Handling Facility,Rehabilitation
"39008072018",1081595,OH,Biosolids Handling Facility,Replacement
"21000579001",3403754,KY,Treatment Plant,New
"39000000246",3613217,OH,Collection: Pump Stations,Rehabilitation
"39000000246",3613217,OH,Collection: Pump Stations,Replacement
"02010000001",3613225,AK,Collection: Separate Sewers,No Change
"06000000162",3609020,CA,Phase I MS4,Rehabilitation
"06000000162",3609020,CA,Phase I MS4,Redevelopment
"06000000235",3611359,CA,Onsite Wastewater Treatment System,Rehabilitation
"06000000235",3611359,CA,Onsite Wastewater Treatment System,Replacement
"12000000013",3606919,FL,Phase II MS4,Rehabilitation
"12000000013",3606919,FL,Phase II MS4,Replacement
"12000000013",3606919,FL,Phase II MS4,Expansion
"09000000062",3612271,CT,Clustered System,New
"53002245001",1181046,WA,Treatment Plant,Increase Capacity
"53002245001",1181046,WA,Treatment Plant,Process Improvement
"53002245001",1181046,WA,Treatment Plant,Improve Energy Efficiency
"01000000181",3613357,AL,Treatment Plant,Rehabilitation
"19000000083",3608235,IA,Onsite Wastewater Treatment System,Rehabilitation
"19000000083",3608235,IA,Onsite Wastewater Treatment System,Expansion
"19000000074",3608226,IA,Onsite Wastewater Treatment System,Rehabilitation
"19000000074",3608226,IA,Onsite Wastewater Treatment System,Expansion
"19000000060",3608212,IA,Onsite Wastewater Treatment System,Rehabilitation
"19000000060",3608212,IA,Onsite Wastewater Treatment System,Expansion
"08000000267",3609210,CO,Hydromodification,New
"22000000060",3606651,LA,Collection: Pump Stations,Process Improvement
"55009960001",1207015,WI,Collection: Separate Sewers,No Change
"21000276001",1139699,KY,Treatment Plant,No Change
"55000000176",3610548,WI,Treatment Plant,No Change
"54000000121",3613351,WV,Unregulated Community Stormwater,Rehabilitation
"54000000121",3613351,WV,Unregulated Community Stormwater,Replacement
"39006433001",1081452,OH,Biosolids Handling Facility,Rehabilitation
"39006433001",1081452,OH,Biosolids Handling Facility,Replacement
"55000700010",400409,WI,Collection: Combined Sewers,No Change
"55000275001",1206059,WI,Collection: Separate Sewers,Rehabilitation
"55000275001",1206059,WI,Collection: Separate Sewers,Instrumentation/Electrical/Laboratory
"55000275001",1206059,WI,Treatment Plant,Replacement
"55000275001",1206059,WI,Treatment Plant,Increase Capacity
"55000275001",1206059,WI,Treatment Plant,Process Improvement
"55000275001",1206059,WI,Treatment Plant,Instrumentation/Electrical/Laboratory
"04000000161",3613414,AZ,Onsite Wastewater Treatment System,Rehabilitation
"29000000109",3607539,MO,Collection: Separate Sewers,No Change
"44000022001",1144304,RI,Collection: Interceptor Sewers,Rehabilitation
"44000022001",1144304,RI,Collection: Interceptor Sewers,Replacement
"44000022001",1144304,RI,Collection: Interceptor Sewers,Increase Capacity
"44000022001",1144304,RI,Collection: Interceptor Sewers,Instrumentation/Electrical/Laboratory
"06000000184",3609284,CA,Collection: Separate Sewers,Rehabilitation
"06000000184",3609284,CA,Collection: Separate Sewers,Replacement
"36000000383",3608166,NY,Collection: Separate Sewers,No Change
"39000462001",1080812,OH,Biosolids Handling Facility,No Change
"55002781001",1206382,WI,Collection: Interceptor Sewers,Rehabilitation
"55002781001",1206382,WI,Collection: Interceptor Sewers,Expansion
"55002781001",1206382,WI,Collection: Interceptor Sewers,Instrumentation/Electrical/Laboratory
"17000000106",3611418,IL,Phase II MS4,Rehabilitation
"17000000106",3611418,IL,Phase II MS4,Process Improvement
"39000000244",3613196,OH,Collection: Pump Stations,New
"48000000358",3611099,TX,Agriculture - Cropland,Expansion
"25000179011",3611988,MA,Onsite Wastewater Treatment System,No Change
"31001466001",1230224,NE,Collection: Pump Stations,No Change
"54002919001",1095049,WV,Collection: Combined Sewers,Rehabilitation
"54002919001",1095049,WV,Collection: Combined Sewers,Replacement
"02000407001",1104837,AK,Treatment Plant,No Change
"02000315001",1104820,AK,Collection: Separate Sewers,No Change
"39000000270",3613763,OH,Phase II MS4,Expansion
"19000399001",1123794,IA,Collection: Separate Sewers,No Change
"18002020002",1120261,IN,Collection: Pump Stations,No Change
"29000000071",3607453,MO,Collection: Combined Sewers,No Change
"54001706002",2931588,WV,Collection: Interceptor Sewers,No Change
"29000000153",3607714,MO,Treatment Plant,No Change
"08000105201",3418612,CO,Collection: Interceptor Sewers,Rehabilitation
"08000105201",3418612,CO,Collection: Interceptor Sewers,Replacement
"08000105201",3418612,CO,Collection: Interceptor Sewers,Expansion
"36000000512",3611083,NY,Onsite Wastewater Treatment System,Replacement
"13000000646",3611302,GA,Agriculture - Animals,Rehabilitation
"13000000646",3611302,GA,Agriculture - Animals,Climate Change Adaptation
"13000000731",3612150,GA,Treatment Plant,New
"39002863001",1081046,OH,Collection: Pump Stations,Rehabilitation
"54000000267",3613542,WV,Unregulated Community Stormwater,Rehabilitation
"54000000267",3613542,WV,Unregulated Community Stormwater,Replacement
"55009910001",1229260,WI,Collection: Pump Stations,Replacement
"55000000308",3613088,WI,Onsite Wastewater Treatment System,Expansion
"55000000310",3613091,WI,Onsite Wastewater Treatment System,Expansion
"05000130001",1104963,AR,Collection: Pump Stations,Rehabilitation
"05000130001",1104963,AR,Collection: Pump Stations,Instrumentation/Electrical/Laboratory
"41000000018",3606864,OR,Biosolids Handling Facility,Increase Capacity
"41000000018",3606864,OR,Biosolids Handling Facility,Process Improvement
"53000000033",3608132,WA,Collection: Pump Stations,Process Improvement
"55000000088",3610216,WI,Phase II MS4,No Change
"39004370001",1237823,OH,Biosolids Handling Facility,Rehabilitation
"38000000076",3612031,ND,Unregulated Community Stormwater,Rehabilitation
"54000000122",3613352,WV,Unregulated Community Stormwater,Rehabilitation
"54000000122",3613352,WV,Unregulated Community Stormwater,Replacement
"54000000129",3613360,WV,Unregulated Community Stormwater,Rehabilitation
"54000000129",3613360,WV,Unregulated Community Stormwater,Replacement
"02000248001",1216408,AK,Collection: Separate Sewers,No Change
"02000169001",1216390,AK,Collection: Separate Sewers,No Change
"54000000180",3613436,WV,Unregulated Community Stormwater,Rehabilitation
"54000000180",3613436,WV,Unregulated Community Stormwater,Replacement
"33000297002",3611163,NH,Clustered System,Replacement
"49000000024",3611170,UT,Phase II MS4,Rehabilitation
"49000000024",3611170,UT,Phase II MS4,Replacement
"49000000024",3611170,UT,Phase II MS4,Redevelopment
"49000000024",3611170,UT,Phase II MS4,Increase Capacity
"49000000024",3611170,UT,Phase II MS4,Expansion
"53000180001",1238896,WA,Collection: Pump Stations,Rehabilitation
"53000180001",1238896,WA,Collection: Pump Stations,Replacement
"01000000097",3606882,AL,Collection: Separate Sewers,Rehabilitation
"01000000097",3606882,AL,Collection: Separate Sewers,Expansion
"19000699001",1234677,IA,Collection: Separate Sewers,No Change
"08000000342",3610810,CO,Unregulated Community Stormwater,New
"06000000228",3611072,CA,Phase I MS4,Rehabilitation
"06000000228",3611072,CA,Phase I MS4,Replacement
"12000000072",3610467,FL,Treatment Plant,Rehabilitation
"12000000072",3610467,FL,Treatment Plant,Replacement
"12000000072",3610467,FL,Treatment Plant,Increase Capacity
"26000000005",3612332,MI,Agriculture - Cropland,New
"30000000041",3612341,MT,Treatment Plant,Rehabilitation
"27000000086",3609079,MN,Onsite Wastewater Treatment System,Replacement
"27000000086",3609079,MN,Onsite Wastewater Treatment System,Expansion
"02000299010",3612713,AK,Clustered System,Process Improvement
"02000299010",3612713,AK,Clustered System,Increase Level Of Treatment
"29000000084",3607483,MO,Collection: Separate Sewers,No Change
"29000000182",3607754,MO,Phase II MS4,No Change
