facility_name,place_id,structured_output,completion_token,prompt_token,total_token,reasoning_token,cost_usd
EZ Trip 1277,835076,True,5235,8575,13810,4544,
"Plant Sciences, Inc. Juniper Village 2, Macdoel Middle School",901636,,2545,8268,10813,2304,
Pleasant Ridge Elementary School WWTP,248713,True,4042,9723,13765,3520,
Plumas Eureka Estates WWTF - WWTP 7,248742,True,3315,8758,12073,3136,
Plumas Eureka Estates WWTF - WWTP 6,903974,True,4634,8758,13392,4288,
Point Arena WWTP,248791,,2474,8398,10872,2112,
"Diocese of San Joaquin, Episcopal Conference Center Oakhurst (ECCO)",220279,True,4406,9297,13703,3904,
Santa Maria WWTP,255679,True,4334,8578,12912,3456,
Rancho Colina MH Estates STP,251631,True,3886,8786,12672,3456,
Rancho Larios WWTP,251675,True,4064,8491,12555,3520,
Rancho Murieta CSD WWT & Rec,251695,True,4393,8856,13249,3840,
The Preserve at Millerton Lake,244531,True,5171,8943,14114,4608,
River Island East WWTF,273152,,4769,9121,13890,3648,
Riverdale WWTF,273185,True,3106,8922,12028,2752,
Rosamond WTF (Ponds),253293,True,8137,10092,18229,7232,
Konocti Harbor Resort,235208,,3714,8214,11928,3200,
Boys Ranch WWTF,210156,True,4119,8362,12481,3712,
Rancho Seco Recreational Area WWTF,739749,,3342,8292,11634,3008,
SCSD Desert Shores WWTP,219671,True,2069,8535,10604,1984,
SCSD Thomas R. Cannell WWTP,647900,True,3779,8519,12298,3328,
San Ardo WWTP,255190,,337,8179,8516,320,
Park Moabi WWTF,247644,,3157,8185,11342,2688,
Pine Valley WW Polltn Cntl Fac (Pine Valley Sanitation District) OWTS,248439,,1732,8474,10206,1536,
Julian Water Pollution Facility,234117,True,4763,9737,14500,4032,
Rancho Del Campo WPCF OWTS,251653,True,4033,8471,12504,3264,
Camp Mather,737529,,3895,8869,12764,3392,
San Jerardo WWTP,255306,,3357,8640,11997,3008,
San Joaquin WWTF,273132,True,5484,9973,15457,4352,
CSA 44-Zone G (Linne),237113,True,6905,9104,16009,5632,
County Service Area (CSA) 44 Zone E (Castello),216287,True,4045,8690,12735,3456,
Oak Shores Development CSA-7A,245581,True,4351,8909,13260,3968,
Country Club Estates SLO Co CSA-18,215915,,4877,8790,13667,3968,
San Miguel CSD Machado WWTP,255430,True,4564,8979,13543,4096,
San Miguelito Wild Cherry Canyon,272525,,3696,8263,11959,3072,
Sanger WWTF,273133,True,4315,8657,12972,3072,
Cachuma Lake Recreation Area WWTP,212455,True,3951,9125,13076,3520,
Jalama Beach County Park WWTP,233409,,4972,9269,14241,4416,
"Two Harbors STP, Catalina Island",268842,True,5061,9066,14127,4544,
Big Basin Woods Subdivision WWTP,209483,,3477,8483,11960,3008,
Boulder Creek Golf & Cntry Club WWTP,210116,,3575,8957,12532,3072,
Santa Lucia WW Recycling Facility (Prod/User),255653,True,5411,8526,13937,4736,
Santa Paula WRF,650554,True,5243,8612,13855,4480,
Golden Hills Mobile Home Park,227501,,4341,8514,12855,3904,
"Sonoma Co Service Area 41, Zone 2, Sea Ranch Onsite Wastewater Management Zone",255836,,2119,8187,10306,1792,
Oroville Wastewater Treatment Plant Construction Dewatering Project,901334,,2659,8576,11235,2304,
Palo Cedro WWTF,247464,True,6176,8888,15064,5248,
Foothill Elementary School WWTF,224827,,3193,8144,11337,2752,
Sierra High School WWTF,273188,,2954,8532,11486,2304,
Silver Oak Cellars - Highway 128 Alexander Valley (Domestic Waste),816488,True,5812,8956,14768,4992,
Big Rock Ranch Recycled Water,822928,,4089,8381,12470,3264,
Solvang WWTP,257687,True,6329,9846,16175,5312,
SCWA Geyserville CSD,256049,,3061,8328,11389,2560,
SCWA Airport WRF (Airport-Larkfield-Wikiup),256045,,4578,8273,12851,3456,
Sonoma West Holdings Wastewater Treatment Facility Plant No. 2 - Domestic,897866,,2590,8219,10809,1984,
Spalding Tract Sewer System,638757,True,2586,8645,11231,2432,
Foothill Horizons School,647162,,1404,8101,9505,1216,
Stoco WWTF,258743,True,5419,8928,14347,4800,
National Chavez Center WWTF,273155,,2772,8497,11269,2432,
Stratford WWTF,273135,,3712,8396,12108,3392,
Strathmore  WWTF,273192,True,4440,8758,13198,3968,
Camp Sugar Pine,212973,,2719,8293,11012,2368,
Ridgemark Estates WWTP,252700,True,4532,9081,13613,3776,
SYSCO Food Services of Sacramento,739902,,2814,8200,11014,2496,
Tejon Industrial Complex East WWTF,740731,,3917,8111,12028,3008,
Tejon Mountain Village,739154,,5016,8712,13728,3904,
Tejon Industrial Complex West WWTF,273156,,4519,8499,13018,3648,
Meadowbrook WWTF (Templeton CSD),240168,,4137,8805,12942,3200,
Tennant CSD ST/LF,263172,True,1589,8281,9870,1472,
Tesoro Viejo WWTP,817457,True,5302,8985,14287,4160,
The Villas at Butte Creek WWTP,270563,,3093,8415,11508,2688,
Tranquillity WWTF,273195,True,1837,8149,9986,1664,
Tres Pinos WWTP,266350,True,3894,8946,12840,3648,
Trinity County Waterworks District #1 Hayfork WWTP,229873,,4209,8441,12650,3392,
City of Tulare WWTF,872487,True,6505,9105,15610,4736,
Delft Colony WWTF,219515,,3650,8290,11940,3136,
Tuolumne City WWTP,266720,False,6538,9829,16367,5312,
Sonora Regional WWTF,257763,True,8622,11164,19786,6848,
Trimmer Recreation Area - Pine Flat Lake,707474,,4024,8313,12337,3584,
Island Park Recreation Area - Pine Flat Lake,707492,,3169,8151,11320,2624,
Hensley Lake,230092,True,1395,8495,9890,1152,
US Coast Guard TRACEN - Tomales,269543,True,5875,10068,15943,4864,
Calexico Border Patrol Station,859673,True,4962,9106,14068,4032,
USMC - Mainside WWTF,269589,True,5882,9657,15539,4608,
Admin Center & Oak Shores Day Use Area,204492,True,4386,9068,13454,3904,
Tuttletown Recreation Area,266792,,4289,9336,13625,3584,
New Melones Lake Glory Hole Recreation Area,227381,,4062,8956,13018,3584,
DVNP Cow Creek RO Plant,902865,,1530,8161,9691,1408,
Ash Mountain WWTF,206529,True,7291,8898,16189,6208,
Grant Grove WWTF,227781,True,5562,9141,14703,4608,
Clover Creek WWTF,214873,True,5994,9884,15878,4736,
South Entrance Wastewater Facility,826481,,3103,8868,11971,2688,
"Lower Grove OWTS, Mariposa Grove of Giant Sequoias",816491,,4155,9036,13191,3328,
White Wolf WWTF,274505,,4671,9278,13949,3712,
Glacier Point WWTF,227217,True,2894,9095,11989,2688,
University of California Animal Health and Food Safety (CAHFS) Laboratory,835506,,3538,8429,11967,3072,
Meadowlark WRF,240177,,3155,8061,11216,2432,
Woods Valley Ranch Water Reclamation Facility,272975,,4224,8294,12518,3200,
Antelope Acres Commercial Center,838760,True,6146,8575,14721,5248,
Todd Road Jail WWTP,267596,True,4399,9633,14032,3840,
Moorpark WRF - WDR,848096,True,5356,9775,15131,4416,
New Piru WTF,734616,True,4469,9427,13896,3648,
Jose Flores WWTP,260486,True,5180,9564,14744,4544,
VVWRA Sub-Regional Plant-Apple Valley,761913,True,3324,8305,11629,2688,
VVWRA- Sub-Regional Plant-Hesperia,761903,True,4280,8308,12588,3648,
SCLA Central WWTP-Victorville Water Dist,747480,True,5984,8527,14511,5440,
Weaverville SD WWTP,271915,,2728,8300,11028,2176,
Weott WWTP,272009,True,3508,8361,11869,3136,
Westwood STP,272344,True,6057,9227,15284,5376,
Willow Creek CSD WWTF,812326,,2710,8353,11063,2496,
Dixon Migrant Center WWTF,220385,,1002,8169,9171,896,
Yreka City WWTP,274538,True,3506,8790,12296,3072,
Merced WWTF,214652,True,5864,9227,15091,4288,
Oxnard WWTP,246946,False,5472,9015,14487,4160,
Douglas Flat/Vallecito WWTP,220618,True,5476,8918,14394,4480,
Oakdale WWTF,245602,True,5533,11317,16850,4032,
Corona WWRF #1,259171,True,6354,10296,16650,4672,
Mount Shasta WWTP,241800,True,6337,10541,16878,4928,
The Farmhouse Inn,718887,,3371,8120,11491,2560,
Firebaugh WWTF,273114,True,6787,9779,16566,5696,
Malibu Civic Center WWTF,766648,True,6295,10234,16529,5440,
Lake San Antonio Northshore WWTP,244646,,4184,8108,12292,3648,
Porterville WWTF,273130,True,7499,8926,16425,6400,
O'Shaughnessy WWTP,245520,,3680,8910,12590,3008,
Avila WWTP,206888,True,2092,9082,11174,1728,
Calistoga City Dunaweal WWTP,212750,True,6804,9981,16785,5376,
City of Morro Bay Water Reclamation Facility,882248,True,7034,9407,16441,5952,
Clovis WWTF,214899,True,6945,8963,15908,5760,
Coachella Valley WD WWTP,216446,True,8526,9808,18334,6848,
Covelo POTW,215966,True,4764,9283,14047,4096,
Dunsmuir WWTP,220850,True,7561,9257,16818,6464,
EBMUD WPCP,222132,True,3525,8367,11892,3200,
Membrane Filtration/Reverse Osmosis Facility - Escondido,846371,True,7237,10730,17967,5824,
Eureka City Elk River WWTP,223010,True,2955,8804,11759,2496,
Forestville Water District,224901,True,4489,9192,13681,4160,
Delleker WWTP,219530,True,4884,8946,13830,4352,
Healdsburg City WWTP,229922,True,7448,10200,17648,5632,
Holtville City WWTP,230588,True,4948,9391,14339,4352,
IEUA Regional Plant No. 1,259165,True,8117,9230,17347,6720,
IEUA Regional Plant No. 2,259166,True,6498,9493,15991,5824,
Whittier Narrows Water Reclamation Plant,235826,True,3859,8887,12746,3008,
San Jose Creek Water Reclamation Plant,260156,True,5633,8794,14427,4992,
Linda Cnty Water District WWTP,237060,True,5681,9318,14999,4928,
Malibu Mesa WRP,242162,True,4412,8596,13008,3264,
City of Manteca WW Quality Control Facility,239343,True,8457,9910,18367,6720,
Marin CSD 5 Paradise Cove WWTP,239498,True,2814,8379,11193,2496,
McKinleyville WWTP,240093,True,5234,8869,14103,4480,
Montecito SD WWTP,241288,True,4357,8671,13028,3776,
Mountain House WWTP,241598,True,8634,9675,18309,6912,
Mt. View Sanitary District WWTP,241815,True,6388,9786,16174,4928,
Nevada City WWTP,244141,True,5126,8883,14009,4224,
OCSD Plant 1,758392,True,4647,9207,13854,4224,
Palo Alto Regional WQCP,247457,True,5991,9502,15493,4672,
Redway POTW,252211,True,3589,8698,12287,3072,
Hammonton Gold Village WWTP,229559,True,5344,8793,14137,4480,
San Jose/Santa Clara WPCP,255333,True,8090,10012,18102,6016,
San Simeon WWTP,255462,True,5525,8711,14236,4480,
Saugus Water Reclamation Plant,260494,True,4740,8705,13445,3968,
Sewerage Commission Oroville Region WWTP,246251,True,5233,8678,13911,3904,
Shasta Lake WWTF,256627,True,6139,9075,15214,4992,
SVCW WWTP,255833,True,7983,9382,17365,6144,
Wastewater Recovery Center,258739,True,5609,8823,14432,4736,
Summerland SD WWTP,259377,True,5295,8604,13899,4224,
Mineral WWTP,240864,True,4937,9226,14163,4160,
Discovery Bay WWTP,220315,True,3302,8687,11989,2560,
Treasure Island WWTP/DOD,266328,True,5909,9702,15611,4928,
UC Davis Main WWTP,268926,True,4648,8718,13366,3840,
Ukiah City WWTP,268960,True,5978,9441,15419,4544,
US Navy Naval Air Facility WWTP,269449,True,4604,8835,13439,3776,
Vallejo Flood & Wastewater District (VFWD) WWTP,270006,True,6206,9178,15384,4928,
Watsonville WWTP,271872,True,5562,9125,14687,4800,
Woodland Water Pollution Control Facility,272960,True,7680,9298,16978,6080,
Carmel Area WWTP,213281,True,9077,9051,18128,7488,
J.B. Latham WWTP,236649,True,5172,11707,16879,4160,
SMWD - Chiquita WRP,257518,True,4759,10136,14895,3456,
Williams WWTP,272631,True,3180,8607,11787,2752,
SCRWA Reclamation Facility and Use Areas,256038,True,7693,10117,17810,5824,
San Clemente Island WWTP,260064,True,6380,9057,15437,5184,
Planada WWTF,273182,True,3847,8487,12334,3200,
Morro Bay/Cayucos WWTP,241479,True,5473,9654,15127,4352,
Camrosa Water Reclamation Facility,216832,True,3671,8745,12416,3136,
Grizzly Ranch CSD,228018,True,4364,8619,12983,3776,
Limoneira WWTP,238315,True,6122,9753,15875,4992,
Valley Springs SD WWTF,270105,True,7091,9591,16682,5888,
Top O'Topanga Community Association WWTP,267637,True,3610,8474,12084,3008,
Moorpark WRF - WRR,243377,True,7453,9407,16860,6080,
Region 2 Watershed Nutrient Permittees,858381,True,6508,9105,15613,5312,
Martinez Refining Company WWTP,256695,True,4049,9504,13553,3648,
